id,sex,age,height,weight,income,education,confession,children,happiness,fitness,food,alcohol,tattoos,rhine,datause,consultations,hiking,fasnacht,eyecor
3815,female,31,167,67.1,5200,SEK_II,evangelical-reformed,1,8,3,720,39,6,4,87,1,76,no,yes
3816,female,47,158.1,64.2,6700,SEK_III,catholic,1,6,1,640,13,0,2,98,5,67,no,no
3817,male,60,175.5,98,1e4,SEK_III,confessionless,1,7,3,1040,18,0,4,86,1,23,no,yes
3818,female,38,167.3,66.4,6100,apprenticeship,muslim,4,7,6,740,0,0,1,65,5,83,no,yes
3819,female,47,160.8,73.2,8800,obligatory_school,catholic,2,7,6,780,27,8,8,76,6,18,no,yes
3820,male,52,170.4,78.7,7100,SEK_III,catholic,0,7,2,280,43,1,5,117,5,63,no,no
3821,female,71,155.7,48.1,11500,SEK_III,confessionless,1,5,6,1250,14,8,5,108,5,82,no,yes
3822,female,31,164.6,NA,6900,SEK_II,confessionless,1,6,7,770,39,6,8,62,8,38,no,no
3823,female,60,156.4,73.9,11600,SEK_III,catholic,2,6,4,1020,21,0,6,85,6,98,no,yes
3824,male,73,183.8,112.1,10200,SEK_II,catholic,3,10,3,1700,0,0,4,80,5,42,no,yes
3825,female,40,159.7,65.5,NA,apprenticeship,catholic,1,8,3,NA,0,0,7,61,4,68,no,no
3826,female,22,158.9,59.8,3200,apprenticeship,confessionless,1,7,5,820,0,0,0,79,4,40,no,yes
3827,female,71,166.8,71,12400,SEK_III,evangelical-reformed,3,8,3,1310,44,0,0,67,6,43,no,yes
3828,female,28,175.6,82.1,4300,obligatory_school,catholic,0,9,8,790,24,6,4,88,8,56,no,yes
3829,female,31,159.8,60.8,5400,obligatory_school,evangelical-reformed,0,10,7,870,37,6,2,54,5,40,no,yes
3830,male,31,170.8,99.7,2200,SEK_III,evangelical-reformed,3,7,3,90,57,4,3,60,2,74,no,yes
3831,male,31,177.3,81.5,5400,SEK_III,other,3,7,6,630,42,5,7,76,3,53,no,yes
3832,male,19,182.4,94.2,NA,SEK_III,confessionless,2,7,7,NA,48,1,4,120,5,46,no,yes
3833,male,52,187.1,82.3,NA,SEK_III,evangelical-reformed,3,8,8,NA,19,7,2,76,0,57,no,no
3834,male,70,172.2,81.3,10500,apprenticeship,other,1,8,3,1050,39,0,0,76,4,33,no,yes
3835,male,28,184.1,96.5,5300,apprenticeship,catholic,0,6,4,760,11,0,5,59,4,13,no,yes
3836,female,64,157.8,66.5,10100,SEK_III,confessionless,3,5,6,630,57,7,4,110,5,72,no,yes
3837,male,31,173.4,108.7,NA,SEK_III,NA,2,5,6,NA,0,3,5,34,3,81,yes,no
3838,male,31,180.5,NA,7300,apprenticeship,confessionless,0,6,4,1420,0,8,3,95,4,30,no,yes
3839,male,41,179.9,NA,6300,SEK_III,NA,3,6,7,300,62,8,4,82,0,79,no,yes
3840,male,38,170.9,70.8,6900,SEK_III,catholic,2,7,2,530,51,4,1,86,1,65,no,yes
3841,female,24,166.7,62.6,4900,SEK_III,evangelical-reformed,2,7,7,450,34,0,0,76,3,47,no,yes
3842,female,20,163,61.4,2700,apprenticeship,muslim,1,7,6,720,22,0,4,110,2,50,no,no
3843,male,61,200.2,NA,10900,SEK_II,other,2,9,4,1410,33,3,7,66,4,77,no,no
3844,female,57,170.8,59.2,8800,obligatory_school,evangelical-reformed,2,8,6,870,21,0,3,79,5,39,no,no
3845,female,40,160.6,52.7,7e3,SEK_II,catholic,1,8,6,970,0,5,6,90,4,94,no,yes
3846,female,54,143.8,55.5,7900,apprenticeship,confessionless,2,8,5,1230,22,4,4,75,3,56,no,yes
3847,female,31,185.3,76.4,NA,SEK_II,evangelical-reformed,4,8,1,NA,33,0,5,80,3,59,no,yes
3848,female,33,159.7,75,NA,obligatory_school,NA,2,7,4,NA,18,3,2,62,6,46,no,no
3849,male,24,175.2,NA,NA,SEK_III,catholic,1,8,6,NA,34,8,1,78,1,68,no,no
3850,male,31,196.2,111.7,7300,SEK_III,catholic,2,7,3,700,23,0,1,103,5,79,no,yes
3851,female,51,171.5,70.2,8e3,SEK_III,catholic,2,7,4,830,45,6,2,83,3,99,no,yes
3852,female,53,146.4,NA,8500,apprenticeship,confessionless,2,7,6,1570,0,2,4,112,6,84,no,yes
3853,male,29,175.1,76.7,4300,SEK_III,NA,2,6,6,440,10,0,5,105,3,45,no,yes
3854,female,31,175.8,60.5,5900,obligatory_school,evangelical-reformed,1,6,5,570,31,0,8,80,7,103,no,yes
3855,male,69,169.9,83.9,9700,SEK_III,confessionless,0,7,5,1410,16,0,0,77,3,29,no,no
3856,female,53,168.1,61.8,6900,apprenticeship,evangelical-reformed,2,8,8,1350,0,5,3,99,3,45,no,yes
3857,female,33,162.3,60.4,8800,SEK_II,evangelical-reformed,3,5,7,1140,0,0,4,96,4,70,no,yes
3858,male,57,165.5,91.5,10500,SEK_III,confessionless,0,7,2,1310,0,5,3,71,2,88,no,yes
3859,female,26,170.5,61.2,4800,apprenticeship,NA,2,7,6,570,26,0,5,91,3,63,no,yes
3860,male,56,161.2,NA,11300,apprenticeship,catholic,2,7,8,740,67,5,7,94,5,69,yes,yes
3861,male,32,208.9,80.6,6200,SEK_III,catholic,2,6,5,230,45,0,0,119,4,51,no,yes
3862,male,31,162.5,88.6,NA,SEK_III,evangelical-reformed,1,7,6,NA,47,4,7,73,3,63,no,yes
3863,female,43,173.2,78.9,5600,apprenticeship,evangelical-reformed,1,9,5,940,20,2,8,82,5,67,no,yes
3864,male,81,174.2,85.6,12800,apprenticeship,NA,3,6,5,880,46,0,5,104,4,99,no,yes
3865,female,41,177.2,50.4,6400,obligatory_school,confessionless,4,9,7,940,0,0,4,90,6,64,no,yes
3866,female,43,176.6,64.1,6800,obligatory_school,confessionless,2,6,3,420,42,5,4,97,3,73,no,yes
3867,female,57,155.6,56.1,8800,SEK_III,catholic,2,8,6,1020,20,0,7,87,7,62,no,yes
3868,male,37,177.6,91.4,6300,obligatory_school,catholic,1,8,6,1240,0,3,5,61,3,76,no,yes
3869,male,37,183,87.1,5700,SEK_III,NA,3,7,7,730,31,3,3,107,3,31,no,no
3870,male,68,179.7,77.2,12500,apprenticeship,muslim,2,7,7,1460,47,0,4,112,3,60,yes,yes
3871,female,31,165.2,72.9,5800,apprenticeship,NA,2,6,3,610,18,3,3,101,9,64,no,yes
3872,male,50,186.6,98.3,8e3,apprenticeship,confessionless,4,6,3,740,61,0,7,96,4,93,no,yes
3873,female,47,162,NA,5700,SEK_III,other,2,8,6,760,22,0,1,84,2,42,no,yes
3874,male,31,195.3,NA,NA,apprenticeship,NA,5,6,4,NA,42,0,4,77,4,70,no,yes
3875,male,24,197.4,NA,5200,obligatory_school,confessionless,0,9,7,1370,0,0,4,80,3,18,no,yes
3876,female,31,177.8,66.3,4600,apprenticeship,confessionless,4,8,6,930,0,0,7,80,5,50,no,yes
3877,male,52,150.7,71.3,8e3,SEK_III,catholic,1,7,4,920,42,0,6,58,6,25,no,yes
3878,female,56,187.6,56.4,8200,apprenticeship,NA,3,8,5,1330,0,0,5,121,7,58,no,no
3879,female,50,164.8,63.6,1e4,apprenticeship,other,1,7,5,1380,15,0,0,92,5,60,no,yes
3880,male,42,175.4,70.5,5700,SEK_III,NA,4,6,3,400,52,3,3,80,3,51,no,yes
3881,female,28,168.8,68,3e3,obligatory_school,confessionless,2,5,5,-240,19,0,3,89,9,42,no,yes
3882,male,49,178.7,99.8,9100,SEK_III,confessionless,2,6,6,850,42,2,8,94,1,85,no,no
3883,male,36,173,92.3,6e3,SEK_III,confessionless,3,8,3,860,19,0,5,75,2,61,no,yes
3884,male,87,168.7,83.1,13600,apprenticeship,confessionless,2,7,5,1430,32,0,1,117,6,46,no,yes
3885,female,24,177.1,60.9,4200,apprenticeship,catholic,2,6,4,840,0,0,5,85,3,77,no,yes
3886,female,52,172.3,54.7,10200,SEK_III,confessionless,1,6,7,810,28,1,4,103,3,66,no,yes
3887,female,50,154.9,71.9,8700,obligatory_school,NA,3,5,6,690,21,2,3,93,6,102,no,no
3888,female,40,161.5,57.1,6100,SEK_II,muslim,1,7,4,820,0,4,2,115,7,60,no,no
3889,male,74,173.7,84.3,12100,obligatory_school,confessionless,2,7,5,800,43,4,3,99,5,57,no,yes
3890,female,28,179.3,63.8,4e3,SEK_II,muslim,1,9,6,400,31,0,3,67,6,75,no,yes
3891,male,35,166.3,87.2,7600,SEK_III,confessionless,2,7,2,570,15,0,6,69,6,83,no,yes
3892,female,44,163.8,81.8,8900,SEK_III,confessionless,2,6,5,720,28,0,1,112,2,87,no,yes
3893,male,79,179.5,85.9,14800,SEK_III,catholic,3,7,7,1610,0,0,6,77,2,55,no,no
3894,male,51,161,91.1,5100,apprenticeship,catholic,2,9,4,930,0,0,5,92,1,32,no,yes
3895,male,35,181.5,99.6,4400,apprenticeship,catholic,0,6,3,790,14,5,7,124,2,47,no,no
3896,female,31,147.7,66.2,8500,SEK_III,confessionless,2,7,7,1130,0,0,4,112,3,37,no,no
3897,male,55,207.7,85.4,9200,SEK_II,catholic,3,7,4,700,60,7,8,36,1,13,no,no
3898,male,75,194.7,64.2,10400,SEK_III,catholic,1,6,8,1370,29,5,4,95,1,58,no,yes
3899,male,43,197.4,NA,6400,SEK_III,confessionless,2,5,8,1040,0,0,3,81,4,53,no,yes
3900,male,50,187.3,87.3,8700,SEK_III,NA,3,6,7,800,37,1,0,90,4,76,no,no
3901,female,22,167.2,62.1,4100,SEK_III,evangelical-reformed,1,7,6,500,12,0,5,97,4,77,no,yes
3902,male,57,187.5,72.8,9700,SEK_III,catholic,2,6,3,1130,39,4,0,114,3,97,no,yes
3903,male,31,183.1,73.9,7400,SEK_III,catholic,1,6,7,420,86,1,2,94,7,36,no,yes
3904,female,45,171.3,NA,8600,SEK_III,confessionless,0,7,2,880,17,3,4,115,7,64,no,no
3905,male,52,176.4,NA,8800,SEK_III,evangelical-reformed,0,7,4,1030,27,0,3,75,2,42,no,no
3906,female,25,167.1,NA,5400,apprenticeship,NA,1,8,8,790,24,0,9,68,4,44,no,no
3907,female,51,180.3,78.5,5900,obligatory_school,NA,1,8,8,680,25,0,6,68,5,50,no,yes
3908,female,55,173.1,NA,7200,apprenticeship,other,1,7,6,860,29,0,4,104,4,59,no,yes
3909,male,31,181.6,87.4,NA,SEK_III,catholic,3,7,5,NA,0,1,3,82,5,69,no,no
3910,female,62,173.8,60.8,10100,obligatory_school,NA,2,7,7,1130,28,6,6,82,7,43,no,yes
3911,female,33,161.2,69.1,7200,apprenticeship,other,3,8,5,820,18,0,4,115,5,54,no,yes
3912,male,23,184.7,91.2,3800,SEK_III,confessionless,1,7,5,310,25,0,0,113,4,96,no,yes
3913,female,65,169.3,53,10800,apprenticeship,catholic,2,7,3,1090,27,0,4,94,7,50,no,yes
3914,male,36,173.4,95.5,5300,apprenticeship,catholic,1,6,7,840,29,0,3,18,2,48,no,yes
3915,female,60,168.8,73,10200,SEK_III,catholic,2,10,5,1190,21,4,1,87,3,55,no,no
3916,female,23,152.6,54.5,3200,apprenticeship,evangelical-reformed,2,5,4,460,0,0,8,104,7,35,no,yes
3917,male,22,142,90.2,2300,SEK_III,confessionless,2,8,5,640,32,6,3,74,2,36,no,yes
3918,female,44,187.9,64.1,8200,apprenticeship,catholic,3,7,6,750,24,0,6,71,5,48,no,yes
3919,male,34,190.1,94,5800,apprenticeship,evangelical-reformed,2,6,3,670,55,0,5,73,5,34,yes,no
3920,male,35,176.8,NA,6100,apprenticeship,catholic,1,7,3,480,40,1,6,119,4,58,no,yes
3921,female,48,164.3,49,1e4,obligatory_school,NA,3,5,8,1390,0,0,9,94,6,78,no,no
3922,female,46,155.1,68.6,6400,obligatory_school,evangelical-reformed,2,6,5,690,16,2,3,85,4,61,no,yes
3923,female,56,160.4,68.3,8700,SEK_III,catholic,4,6,6,830,46,8,4,110,1,65,no,yes
3924,male,31,193.4,NA,5400,SEK_III,catholic,0,8,9,920,0,4,7,115,2,64,no,no
3925,female,25,178.3,59.3,3800,SEK_II,evangelical-reformed,0,6,4,470,23,0,4,122,2,60,no,yes
3926,female,57,167.6,43.6,8700,SEK_II,catholic,2,7,8,1200,23,0,4,114,9,77,no,yes
3927,female,67,143,59.8,10200,obligatory_school,evangelical-reformed,1,8,6,1340,20,0,2,62,3,55,no,no
3928,female,31,171.8,60.6,6e3,SEK_III,catholic,2,7,7,620,15,5,4,83,4,58,no,no
3929,male,69,170.1,87.8,NA,SEK_II,confessionless,2,6,7,NA,33,5,0,71,2,45,no,yes
3930,male,21,195.3,109.2,7441.599064739421,SEK_II,catholic,1,9,5,510,45,0,8,91,3,96,no,yes
3931,female,84,169,69.1,13300,SEK_III,confessionless,0,6,4,1370,28,0,2,80,4,22,no,yes
3932,male,32,172.6,67.9,NA,apprenticeship,catholic,1,7,5,NA,0,0,2,58,3,68,no,no
3933,female,66,172.5,73,12900,apprenticeship,NA,2,7,2,940,33,0,2,116,4,43,no,no
3934,male,41,187.8,NA,NA,apprenticeship,NA,1,7,5,NA,28,0,6,86,1,138,no,yes
3935,male,31,162.8,92.8,4500,SEK_III,confessionless,2,7,2,1070,0,0,2,123,2,70,no,yes
3936,male,28,172.1,86.2,5900,apprenticeship,catholic,2,7,5,380,26,4,2,137,3,86,no,yes
3937,female,54,153.8,NA,9100,apprenticeship,NA,2,7,7,1070,25,6,0,70,4,59,no,no
3938,female,20,167.6,65.1,4500,apprenticeship,NA,4,6,4,520,29,0,4,94,2,82,no,yes
3939,male,34,169.3,NA,7600,apprenticeship,confessionless,1,7,5,810,20,6,3,79,3,84,no,no
3940,male,42,169.4,91.2,7400,SEK_III,catholic,2,7,3,680,0,2,2,77,3,92,no,yes
3941,female,39,162.8,54,7e3,SEK_III,confessionless,2,7,8,1170,20,0,1,97,3,21,no,yes
3942,female,80,146.7,58.9,13500,apprenticeship,evangelical-reformed,2,7,4,1120,28,0,3,83,8,52,no,yes
3943,male,44,161.4,87.4,8900,SEK_III,confessionless,3,7,3,1130,15,0,1,69,3,68,no,no
3944,male,56,171.4,96,7900,SEK_III,evangelical-reformed,2,6,8,840,29,5,4,48,2,52,no,yes
3945,male,31,174.9,81.8,4600,obligatory_school,NA,1,8,9,740,23,0,7,106,0,68,no,no
3946,female,22,138.8,45,4900,SEK_III,evangelical-reformed,2,7,7,780,5,0,5,76,5,72,no,no
3947,male,51,184.2,56.3,7900,SEK_II,confessionless,1,7,8,760,29,7,7,126,4,63,no,yes
3948,male,59,168.8,89.9,10800,SEK_III,catholic,3,8,3,1280,22,0,3,56,5,60,no,no
3949,male,38,175.5,75.9,5200,SEK_III,confessionless,3,7,3,860,29,0,6,71,3,46,no,yes
3950,male,44,170.6,95.4,9400,SEK_III,catholic,1,5,7,670,61,6,5,68,5,52,no,yes
3951,female,27,160.5,68.7,NA,apprenticeship,confessionless,1,5,8,NA,34,0,5,51,5,46,no,yes
3952,male,38,155.8,92.1,NA,SEK_III,evangelical-reformed,3,7,2,NA,47,0,2,111,3,67,no,no
3953,male,56,195.6,90.7,NA,apprenticeship,evangelical-reformed,2,7,3,NA,51,8,0,95,3,67,no,no
3954,male,37,148.9,NA,6500,SEK_III,evangelical-reformed,1,6,7,1030,29,0,4,66,3,82,no,yes
3955,female,54,153.5,70.8,8100,apprenticeship,NA,1,7,7,1170,27,4,4,74,5,38,no,yes
3956,male,26,174.9,89.8,NA,SEK_III,NA,1,6,4,NA,48,0,4,97,3,57,no,no
3957,male,61,194.2,73.7,9300,apprenticeship,evangelical-reformed,1,7,4,1030,30,4,1,88,2,83,no,yes
3958,female,33,157.8,71.9,8300,SEK_III,catholic,2,7,6,1190,9,0,0,98,5,46,no,yes
3959,female,31,160.1,65.3,5200,SEK_II,NA,1,7,5,660,31,0,4,104,5,24,no,yes
3960,male,26,181.2,104,4500,apprenticeship,catholic,2,7,6,210,34,0,4,95,4,12,no,yes
3961,male,31,190.9,91.9,4600,apprenticeship,catholic,0,6,4,900,17,9,5,82,2,39,no,yes
3962,female,31,152.8,72.2,NA,apprenticeship,evangelical-reformed,1,9,5,NA,30,0,1,67,7,81,no,no
3963,female,53,159.8,78.8,8600,apprenticeship,muslim,1,8,7,1310,8,4,7,87,4,74,no,no
3964,male,36,175.9,73.6,8500,apprenticeship,other,0,7,5,660,32,2,4,100,3,82,no,yes
3965,female,40,171.1,NA,6600,SEK_III,confessionless,2,6,7,1280,0,0,4,103,3,42,no,yes
3966,male,24,173.8,81.8,4700,SEK_III,evangelical-reformed,4,7,2,860,0,0,2,103,7,49,no,yes
3967,female,31,151.9,62.6,4900,apprenticeship,NA,3,8,5,890,15,5,2,67,4,83,no,no
3968,male,31,186.4,NA,5900,SEK_III,evangelical-reformed,2,7,7,570,32,6,7,91,5,15,no,yes
3969,female,64,155.4,78.6,10500,SEK_III,muslim,2,8,4,1130,9,6,3,94,4,93,no,no
3970,male,21,165.2,81.6,NA,apprenticeship,catholic,1,9,6,NA,33,2,5,116,4,73,no,no
3971,male,46,178.7,84.2,7300,obligatory_school,NA,1,7,2,1260,0,0,5,85,2,79,no,no
3972,female,31,150.8,69,6100,obligatory_school,catholic,3,7,7,1160,0,3,5,88,4,96,no,no
3973,female,63,144.4,55.4,1e4,SEK_II,evangelical-reformed,2,7,4,980,34,0,7,111,1,35,no,yes
3974,male,51,166.8,92.9,NA,apprenticeship,NA,3,8,6,NA,0,5,5,91,5,54,no,yes
3975,female,31,165.8,51.5,5200,apprenticeship,other,3,7,7,1130,18,0,8,81,5,75,no,no
3976,male,50,191,63.8,5300,SEK_III,catholic,2,7,7,400,51,3,7,72,2,35,no,yes
3977,male,34,171.4,86.9,7e3,SEK_III,catholic,2,9,7,1210,37,4,5,117,2,17,no,yes
3978,female,46,166.3,47.7,8300,apprenticeship,other,1,6,5,490,37,0,0,79,1,63,no,no
3979,female,67,164.3,62.8,10300,apprenticeship,catholic,2,7,7,1370,28,0,4,100,3,60,no,yes
3980,female,27,173.9,88.7,3100,SEK_II,NA,0,7,3,110,34,0,6,62,2,94,no,no
3981,female,46,174.7,45.8,7700,obligatory_school,confessionless,2,10,2,660,41,0,7,96,3,35,no,yes
3982,male,57,184.3,89.7,10900,SEK_III,catholic,3,7,5,1180,39,5,7,73,2,68,no,yes
3983,female,69,180.3,68.4,14e3,apprenticeship,evangelical-reformed,1,7,4,1350,16,2,0,58,4,84,no,yes
3984,female,22,169.2,74.6,4400,apprenticeship,catholic,0,8,7,730,27,0,2,105,8,74,no,yes
3985,female,42,160,71.6,8100,apprenticeship,confessionless,0,7,7,1180,26,0,0,82,7,59,no,no
3986,male,70,157.9,71.9,12400,SEK_III,catholic,3,7,3,1280,28,0,4,76,0,86,no,yes
3987,male,20,175.6,88.1,3900,obligatory_school,catholic,2,6,3,180,44,0,9,82,3,56,no,yes
3988,female,64,188.7,60.1,NA,apprenticeship,confessionless,3,7,7,NA,17,0,0,88,6,79,no,yes
3989,female,47,151.3,NA,7800,apprenticeship,evangelical-reformed,2,7,5,800,24,0,2,89,7,55,no,no
3990,female,41,158.3,69.6,NA,SEK_III,catholic,4,5,5,NA,4,0,5,70,4,66,yes,yes
3991,male,53,177.7,108.3,8300,SEK_III,muslim,0,6,2,920,44,5,1,98,4,58,no,yes
3992,female,68,172.8,NA,10600,apprenticeship,catholic,0,7,7,940,29,0,5,136,4,47,no,yes
3993,female,64,160.7,70.3,6900,obligatory_school,catholic,2,6,3,930,27,0,0,71,4,83,no,yes
3994,female,37,170,44.6,NA,SEK_III,NA,2,9,3,NA,28,0,4,80,6,82,no,no
3995,female,60,167,53.2,8300,apprenticeship,muslim,2,7,2,1120,22,3,7,75,3,64,no,no
3996,male,40,178.2,102.9,7800,SEK_III,catholic,2,7,6,540,64,0,4,90,6,49,no,yes
3997,female,30,154.1,65.7,3500,SEK_III,evangelical-reformed,3,9,5,740,18,5,3,66,6,72,no,yes
3998,male,31,168.5,74.1,6100,apprenticeship,NA,0,8,6,590,30,0,2,97,2,17,no,yes
3999,female,64,175.4,64.7,10700,apprenticeship,catholic,2,6,3,1240,24,4,6,44,5,0,no,yes
4000,female,31,170.7,56.2,NA,apprenticeship,catholic,2,6,5,NA,26,0,6,64,5,68,no,no
4001,female,67,157.2,52.9,12800,apprenticeship,catholic,0,6,5,1530,29,0,5,75,5,50,no,yes
4002,male,56,181.7,NA,7700,SEK_III,evangelical-reformed,2,6,6,1020,0,0,5,66,4,68,no,no
4003,female,53,166,NA,9300,SEK_III,evangelical-reformed,2,8,8,1020,14,2,0,81,4,87,no,yes
4004,male,26,184.5,85.3,5300,obligatory_school,evangelical-reformed,0,6,7,720,40,7,7,71,2,44,yes,yes
4005,female,59,162.6,NA,1e4,SEK_II,evangelical-reformed,2,5,2,1170,20,0,6,99,0,80,no,yes
4006,female,61,148.6,60.8,12200,apprenticeship,evangelical-reformed,1,7,5,1520,10,0,5,66,5,63,no,yes
4007,female,31,165.7,53.7,7900,SEK_III,confessionless,2,6,8,570,27,0,5,74,6,62,no,yes
4008,male,30,181.4,71.9,5e3,SEK_III,muslim,1,7,2,840,0,0,5,95,2,25,no,no
4009,female,33,134.4,75.1,6e3,SEK_III,NA,2,5,6,570,29,5,0,112,6,61,no,yes
4010,male,51,189.1,91.9,8800,apprenticeship,evangelical-reformed,3,8,8,650,57,0,1,102,3,46,no,yes
4011,male,43,182.5,NA,6400,SEK_III,catholic,2,7,1,820,22,0,6,105,5,26,no,no
4012,male,29,167.3,73.6,5900,obligatory_school,confessionless,2,7,7,430,59,0,3,104,4,128,no,yes
4013,female,31,146.2,66,4300,SEK_III,confessionless,1,8,7,730,0,2,7,94,6,64,no,yes
4014,female,59,147.7,63.5,13400,SEK_II,evangelical-reformed,2,7,7,1790,0,0,5,144,7,73,no,no
4015,female,72,156.1,56.8,NA,apprenticeship,catholic,2,7,8,NA,30,0,6,54,3,61,no,no
4016,male,65,199.8,87.7,10200,SEK_III,evangelical-reformed,2,6,5,990,40,0,2,105,5,75,no,no
4017,male,63,168.2,81.4,11600,apprenticeship,evangelical-reformed,1,6,8,1140,25,6,5,82,4,92,no,no
4018,male,43,194.2,NA,6700,obligatory_school,other,3,6,5,690,54,0,5,119,4,125,no,yes
4019,male,31,191.7,86.1,4e3,apprenticeship,NA,2,5,7,550,28,8,3,99,5,54,no,yes
4020,female,37,177.7,68.7,7900,SEK_III,confessionless,1,7,3,920,31,6,6,84,3,53,no,no
4021,female,59,166.3,70.9,NA,SEK_III,catholic,3,9,6,NA,33,0,5,125,7,44,no,yes
4022,female,49,164.6,54.4,7900,apprenticeship,evangelical-reformed,0,7,2,590,26,6,4,75,7,45,no,yes
4023,male,31,166.9,100.2,5900,SEK_III,confessionless,2,7,3,700,23,0,7,119,5,10,no,yes
4024,female,87,169.4,72.4,NA,apprenticeship,confessionless,1,7,4,NA,23,0,6,79,4,99,no,yes
4025,male,31,175.2,91.3,3900,apprenticeship,evangelical-reformed,2,7,6,510,38,2,5,53,3,55,no,no
4026,female,23,172.7,79.1,NA,SEK_III,evangelical-reformed,3,6,6,NA,0,0,10,115,4,38,no,yes
4027,male,54,192.7,79.2,7200,SEK_III,muslim,0,7,4,830,36,6,6,90,4,32,no,no
4028,male,37,169.5,97.8,7700,SEK_III,confessionless,1,7,4,730,47,0,6,49,6,42,no,yes
4029,male,65,168.9,110.5,8900,SEK_III,other,2,7,4,1040,18,5,3,74,2,54,no,yes
4030,female,47,155.8,70.8,8300,SEK_III,confessionless,2,6,8,1080,31,0,4,98,8,60,no,no
4031,female,36,167.7,48.6,5e3,obligatory_school,evangelical-reformed,2,7,3,820,41,7,6,65,3,51,no,yes
4032,male,84,170.3,83.7,11500,obligatory_school,catholic,4,7,6,1590,0,0,6,92,1,96,no,no
4033,female,40,167.8,53.1,NA,apprenticeship,confessionless,0,7,5,NA,45,0,7,80,12,47,no,no
4034,female,34,176.2,67.7,4e3,apprenticeship,evangelical-reformed,2,6,6,580,22,7,5,32,2,11,no,yes
4035,female,58,179.4,72.7,NA,apprenticeship,NA,1,8,6,NA,18,5,4,54,1,90,no,yes
4036,female,31,176.9,NA,4200,SEK_III,confessionless,2,7,7,390,27,0,7,82,2,41,no,no
4037,male,31,188.4,84.1,5700,SEK_II,evangelical-reformed,2,6,6,230,48,0,6,77,4,37,no,yes
4038,male,48,164.5,65.8,6100,obligatory_school,catholic,3,5,5,780,28,6,7,111,0,6,no,no
4039,male,27,186.2,73.1,NA,SEK_III,catholic,3,7,7,NA,0,0,6,86,1,67,no,yes
4040,male,70,170.6,80.1,11200,SEK_III,evangelical-reformed,1,7,7,1210,0,9,7,146,3,119,no,yes
4041,male,77,187,78.8,11500,SEK_III,confessionless,0,7,2,1340,41,5,4,71,2,52,yes,yes
4042,female,31,157.8,63.5,3500,SEK_II,catholic,1,7,1,560,9,3,7,37,5,43,no,yes
4043,female,49,168.3,59.7,11e3,SEK_III,evangelical-reformed,2,5,5,1010,21,0,7,80,7,42,no,yes
4044,male,42,190.1,89.1,7500,apprenticeship,catholic,2,7,4,970,0,0,4,99,4,72,no,yes
4045,male,92,177.2,99.6,14400,SEK_II,muslim,1,7,7,1420,43,7,3,86,2,16,no,yes
4046,male,49,187.8,92,7800,apprenticeship,confessionless,2,7,7,1e3,47,0,7,80,4,42,no,yes
4047,female,63,163.3,64.7,NA,apprenticeship,catholic,2,6,7,NA,21,1,0,87,4,23,no,no
4048,female,72,153.2,54.3,12300,SEK_III,catholic,1,7,6,1440,36,3,2,90,6,39,no,yes
4049,male,56,178.4,NA,1e4,SEK_III,evangelical-reformed,1,7,7,1240,62,0,4,95,2,66,no,yes
4050,female,27,163.3,50.6,NA,SEK_III,catholic,2,6,3,NA,38,0,7,59,4,69,no,no
4051,male,52,170.6,78.7,7600,SEK_II,catholic,3,7,3,900,55,0,4,104,2,46,no,no
4052,female,31,171.6,68.4,6500,SEK_II,confessionless,1,7,4,450,39,1,2,84,7,93,no,no
4053,female,40,173.9,69.4,7500,SEK_II,catholic,2,6,9,890,29,0,3,87,8,10,no,no
4054,male,52,168.2,83.4,11100,obligatory_school,NA,1,5,4,860,46,5,5,75,2,46,no,yes
4055,male,31,187.1,83.9,6800,apprenticeship,confessionless,1,7,4,580,45,8,2,78,1,67,no,yes
4056,female,53,174.9,79.9,1e4,apprenticeship,evangelical-reformed,1,7,3,1250,10,0,7,67,7,57,no,yes
4057,female,44,155.7,49.4,7500,obligatory_school,other,1,7,7,830,15,2,0,74,1,57,no,yes
4058,female,19,145,67.3,NA,apprenticeship,NA,1,8,4,NA,27,4,5,93,4,41,no,yes
4059,female,71,163.7,71,11100,apprenticeship,evangelical-reformed,1,7,7,1570,9,5,2,82,3,96,no,yes
4060,female,74,162.7,58.9,13300,apprenticeship,confessionless,1,6,10,1330,22,6,7,116,7,84,no,yes
4061,female,31,161.3,59.3,4400,SEK_III,catholic,3,7,7,660,12,4,5,113,4,25,no,yes
4062,male,74,166.7,NA,13200,SEK_III,catholic,2,5,6,1220,50,4,2,95,1,49,no,yes
4063,male,47,167.1,73.7,7400,SEK_III,other,2,10,6,600,43,0,6,104,5,31,no,no
4064,male,31,179.6,84,7e3,SEK_III,evangelical-reformed,2,6,7,850,42,1,1,75,5,103,no,no
4065,female,28,190.3,65.2,4600,apprenticeship,evangelical-reformed,2,7,5,200,25,0,9,52,6,32,no,yes
4066,female,67,158.4,67.8,11700,SEK_II,confessionless,2,7,5,1560,18,0,6,95,4,60,no,yes
4067,female,51,164,60.8,9700,obligatory_school,confessionless,1,7,6,1050,19,0,4,68,5,49,no,no
4068,female,49,151.8,77.5,7300,apprenticeship,confessionless,2,6,6,670,35,0,0,121,6,91,no,no
4069,female,58,161.3,NA,10200,SEK_III,NA,1,7,3,880,15,2,5,64,4,64,no,no
4070,male,48,170.5,77,9800,SEK_II,catholic,2,6,6,600,27,0,7,83,5,70,no,no
