carat,cut,color,clarity,depth,table,price,x,y,z
0.91,Very Good,G,SI2,62,59,3238,6.19,6.22,3.85
1.02,Premium,E,VS2,62.8,59,5666,6.44,6.39,4.03
1.01,Good,D,SI2,63.1,54,4260,6.37,6.43,4.04
0.35,Premium,E,VS2,60.4,60,767,4.52,4.55,2.74
1.01,Ideal,H,SI1,62.6,55,4513,6.42,6.36,4
0.41,Ideal,D,SI1,63,53,744,4.74,4.79,3
0.31,Good,I,VS2,63.2,55,435,4.3,4.4,2.75
2.1,Ideal,I,SI2,61.9,56,15511,8.2,8.22,5.08
0.39,Ideal,E,SI1,60.6,57,677,4.75,4.79,2.89
1.08,Ideal,D,SI1,61.8,56,6078,6.62,6.69,4.11
1.22,Ideal,J,VS1,60.8,57,5504,6.85,6.89,4.18
0.7,Very Good,H,VS1,62.8,58,2389,5.59,5.69,3.54
0.4,Ideal,E,SI1,62.2,55,737,4.71,4.75,2.94
1.2,Very Good,E,VVS1,61.3,60,13015,6.77,6.84,4.17
0.5,Very Good,G,SI1,62.1,56,1197,5.05,5.09,3.15
1.57,Premium,J,VS1,61.3,59,8595,7.44,7.47,4.57
0.72,Premium,I,SI1,60.8,58,1858,5.83,5.78,3.53
1.7,Very Good,G,VS2,61.6,58,16086,7.63,7.67,4.71
0.54,Very Good,D,SI1,63.2,55,1667,5.21,5.17,3.28
1.35,Ideal,J,VS1,62.3,54,6048,7.17,7.06,4.43
0.35,Ideal,D,VS2,62.4,55,829,4.48,4.52,2.81
0.65,Ideal,J,SI1,62.1,54,1214,5.56,5.59,3.46
0.31,Ideal,D,SI1,61.7,57,571,4.34,4.38,2.69
1.54,Ideal,F,SI1,61.9,56,12195,7.44,7.38,4.59
0.51,Ideal,F,VS2,61.6,57,1661,5.14,5.15,3.17
0.3,Ideal,H,SI1,62.9,53,407,4.28,4.31,2.7
0.9,Very Good,G,VVS1,62.3,58,4601,6.14,6.21,3.85
1.03,Premium,G,SI2,59.3,58,4160,6.58,6.63,3.92
0.7,Very Good,G,SI1,62.1,56,2175,5.64,5.67,3.51
0.41,Premium,F,VVS2,60.4,58,1192,4.84,4.8,2.91
0.41,Ideal,D,VS2,62.4,54,1076,4.78,4.74,2.97
1.2,Ideal,D,SI1,61.1,56,9317,6.86,6.89,4.2
0.46,Ideal,I,VS1,62.2,54,906,4.95,4.99,3.09
1.04,Ideal,J,VS2,61.3,54,4550,6.53,6.55,4.01
0.3,Ideal,D,VS2,61,55,778,4.38,4.34,2.66
0.9,Ideal,H,VVS1,61.9,57,4783,6.19,6.24,3.85
0.33,Premium,G,VVS2,61.7,58,965,4.42,4.39,2.72
1.23,Premium,G,VS2,62,59,8431,6.87,6.8,4.24
0.73,Premium,J,VS2,62.8,58,1654,5.77,5.71,3.6
0.71,Very Good,G,VS2,62.3,63,2335,5.7,5.64,3.53
2.01,Fair,E,SI2,62.1,66,14948,7.99,7.92,4.94
1.6,Ideal,G,VS1,62,57,9856,7.47,7.43,4.62
0.77,Good,H,VVS2,57.9,61,3027,6.07,6.01,3.5
1.18,Ideal,E,SI2,60.8,57,4885,6.89,6.83,4.17
1,Ideal,E,SI2,61.9,56,4760,6.43,6.4,3.97
0.4,Good,G,VS2,63.8,59,1007,4.64,4.57,2.94
0.76,Very Good,G,SI1,62.6,56,2652,5.86,5.9,3.68
0.51,Premium,G,VS2,61.3,59,1343,5.11,5.17,3.15
1.09,Premium,E,SI2,61.4,58,5127,6.67,6.63,4.08
1,Premium,F,SI2,61.4,61,4749,6.47,6.4,3.95
1.04,Premium,I,SI1,61.8,60,4290,6.47,6.51,4.01
0.91,Very Good,E,SI1,58.8,59,4191,6.34,6.39,3.74
0.82,Ideal,H,VVS1,62.9,56,3420,5.99,5.91,3.74
1.02,Very Good,D,VS2,63.7,55,6830,6.42,6.45,4.1
0.54,Premium,H,VS1,61.9,56,1637,5.29,5.24,3.26
0.53,Ideal,D,VS2,62.2,56,1956,5.19,5.16,3.22
0.71,Good,G,SI2,63.6,58,1816,5.6,5.54,3.55
0.42,Very Good,E,VS1,62.1,55,1105,4.81,4.85,3
0.4,Ideal,F,VVS1,62.3,54,1168,4.75,4.78,2.97
0.76,Ideal,F,VS1,61.6,56,3446,5.87,5.91,3.63
0.32,Ideal,H,VVS2,61.8,55,645,4.38,4.42,2.72
2.48,Ideal,I,SI2,62.3,57,12883,8.64,8.58,5.36
0.71,Very Good,F,SI1,61.8,58,2436,5.72,5.81,3.56
1.01,Very Good,E,SI1,62.4,58,5229,6.36,6.4,3.99
2.01,Ideal,I,SI2,62.3,57,13796,8.06,8.08,5.03
0.32,Ideal,F,VS1,61,54,716,4.42,4.44,2.7
0.58,Premium,H,VS2,59.7,59,1439,5.42,5.33,3.21
1.09,Ideal,H,SI1,61.1,57,5125,6.62,6.71,4.07
1,Very Good,E,VVS2,63.5,55,8910,6.36,6.31,4.02
1.07,Premium,F,SI1,61.7,56,5813,6.66,6.5,4.06
0.82,Premium,F,VS1,62.1,56,3513,6.02,5.97,3.72
0.9,Very Good,H,VS1,63.6,55,4685,6.15,6.11,3.9
2.18,Premium,H,SI2,59.1,60,17473,8.49,8.45,5.01
0.31,Ideal,H,VS2,62.4,55,489,4.33,4.36,2.71
0.9,Premium,E,VS2,63,58,4625,6.16,6.13,3.87
0.38,Ideal,I,VVS2,62.6,54,983,4.65,4.62,2.9
0.41,Premium,J,VVS1,62.2,59,994,4.75,4.71,2.94
0.32,Ideal,E,VS2,60.8,57,769,4.39,4.42,2.68
0.32,Very Good,D,SI1,63,57,526,4.35,4.38,2.75
1.22,Very Good,I,VS2,63.3,57,5979,6.74,6.82,4.29
0.82,Good,J,SI1,57.4,59,2140,6.25,6.19,3.57
0.34,Ideal,D,VS2,62.9,56,1033,4.5,4.44,2.81
1.12,Premium,J,SI2,60.7,61,3266,6.71,6.64,4.05
0.63,Ideal,D,SI1,62,56,2313,5.5,5.47,3.4
0.52,Very Good,G,VVS1,60.9,56,1913,5.18,5.24,3.17
0.42,Good,G,SI1,63.1,56,687,4.75,4.79,3.01
0.35,Premium,J,VS1,62.2,58,460,4.49,4.54,2.81
0.37,Premium,H,VS2,61.4,58,749,4.64,4.61,2.84
0.39,Premium,F,VS1,60.6,55,1092,4.77,4.73,2.88
1,Good,F,SI1,63.6,62,4586,6.3,6.24,3.99
0.42,Ideal,D,VVS1,61.8,56,1547,4.79,4.82,2.97
0.31,Very Good,F,VS2,61.1,58.1,605,4.33,4.37,2.66
0.59,Good,I,SI2,63.9,57,1180,5.3,5.25,3.37
1.04,Premium,G,VS1,60.2,58,6360,6.65,6.64,4
0.85,Ideal,G,VS1,61.8,55,4373,6.09,6.11,3.77
0.5,Very Good,D,SI2,63.1,56,1015,5.05,4.96,3.16
1.7,Premium,I,VS2,61.3,59,9330,7.69,7.59,4.68
1.04,Ideal,G,IF,62.1,54,8921,6.53,6.55,4.06
2.07,Ideal,J,SI2,62.5,56,12778,8.18,8.08,5.08
1.75,Very Good,G,VS2,62.8,59,16073,7.53,7.62,4.76
0.4,Very Good,G,SI1,63.2,58,840,4.7,4.61,2.94
0.92,Ideal,E,VS1,62.6,57,5023,6.18,6.13,3.85
0.54,Ideal,H,VS2,60.1,57,1338,5.28,5.33,3.19
0.62,Premium,H,SI2,61,62,1159,5.47,5.42,3.32
2.01,Good,H,VS2,64.1,59,18474,7.91,7.85,5.05
1.5,Good,H,VS2,63.9,59,8165,7.25,7.18,4.61
0.32,Ideal,E,SI2,62.7,55,576,4.42,4.39,2.76
0.71,Good,F,SI2,64,58,1818,5.65,5.59,3.6
0.85,Premium,D,SI2,58.5,60,3398,6.23,6.21,3.64
0.26,Ideal,E,VVS2,62.5,55,724,4.09,4.07,2.55
0.4,Very Good,E,VVS1,63.8,56,1142,4.68,4.72,3
0.31,Ideal,D,VVS1,62.1,54,934,4.34,4.36,2.7
0.36,Ideal,J,VS1,61.7,53.7,513,4.58,4.62,2.84
1.51,Ideal,D,SI1,60.7,59,12648,7.47,7.42,4.52
1.23,Ideal,F,VS1,62.5,54,9660,6.82,6.85,4.27
1,Very Good,D,SI1,63.1,56,5645,6.34,6.3,3.99
0.7,Premium,J,VS2,61.2,60,1940,5.73,5.7,3.5
0.28,Ideal,H,VS2,61.9,55,467,4.2,4.23,2.61
1.11,Premium,G,SI1,60.1,60,5281,6.73,6.68,4.03
0.9,Very Good,F,SI2,62.6,56,3368,6.13,6.17,3.85
0.51,Ideal,D,VVS2,61.3,57,2718,5.14,5.17,3.16
0.9,Ideal,E,VS2,62.3,57,6018,6.16,6.19,3.85
0.78,Very Good,D,VS1,60.5,55,4234,6,6.03,3.64
0.3,Good,D,SI2,63.3,57,447,4.26,4.3,2.71
1.51,Very Good,I,SI2,63.5,60,7441,7.28,7.21,4.6
2.01,Very Good,I,VS2,59.2,62,16626,8.14,8.17,4.83
0.56,Very Good,G,SI1,61.1,56,1408,5.32,5.34,3.26
0.46,Ideal,H,VS1,62.3,53,983,4.96,4.99,3.1
1.06,Very Good,H,SI2,61.7,59.5,4465,6.51,6.53,4.02
0.31,Ideal,G,VS1,62.1,55,802,4.36,4.33,2.7
1,Fair,H,SI2,69.5,55,2875,6.17,6.1,4.26
0.33,Ideal,F,VS2,62.6,55,666,4.4,4.42,2.76
1.01,Premium,F,SI2,60.2,61,3563,6.49,6.43,3.89
0.41,Premium,D,SI1,60.5,60,1015,4.81,4.77,2.9
0.38,Very Good,E,VS2,61.2,56,740,4.67,4.71,2.87
0.59,Ideal,F,VVS2,62,55,2611,5.36,5.38,3.33
1.27,Ideal,E,SI1,62.4,58,7631,6.87,6.91,4.3
1.02,Ideal,G,VS1,62.1,58,6857,6.4,6.45,3.99
0.5,Ideal,H,SI1,62.5,57,1140,5.06,5.08,3.17
2.35,Premium,I,SI1,61.8,58,14185,8.58,8.44,5.26
0.5,Very Good,E,VS2,63.5,54,1629,5.08,5.03,3.21
0.81,Ideal,G,VVS2,61.7,55.1,4127,5.97,6.04,3.71
0.3,Very Good,D,VS2,60.3,60,710,4.28,4.31,2.59
0.43,Ideal,E,VS2,61.9,56,1048,4.88,4.85,3.01
1.01,Ideal,H,SI2,62.8,56,4119,6.38,6.45,4.03
0.67,Premium,H,VVS2,60.6,61,2171,5.65,5.61,3.41
0.6,Ideal,D,VS2,62.8,57,2061,5.37,5.39,3.38
0.51,Ideal,G,SI2,62.1,56,1148,5.1,5.13,3.18
1,Premium,D,SI1,62.2,58,5723,6.45,6.34,3.98
1.06,Premium,H,VS2,62.6,58,5889,6.54,6.49,4.08
0.31,Ideal,E,IF,61.9,56,1133,4.37,4.35,2.7
0.34,Very Good,F,SI1,60.9,60,551,4.52,4.55,2.76
0.51,Very Good,F,VS2,63.5,56,1574,5.09,5.05,3.22
0.74,Ideal,G,VVS2,62.2,57,3462,5.75,5.79,3.59
0.58,Very Good,G,SI2,59.5,59,1197,5.41,5.45,3.23
0.36,Ideal,D,VS2,60,56,933,4.68,4.66,2.8
0.5,Premium,J,VS1,62.4,61,1035,4.98,4.96,3.1
1.01,Fair,G,VS2,66.8,56,4480,6.15,6.09,4.09
1.06,Ideal,E,SI2,60.9,57,5147,6.58,6.62,4.02
0.52,Ideal,F,SI2,62.1,55,1191,5.14,5.17,3.2
0.44,Premium,E,SI1,62.3,58,998,4.88,4.85,3.03
2.04,Very Good,I,VS2,62.5,58,16874,8.09,8.22,5.1
1.2,Very Good,H,SI1,63.5,58,5443,6.69,6.73,4.26
0.75,Ideal,G,VVS2,62.2,56,3879,5.78,5.82,3.61
1.16,Fair,G,SI1,65.9,55,4612,6.54,6.51,4.3
1.7,Ideal,I,VS1,63,55,12030,7.75,7.54,4.76
0.31,Very Good,E,VVS2,60.5,56,707,4.39,4.47,2.68
0.56,Ideal,G,SI1,63,55,1287,5.26,5.22,3.3
0.71,Premium,H,VS1,62.9,57,2572,5.72,5.67,3.58
1.01,Premium,G,SI1,62.5,60,4672,6.39,6.34,3.98
0.3,Good,H,VS1,63.2,59,512,4.31,4.27,2.71
0.28,Very Good,F,VVS2,60.2,58,628,4.26,4.28,2.57
0.26,Very Good,D,SI1,59.7,58,658,4.16,4.22,2.5
0.3,Ideal,F,IF,60.9,57,873,4.35,4.38,2.66
0.3,Premium,H,VS1,61.3,58,526,4.29,4.32,2.64
0.72,Ideal,H,VS1,62.3,56,2819,5.73,5.77,3.58
0.7,Very Good,F,VVS1,63,60,3261,5.59,5.62,3.53
1.07,Ideal,H,SI1,60.9,57,5123,6.68,6.61,4.05
1.01,Very Good,D,VVS1,62.8,57,13312,6.36,6.41,4.01
0.34,Ideal,G,VS2,61.5,55,596,4.47,4.5,2.76
0.72,Very Good,G,VVS2,62.5,58,2889,5.68,5.72,3.56
1.03,Ideal,H,SI1,62,57,5063,6.53,6.47,4.03
0.77,Very Good,G,SI1,63.6,57,2915,5.79,5.88,3.71
0.3,Ideal,H,VVS1,62.2,55,665,4.3,4.32,2.68
0.3,Good,G,VVS2,63.2,57,684,4.23,4.28,2.69
0.7,Good,I,SI1,63.6,61,2034,5.59,5.63,3.57
0.31,Ideal,H,VS2,61.6,55,595,4.34,4.38,2.69
1,Good,D,SI2,64.3,53,3965,6.34,6.29,4.06
0.72,Very Good,G,VS2,63.3,57,2477,5.71,5.67,3.6
0.34,Premium,G,VS2,61.2,62,765,4.48,4.44,2.73
0.36,Premium,E,VS2,60.3,59,1013,4.64,4.58,2.78
0.32,Ideal,D,SI1,61.9,57,589,4.36,4.4,2.71
0.5,Premium,H,SI2,61,58,958,5.14,5.05,3.11
1.03,Premium,D,SI2,61.3,61,4764,6.49,6.46,3.97
0.32,Premium,D,SI1,60.2,58,756,4.43,4.4,2.66
0.31,Premium,I,VVS2,61.6,59,698,4.33,4.31,2.66
0.37,Ideal,H,IF,61.8,55,936,4.65,4.67,2.88
0.54,Ideal,F,SI1,60.5,57,1385,5.25,5.27,3.18
0.71,Ideal,F,VVS2,61.6,56,4497,5.73,5.75,3.53
0.52,Very Good,G,SI1,63.1,58,1343,5.11,5.13,3.23
0.41,Ideal,F,VS2,61.4,55,863,4.78,4.83,2.95
0.3,Ideal,H,VS1,61.6,57,675,4.33,4.3,2.66
1.03,Ideal,F,VS2,60.7,56,6662,6.58,6.56,3.99
0.4,Ideal,E,SI1,61.8,56,737,4.71,4.74,2.92
0.5,Premium,F,SI2,61.4,61,1172,5.14,5.09,3.14
1.7,Ideal,G,VVS1,61,56,18279,7.62,7.67,4.66
1.2,Good,F,VS2,62.3,57,8990,6.74,6.78,4.21
1.04,Ideal,I,SI1,61.7,57,4344,6.49,6.54,4.02
1.01,Ideal,E,SI1,60.7,57,4853,6.52,6.49,3.95
1.53,Very Good,F,VVS2,62.8,59,17057,7.28,7.34,4.59
1.28,Very Good,J,SI1,63.4,59,4967,6.89,6.84,4.35
0.71,Premium,G,VS2,63,54,2443,5.69,5.64,3.57
1.23,Ideal,G,VS1,62,56,9030,6.92,6.86,4.27
0.53,Premium,G,VS2,60.7,59,1607,5.24,5.18,3.16
0.3,Premium,E,VVS2,61.5,60,789,4.28,4.31,2.64
1.03,Ideal,G,VVS2,61.6,57,8020,6.51,6.48,4
0.5,Very Good,I,VS1,63,55,1242,5.07,5.09,3.2
0.35,Premium,E,SI1,62.9,58,788,4.52,4.48,2.83
1.14,Premium,D,SI2,62.6,58,4520,6.64,6.58,4.14
0.32,Premium,F,VS2,59.4,58,645,4.44,4.48,2.65
0.51,Ideal,D,VS2,62.5,56,2056,5.13,5.11,3.2
0.24,Very Good,E,VVS2,63.1,56,552,3.92,3.97,2.49
0.85,Premium,F,VVS2,61.2,60,4451,6.13,6.1,3.74
0.72,Very Good,E,SI2,61.4,58,2688,5.76,5.8,3.55
1.16,Premium,F,SI2,61.2,61,4820,6.77,6.74,4.14
1.17,Ideal,G,VVS2,61.7,55,8947,6.74,6.77,4.17
0.59,Ideal,I,SI1,61.7,55,1352,5.41,5.39,3.33
0.52,Ideal,E,VS2,61.1,57,1815,5.2,5.18,3.17
1.42,Ideal,G,VS2,62.6,57,10735,7.19,7.15,4.49
0.83,Good,F,SI2,57.5,61,2358,6.22,6.17,3.56
0.9,Very Good,H,SI1,60.8,57,3770,6.22,6.25,3.79
0.42,Very Good,G,VS1,60.6,58,921,4.82,4.95,2.96
2.05,Very Good,I,SI2,62.8,56,14071,8.1,8.12,5.09
0.32,Ideal,I,VVS1,62,55.3,553,4.39,4.42,2.73
0.5,Ideal,G,SI1,62.5,57,1240,5.09,5.05,3.17
0.41,Premium,E,VS1,61.8,58,1079,4.73,4.75,2.93
0.33,Premium,G,VVS2,60.9,59,965,4.49,4.45,2.72
1,Ideal,E,SI2,61.8,57,4743,6.39,6.43,3.96
0.6,Very Good,D,VS2,61.5,59,1984,5.4,5.43,3.33
0.6,Very Good,D,SI1,60,56,1841,5.46,5.51,3.29
0.31,Ideal,G,SI1,61.2,56,493,4.37,4.39,2.68
1.11,Premium,D,SI1,62,58,6962,6.68,6.64,4.13
0.4,Premium,D,SI2,59.9,60,666,4.74,4.78,2.85
0.41,Ideal,F,VS1,60.6,57,1076,4.84,4.79,2.92
1,Premium,H,SI1,61.8,59,4150,6.4,6.35,3.94
1.04,Premium,I,SI1,60.7,59,4601,6.6,6.57,4
1.09,Ideal,F,VVS2,62,56,10196,6.63,6.6,4.1
0.36,Ideal,F,VVS2,61.5,56,896,4.58,4.61,2.82
0.4,Ideal,F,VVS1,61.9,55,1168,4.75,4.78,2.95
0.3,Ideal,I,VVS1,62.1,56,552,4.3,4.33,2.68
0.49,Very Good,F,SI1,62.3,57,985,5.05,5.07,3.15
0.33,Very Good,H,VS1,60,61,579,4.48,4.52,2.7
0.53,Very Good,F,VVS2,59.6,56,1880,5.27,5.31,3.16
0.7,Ideal,D,VVS2,61.7,55,5539,5.73,5.75,3.54
0.9,Fair,H,SI1,66.8,55,3145,5.98,5.9,3.97
0.31,Good,D,SI2,63.6,54,462,4.31,4.34,2.75
0.5,Ideal,E,VS2,62,56,1559,5.06,5.1,3.15
0.23,Very Good,E,VVS1,59.9,55,682,3.99,4.13,2.43
0.27,Very Good,E,VVS2,58.6,61,575,4.27,4.3,2.51
1.09,Premium,H,SI2,61.7,60,4496,6.57,6.59,4.06
1.72,Premium,H,SI1,62,57,9551,7.67,7.63,4.74
0.7,Very Good,I,VVS1,62.1,58,2565,5.62,5.65,3.5
0.3,Premium,E,VS1,61.3,59,911,4.33,4.28,2.64
0.71,Good,F,VS2,63.8,58,2777,5.61,5.64,3.59
1.2,Ideal,E,SI2,61.3,56,5268,6.8,6.71,4.14
1.01,Premium,E,SI2,60.4,60,4878,6.49,6.46,3.91
1.09,Ideal,F,IF,61.4,55,11846,6.61,6.68,4.09
0.72,Very Good,G,VS2,63.7,56.4,2776,5.62,5.69,3.61
0.55,Ideal,H,VVS2,61.7,57,1806,5.28,5.26,3.25
1.52,Premium,F,VS2,59.4,55,14388,7.52,7.46,4.45
0.28,Ideal,D,VS2,62.4,57,625,4.2,4.16,2.61
0.71,Ideal,E,SI1,60.5,56,2823,5.77,5.73,3.47
0.4,Ideal,G,SI2,60.6,56,870,4.82,4.76,2.91
0.73,Premium,I,VVS2,61.5,58,2496,5.73,5.78,3.54
0.8,Very Good,F,VS1,63.7,56,3460,5.87,5.9,3.75
1.5,Very Good,E,SI2,63.5,60,10080,7.25,7.21,4.59
0.8,Ideal,I,VS2,61.6,58,2606,5.99,6.03,3.7
1.55,Ideal,J,VS2,61.7,57,7416,7.37,7.42,4.56
1.22,Premium,D,VS2,59.4,59,9756,6.99,6.92,4.13
0.33,Good,I,VS1,63.2,57,521,4.37,4.4,2.77
2.09,Premium,H,SI2,62.1,58,17001,8.17,8.22,5.09
0.71,Good,I,VS2,61.1,60.6,2145,5.71,5.74,3.49
0.33,Ideal,E,VS2,60.5,56,928,4.51,4.48,2.72
0.5,Good,E,SI1,64,56,1155,5.03,4.97,3.2
1.04,Very Good,F,VS2,59,57,6405,6.64,6.69,3.93
0.41,Very Good,F,SI2,62.6,54,612,4.75,4.77,2.98
0.56,Very Good,E,VS2,61.8,56,1819,5.28,5.31,3.27
0.7,Very Good,F,VS2,62.4,57,2956,5.67,5.71,3.55
2.09,Ideal,I,SI2,61.2,57,13807,8.19,8.27,5.04
0.38,Ideal,G,VVS1,62.1,56,973,4.61,4.64,2.87
0.23,Ideal,G,VVS1,60.8,57,536,3.96,3.99,2.41
1.2,Very Good,F,VS2,61.1,59,8436,6.81,6.87,4.18
0.3,Ideal,E,VS2,62,55,658,4.25,4.3,2.65
1.7,Premium,D,SI2,63,59,11138,7.67,7.6,4.81
0.41,Ideal,F,VS2,61.9,56,1107,4.76,4.74,2.94
1,Premium,G,VS2,62,57,6048,6.43,6.37,3.97
0.48,Premium,E,SI1,60.4,62,1152,5.07,5.03,3.05
0.51,Ideal,G,IF,61.4,54,2208,5.18,5.24,3.2
0.52,Ideal,F,SI1,62,53,1223,5.16,5.2,3.21
0.4,Ideal,F,VS1,61.3,56,1050,4.76,4.73,2.91
1.58,Premium,I,VS1,61.1,59,10428,7.44,7.52,4.57
1.1,Premium,D,VVS2,61.7,56,11233,6.65,6.64,4.1
0.32,Ideal,D,VS1,61.4,56,756,4.42,4.47,2.73
1.23,Premium,E,SI2,62.5,58,5929,6.86,6.81,4.27
0.8,Good,G,SI2,62.8,58,2363,5.86,5.9,3.69
1.23,Ideal,F,VS1,61.3,57,8679,6.93,6.86,4.23
1.09,Very Good,E,SI1,62.5,57,5539,6.55,6.61,4.11
0.51,Ideal,I,SI2,62.2,55,913,5.14,5.15,3.2
0.5,Ideal,F,IF,60.6,58,2529,5.13,5.16,3.12
1.01,Good,G,SI1,63.9,57,4588,6.3,6.37,4.05
2.01,Very Good,I,VS1,59.8,63,16914,8.11,8.14,4.86
1.04,Very Good,F,VS2,60.1,59,6342,6.56,6.61,3.96
1.01,Premium,G,VS2,61.1,60,5701,6.46,6.37,3.92
0.31,Ideal,E,VS2,60.9,57,680,4.34,4.36,2.65
1.11,Ideal,J,SI1,62.1,56,4259,6.64,6.67,4.13
1.02,Premium,E,VS2,61.9,62,6215,6.47,6.38,3.98
0.56,Ideal,D,VS2,60.6,56,1963,5.33,5.37,3.24
1.18,Ideal,I,VS1,62.2,55,6272,6.8,6.77,4.22
0.5,Very Good,E,VS1,62.6,57,1755,5.02,5.08,3.16
0.71,Premium,E,VVS2,59,59,3380,5.88,5.82,3.45
1.19,Ideal,H,I1,61.5,57,3732,6.83,6.79,4.19
0.3,Very Good,E,VVS2,61.9,59,789,4.27,4.32,2.66
0.95,Premium,J,I1,61.7,59,2195,6.32,6.26,3.88
0.39,Premium,J,VVS1,62.8,58,921,4.66,4.61,2.91
0.38,Ideal,E,VVS2,61.6,55,1176,4.66,4.63,2.86
1.2,Ideal,E,SI2,62.5,55,5964,6.77,6.84,4.25
1.01,Premium,F,VS1,60.8,59,7017,6.45,6.41,3.91
1.21,Ideal,I,VVS2,61.3,56,7938,6.83,6.87,4.2
0.61,Very Good,D,VVS2,59.6,57,2763,5.56,5.58,3.32
0.53,Very Good,I,VS1,59.9,58,1350,5.24,5.28,3.15
1,Ideal,G,SI1,62,57,4956,6.39,6.32,3.94
1.5,Very Good,E,SI2,62.7,59,8167,7.22,7.3,4.55
1.01,Ideal,F,VS2,60.3,56,6672,6.5,6.56,3.94
0.5,Very Good,E,VS2,62.4,57,1568,5.01,5.03,3.13
2.01,Premium,J,VS1,60.1,59,15185,8.25,8.18,4.94
0.63,Premium,E,VVS1,60.9,60,2765,5.52,5.55,3.37
0.7,Premium,E,SI2,62.1,59,2273,5.65,5.63,3.5
0.42,Ideal,D,SI2,62.4,57,700,4.78,4.81,2.99
0.9,Very Good,I,SI1,63.3,59,3251,6.14,6.05,3.86
2.39,Ideal,J,VS1,62.1,57,17365,8.53,8.57,5.31
0.54,Ideal,F,VS2,62.2,57,1662,5.21,5.24,3.25
0.42,Ideal,D,VVS2,62.5,57,1326,4.77,4.8,2.99
1.01,Ideal,E,SI2,61.2,54,4666,6.49,6.52,3.98
0.7,Very Good,E,VS2,61,60,2850,5.74,5.77,3.51
1.08,Ideal,D,VS1,61.1,56,9545,6.59,6.63,4.04
0.34,Premium,E,VS2,61.1,60,956,4.48,4.45,2.73
0.59,Very Good,D,VS2,63.2,57,1948,5.28,5.32,3.35
1.01,Very Good,H,SI2,58.8,58,4166,6.57,6.62,3.88
0.51,Ideal,F,VS1,61.6,55,1870,5.14,5.18,3.18
1.01,Premium,F,VS1,62.6,58,6066,6.37,6.48,4.02
1.53,Ideal,I,VS1,61.5,55,10560,7.4,7.42,4.56
0.73,Very Good,G,VS1,61,60,2708,5.76,5.84,3.54
0.9,Good,G,SI1,63.7,60,3669,6.11,6.07,3.88
0.31,Premium,H,VVS2,61.9,58,802,4.36,4.33,2.69
1.01,Very Good,F,SI1,62.7,57,5174,6.32,6.38,3.98
1.28,Premium,H,VS2,61.2,60,7098,6.99,6.94,4.26
1,Premium,G,VVS2,61.6,61,7762,6.38,6.35,3.92
2,Premium,G,SI2,60.7,60,10833,8.13,8.07,4.92
0.9,Very Good,F,SI1,61.6,56,3724,6.14,6.2,3.8
0.31,Ideal,H,VVS1,61.6,55,687,4.37,4.4,2.7
0.51,Ideal,G,VVS2,62.4,56,1916,5.1,5.13,3.19
1.25,Ideal,H,VS2,61.1,55,8498,6.94,6.97,4.25
2.17,Very Good,I,SI1,62.1,61,15760,8.24,8.27,5.13
0.38,Ideal,G,SI2,61.2,56,602,4.7,4.74,2.89
1.43,Very Good,H,SI1,62.8,58,8069,7.08,7.13,4.46
0.9,Good,G,SI2,61.8,56,3253,6.11,6.16,3.79
0.7,Ideal,G,SI1,61.2,57,2074,5.71,5.79,3.52
1.14,Ideal,G,VS1,60.9,57,7750,6.7,6.82,4.12
1.51,Ideal,G,VS1,60.8,57,14779,7.37,7.44,4.5
0.31,Premium,D,SI1,61.1,57,732,4.36,4.35,2.66
1,Premium,G,IF,61.4,59,7822,6.47,6.39,3.95
0.31,Ideal,H,SI1,62,53.9,491,4.35,4.39,2.7
2.19,Very Good,E,SI2,62.4,61,18067,8.23,8.31,5.16
1.7,Very Good,H,VVS2,63.2,56,11133,7.59,7.56,4.79
1.03,Premium,F,VS2,62,58,6484,6.5,6.46,4.02
1.64,Ideal,J,VS2,62.4,54.5,9251,7.53,7.57,4.71
1.14,Ideal,G,VS1,61.7,56,9090,6.67,6.71,4.13
1.01,Premium,J,VS2,62.4,60,3296,6.45,6.35,3.99
0.55,Very Good,G,VVS1,61.5,55.1,2451,5.26,5.28,3.24
1,Good,E,VS2,64.1,54,6315,6.26,6.31,4.03
0.32,Ideal,F,VS2,62.5,56,645,4.36,4.38,2.73
0.39,Ideal,E,VS1,60.2,56,1123,4.79,4.78,2.88
1.06,Ideal,F,SI2,62.7,56,3461,6.52,6.47,4.07
0.34,Ideal,D,VS2,62.4,53,805,4.49,4.52,2.81
0.41,Very Good,D,SI1,59.2,62,738,4.82,4.85,2.86
0.54,Good,H,VS1,63.2,58,1361,5.12,5.16,3.25
0.82,Ideal,E,SI1,61.8,58,3622,5.99,6.05,3.72
1.04,Fair,D,SI2,64.9,56,4398,6.39,6.34,4.13
0.36,Premium,F,SI1,61.1,59,770,4.59,4.55,2.79
1.02,Very Good,G,VS2,60.5,54,6058,6.48,6.57,3.95
0.31,Ideal,E,VVS2,61.9,54,767,4.38,4.41,2.72
0.3,Ideal,F,VS2,61.3,55,605,4.3,4.32,2.64
0.31,Ideal,D,VS1,62,57,673,4.33,4.35,2.69
0.7,Ideal,J,SI2,61.6,57,1826,5.68,5.65,3.49
1.01,Fair,E,SI2,64.7,55,4118,6.37,6.3,4.1
0.71,Ideal,G,VVS1,61.7,57,2982,5.7,5.75,3.53
