ViolentCrimesPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
151.13,17233,2.71,0.86,97.25,1.24,2.7,12.47,27.19,12.51,9.72,16384,95.07,45191,82.42,0.55,47.89,23.15,4.3,13.53,51698,18327,18268,30545,48727,15923,11526,619,3.61,8.98,22.95,23.16,5.46,71.41,36.68,18.59,13.99,34.61,6.92,30.7,8.83,7.89,3.19,84.2,82.99,88.37,86.52,62.99,72.85,159,1.28,2463,6.9,11.04,17.34,20.58,0.99,1.58,2.48,2.94,81,4.32,4.7,3.47,2.7,2.92,2.2,74.41,1.37,39.54,3,323,95.17,68.69,0.93,30.65,1963,2.25,0.73,144300,164900,190900,46600,376,531,669,293,631,26.5,22.1,13.7,0,0,14.29,67.92,63.05,88.96,93.5,11.9,1445.6,0.6,0
911.96,24426,2.48,5.61,93.29,0.48,1.64,12.57,26.41,12.27,14.11,0,0,25000,71.7,0.14,40.48,30.99,8.2,20.73,32646,12498,12706,8257,13459,33353,6547,3454,14.45,8.74,26.45,14.17,7.44,56.83,26.09,24.3,22.63,20.46,11.32,30.13,12.59,12.01,3.11,69.73,69.79,76.39,77.07,60.13,67.9,897,4.74,544,0,2.76,8.09,10.11,0,0.06,0.18,0.23,94.98,0.77,4.27,2.72,2.43,2.75,2.02,63.25,1.49,49.27,3,509,95.09,55.85,4.13,48.53,1939,7.66,0.1,40200,55200,73400,33200,228,292,363,135,363,27.9,18.6,16.4,0,0,2.23,85.35,55.04,89.56,95.48,8.8,2762.2,0.79,0
703.74,13864,2.5,31.63,59.56,3.75,8.56,11.06,28.02,12.35,11.05,13860,100,32793,84.78,0.31,39.08,20.78,4.11,16.24,40245,15811,17284,14392,11763,11692,10581,911,6.62,7.69,23.61,24.42,5.13,71.5,6.57,25.57,10.19,28.17,12.42,36.68,14.67,13.61,3.08,64.48,63.25,77.42,70.39,75.6,82.53,698,7.44,2132,20.31,28.42,47.42,59.19,3.12,4.37,7.29,9.1,83.52,2.48,6.84,4.41,2.49,2.73,2.25,55.24,5.94,57,2,234,95.95,50.48,1.71,22.22,1949,2.51,0.24,89400,110500,136400,47000,475,532,602,127,540,25.4,21.4,11.8,11,9,15.38,20.27,50.18,72.51,77.86,2.2,6251.8,18.42,0
272.13,74840,2.75,4.68,86.78,6.61,4.35,13.61,23.92,10.61,6.87,74842,100,50240,89.53,1.5,55.96,14.27,1.79,11.36,55584,21335,22691,11463,14884,13686,12652,3279,4.42,1.89,6.66,45.89,3.88,72.07,17.41,22.73,4.99,41.77,7.49,24.5,13.21,10.47,3.09,80.83,79.88,92.99,77.65,61.94,70.48,410,0.81,7357,24.6,32.72,46.77,58.46,2.42,3.22,4.6,5.75,87.41,2.18,3.37,2.68,2.73,2.79,2.6,71.7,2.73,23.66,3,1514,94.73,70.26,1.45,28.53,1971,1.25,0.05,85900,110000,139700,53800,409,516,642,233,597,24.3,19.9,11.3,0,0,9.83,43.43,53.78,74.23,86.61,29.3,2556.7,1.95,2.94
1276.17,21507,2.48,1.53,97.3,0.18,2.09,13.09,26.08,12.54,15.05,0,0,25021,73.41,1.14,38.26,32.79,6.17,18.69,30901,12301,12494,7469,7410,7741,8215,2127,10.19,9.68,27.58,12.52,5.06,60.67,30.94,19.73,24.8,17.81,11.68,26.28,15.22,13.56,2.99,71.67,70.65,77.17,78.06,70.49,73.85,370,2.13,413,0,2.66,5.33,5.33,0,0.05,0.1,0.1,94.97,0.3,4.35,2.94,2.43,2.54,2.23,66.47,2.29,51.34,2,460,94.96,63.46,3.91,43.7,1947,6.43,0.19,34600,44400,60000,25400,204,258,338,134,356,22.3,16.7,14,0,0,1.92,72.35,54.64,87.93,93.49,11.7,1840.7,0.65,0
249.58,76210,2.51,5.6,88.73,3.71,6.28,12.34,36.91,18.58,11.08,76210,100,32455,80.36,0.55,46.82,24.83,7.45,14.54,38532,15179,15596,12581,5554,12178,10332,8492,11.47,11.08,24.82,30.88,6.33,66.46,12.66,36.6,10.19,32.59,6.53,51.42,9.4,8.04,3.1,68.84,66.35,81.97,71.38,61.64,68.15,1912,4.28,16975,20.67,31.67,41.3,50.54,4.6,7.05,9.2,11.26,73.74,6.54,6.34,3.65,2.44,2.76,2.3,35.09,3.87,65.23,2,1467,95.38,31,3.07,37.22,1939,1.94,0.18,135500,165800,198300,62800,416,591,743,327,677,27.2,21.6,15.4,54,1,22.27,54.68,49.22,70.48,78.68,4.3,17893,27.93,4.44
130.17,14507,2.32,0.23,98.62,1.03,0.48,11,21,9.89,21.69,14507,100,25482,66.73,0.49,51.23,40.45,4.92,18.71,33315,15356,15381,471,0,21299,10741,1285,9.08,8.2,20.25,23.29,4.06,54.41,14.99,30.8,11.38,30.8,7.75,28.09,9.27,8.61,2.99,78.77,78,92.85,85.14,56.49,64.1,92,0.79,368,8.15,12.5,12.5,29.62,0.21,0.32,0.32,0.75,93.38,0.67,3.5,2.17,2.27,2.55,1.9,63.14,0.7,37.67,3,317,95.18,56.05,0.95,43.53,1939,1.73,0.24,49700,70100,98200,48500,217,296,384,167,373,25,18.5,14.4,0,0,2.54,84.57,67.2,90.25,94.49,2.2,6527.6,1.72,0
1631.98,429433,2.7,13.68,58.38,13.57,23.62,13.82,31.13,15.56,9.56,429433,100,31938,77.65,0.52,35.44,21.04,11.35,13.73,36305,15639,20334,10518,12658,9544,7758,69694,16.82,11.53,24.49,23.22,6.54,62.93,20.42,22.77,13.21,28.85,11.64,41.43,15.94,13.78,3.36,64.25,60.26,71.53,67.31,50.26,57.56,20207,7.4,104150,19.87,31.62,45.72,61.08,4.82,7.67,11.09,14.81,67.24,9.81,11.98,7.18,2.61,2.55,2.65,40.03,16.49,74.38,2,11413,93.3,40.96,3.39,16.67,1955,4.28,0.73,168700,222900,292600,123900,435,551,694,259,605,30,25.1,11.4,394,66,24.25,40.92,40.38,77.16,84.29,51.8,8287.7,6.3,4.2
628.09,16362,2.35,13.09,85.19,0.68,1.1,11.86,25.06,12.9,17.44,0,0,24294,75.5,0.86,36.38,32.4,6.27,13.28,30781,12533,13155,6971,59455,25079,3161,2011,12.84,16.42,34.52,15.32,3.91,63.82,40.56,18.87,28.06,21.13,11.25,24.83,15.57,13.66,2.84,65.15,60.5,73.75,76.68,69.94,80.26,572,4.44,202,11.39,26.24,28.71,42.08,0.14,0.32,0.35,0.52,96.44,0.56,2.51,1.63,2.25,2.32,2.15,59.44,2.16,56.24,2,487,93.48,57.62,1.85,31.01,1963,6.75,0.19,40700,56100,73600,32900,182,255,315,133,338,23.6,18.6,12.4,20,0,1.23,77.88,52.08,81.81,91.22,12.3,1327.7,0,0
161.68,43858,2.59,5.51,89.78,3.84,1.56,11.9,28.41,11.57,4.11,43858,100,46259,93.39,1.09,56.73,9.76,1.3,9.55,53225,20595,21069,15296,24004,17697,16123,1390,3.18,1.37,5.1,48.76,2.41,79.5,16.27,24.11,4.53,42.69,6.64,26.19,10.44,8.58,3.06,86.29,86.49,95.46,89.49,66.74,73.35,172,0.72,2509,11.08,21.52,36.39,45.87,0.63,1.23,2.08,2.62,91.3,0.97,2.3,1.67,2.59,2.78,2.19,72.45,1.11,36.1,3,1100,93.89,67.38,0.18,16.45,1982,0.8,0.07,85800,108800,143000,57200,393,448,531,138,538,21.6,21.9,12.3,0,0,5.72,37.5,31.75,56.87,67.07,32.3,1358.5,0.18,0
43.71,11427,2.74,1.55,96.9,1.21,0.86,13.25,22.59,11.04,12.44,2576,22.54,50714,82.59,2.48,65.6,25.48,3.72,19.7,56769,24281,24445,17359,17800,19657,12783,302,2.72,4.41,12.49,30.49,3.46,66.27,20.15,20.3,10.98,37.78,6.46,27.48,8.63,7.58,3.08,87.59,81.9,95.32,86.81,58.68,70.25,29,0.36,424,14.15,14.15,24.06,28.77,0.53,0.53,0.89,1.07,93.17,0.58,3.6,2.78,2.67,2.8,2.13,84.09,0.57,31.66,3,208,95.26,80.12,3.37,59.13,1964,1.05,0.55,145200,185800,245500,100300,372,549,675,303,669,25.4,22.5,12.3,0,0,3.71,45.24,59.43,80.65,83.36,43.7,261.3,1.36,0
468.1,10891,2.48,1.46,96.5,0.39,2.45,13.55,24.72,11.44,14.76,0,0,25324,76.35,2.39,45.35,34.5,5.67,18.49,30679,11844,11854,13176,12233,17945,7676,961,8.92,7.33,23.31,12.04,5.73,60.93,34.81,22.58,28.08,20.33,9.02,22.3,11.43,10.32,3,77.96,75.89,87.88,79.51,64.91,76.99,84,0.96,48,0,0,0,16.67,0,0,0,0.07,97.32,0.39,3.45,2.42,2.45,2.52,2.26,74.03,1.05,37.52,3,347,92.67,71.86,1.73,49.86,1948,6.04,0.68,32100,43300,62600,30500,186,243,292,106,330,22.2,16.2,11.8,13,0,0.44,77.65,58.45,85.61,92.78,5.2,2102,0.2,0
435.6,96466,2.51,0.47,94.22,2.32,1.1,13.75,28.94,13.74,11.22,96466,100,26770,77.3,0.52,50.43,26.38,8.46,12.54,33367,12969,13428,11094,5438,3552,5166,12607,13.39,9.08,19.15,16.66,5.42,64.66,22.09,20.71,17.91,21.78,9.48,31.71,11.47,10.54,3.08,73.03,73.56,77.8,75.84,65.65,71.31,2155,2.83,2318,25.11,32.01,38.57,57.51,0.6,0.77,0.93,1.38,94.99,1.35,4.1,2.64,2.45,2.7,2.12,62.36,2.25,51.49,2,1343,96.62,56.56,0.6,30.01,1962,2.71,0.32,44400,55500,70900,26500,253,314,379,126,363,25.1,20.6,13.3,150,1,2.4,81.03,51.17,82.99,92.57,45.4,2124.3,2.18,7.81
1684.94,98640,2.57,2.18,82.95,0.63,39.51,14.19,25.22,12.35,14.32,98640,100,20501,67.49,0.48,32.1,31.41,12.47,23.25,24997,10168,10872,6901,6879,9397,7040,20778,21.65,12.19,26.79,13.77,9.28,49.54,13.12,29.22,15.46,23.4,12.64,28.72,15.24,14.02,3.07,64.25,60.53,65.2,68.41,54.21,63.38,3248,3.75,2234,13.65,18.53,23.63,27.62,0.31,0.42,0.54,0.63,81.47,1.72,4.91,3.41,2.5,2.58,2.36,66.74,3.73,51.39,2,2538,93.79,64.81,8.2,52.92,1957,6.42,0.29,36300,48700,66200,29900,172,250,325,153,303,28.1,20.8,12.7,92,56,2.26,68.27,56.18,85.83,92.32,37.2,2651.9,1.11,2.99
162.1,14213,2.08,10.71,78.21,9.88,3.88,8.57,34.4,11.68,2.69,0,0,46915,95.73,0.54,55.13,4.81,1.06,3.46,60105,27799,29857,17767,0,22147,20359,219,1.54,1.42,3.84,59.22,3.39,83.75,20.65,26.52,4.56,48.58,10.16,37.33,11.72,10.93,2.86,81.15,81.81,90.34,81.12,52.96,64.53,148,2.66,2144,25.23,35.91,52.33,59.47,3.81,5.42,7.89,8.97,82.59,1.53,1.83,0.95,2.08,2.53,1.79,47.77,1.98,76.88,2,929,88.02,39.34,0.22,22.82,1982,0.53,0.19,157500,211100,271500,114000,603,647,731,128,727,23.8,25.6,14.3,0,0,15.08,38.77,22.34,41.09,65.59,12.4,1141.9,9.49,0
420.62,15324,2.41,10.6,87.82,0.96,1.4,11.77,28.45,12.75,9.37,15324,100,35197,85.12,0.87,50.32,21.37,2.42,16.78,40757,15992,16115,16110,9633,9265,16766,682,4.45,5.9,17.59,20.23,3.96,72.3,25.34,18.22,10.35,29.45,10.53,29.75,15.09,12.93,2.99,73.9,72.03,88.68,73.65,71.16,76.92,197,1.85,362,5.25,9.39,17.13,19.89,0.12,0.22,0.4,0.47,95.76,0.45,3.27,2.17,2.41,2.64,2.02,69.44,1.18,44.36,3,410,93.94,63.49,0.73,16.34,1966,0.6,0,59700,68500,81700,22000,370,427,499,129,506,20.5,16.2,12,0,0,2.36,69.11,57.53,79.84,88.82,5.1,3023.7,0.76,0
76.24,10034,3.06,0.58,93.94,1.45,0.99,35.63,54.39,43.25,6.54,0,0,16478,85.18,2.69,46.97,18.73,3.97,8.99,26422,8342,8611,8695,3513,4746,3380,2341,30.65,6.81,13.14,44.25,6.8,58.31,3.08,48.68,7.67,35.54,4.38,59.21,7.39,5.96,2.98,70.33,71.64,85.17,67.65,63.87,71.4,173,3.27,170,55.88,61.18,67.06,70.59,0.95,1.04,1.14,1.2,95.94,0.67,4.06,2.35,2.32,2.68,2.02,52.96,2.5,53.3,2,153,95.54,45.95,0.65,37.91,1965,4.03,0,39800,51600,69400,29600,181,244,316,135,286,33.2,20.5,12.1,0,0,1.69,57.8,26.93,42.29,76.89,3.2,3131.7,0,0
208.13,13645,2.23,4.05,94.94,0.73,0.56,11.4,21.92,9.69,17.06,13645,100,27366,72.6,0.36,40.47,33.48,5.57,24.34,34347,14422,14628,10127,0,10125,28967,1560,11.48,6.53,17.43,22.6,4.83,57.95,12.15,29.01,8.73,31.41,9.75,22.71,15.21,12.8,2.81,70.64,69.48,78.24,69.89,68.73,72.56,145,1.29,132,15.91,15.91,23.48,30.3,0.15,0.15,0.23,0.29,97.61,0.56,1.92,1.24,2.22,2.3,2.06,69.54,0.47,48.6,3,514,92.26,67.16,1.95,44.94,1953,4.28,0.38,47500,61100,78800,31300,211,276,346,135,350,23.1,15.7,11.4,6,0,0.97,79.27,59.3,87.59,93.21,5.4,2517.5,1.83,0
28.45,20779,3.06,0.99,97.31,1.28,1.69,13.35,22.6,11.01,8.03,35,0.17,60830,85.9,1.67,63.36,19.16,1.39,13.51,65537,22747,22907,15795,15322,18661,10050,498,2.5,3.45,11.43,39.72,4.61,67.53,22.15,25.19,6.79,39.15,6.16,28.09,8.03,7.09,3.26,90.37,87.77,96.31,88.51,53.17,65.09,121,0.86,1139,0.61,13.78,20.81,23.27,0.03,0.76,1.14,1.28,93.66,0.51,4.44,3.68,2.94,3,2.45,90.68,0.68,19.22,3,396,94.5,88.82,1.26,41.67,1964,0.46,0.15,181400,228500,295200,113800,410,626,902,492,820,28.3,24.2,14.1,0,0,5.48,52.25,59.71,84.36,88.58,59.8,347.3,0.94,0
74.56,13187,2.47,3.03,93.76,1.36,3.4,10.16,23.25,10.96,18.77,12895,97.79,35855,76.78,0.32,61.86,30.74,4.14,21.23,42245,18645,19257,11353,0,6595,9070,771,6.27,10.36,21.66,27.84,3.31,62.15,22.62,29.11,14.22,32.72,8.14,24.65,10.71,9.55,2.81,77.84,75.4,85.65,73.14,70.99,75.28,169,1.77,696,15.52,25.43,30.17,37.79,0.82,1.34,1.59,1.99,89.75,0.76,2.85,1.89,2.32,2.57,1.95,65.72,1.16,40.69,3,199,96.4,59.31,0.5,25.63,1961,0.41,0.09,70700,92700,140300,69600,403,458,535,132,534,25.1,20.2,11.7,0,0,5.28,74.75,49.01,82.92,89.32,6.3,2104.5,1.68,0
667.04,14143,2.68,8.4,88.4,1.04,4.55,21.01,33.35,21.95,14.55,0,0,23886,72.48,0.4,43.56,36.57,8.22,21.92,30778,11126,11711,6584,3706,6599,7375,2294,18.25,9.59,24.81,17.44,6.81,54.19,13.55,38.63,14.01,26.02,7.58,43.86,11.15,9.49,3.02,64.55,63.4,74.38,70.39,64.26,74.23,458,4.57,333,11.41,24.92,30.33,35.74,0.27,0.59,0.71,0.84,91.01,1.09,3.88,2.46,2.38,2.63,2.08,60.26,1.48,46.94,3,370,93.46,54.56,2.16,44.59,1939,8.02,0.19,45000,58500,74700,29700,267,337,402,135,387,30.5,21,14.9,0,0,2.35,75.91,51.79,72.2,88.4,4.4,3231.1,0.5,0
99.9,13512,2.73,1.15,84.64,13.62,2.95,13.06,18.79,9.98,13.7,13512,100,101320,79.36,1.67,75,23.8,1.87,18.7,109244,50273,51082,55253,67110,46137,20133,304,2.25,1.87,3.98,62.81,3.56,60.31,14.54,31.6,1.54,58.15,3.8,22.15,6.81,5.34,2.96,91.21,90.18,98.7,93.53,39.88,49.59,0,0,2233,19.3,21.54,33.27,39.36,3.19,3.56,5.5,6.51,80.68,2.96,3.53,3.03,2.73,2.77,2.37,92.02,0.93,15.65,4,185,96.39,90.8,1.62,20,1960,0,0.23,500001,500001,500001,0,921,1001,1001,80,1001,19.5,24,10.6,0,0,16.53,39.01,66.45,88.72,91.57,5,2713.3,0.88,0
375.3,17635,2.83,0.18,97.33,0.33,3.16,15.27,27.34,11.48,3.95,0,0,35532,91.56,2.6,37.91,10.78,3.94,6.46,40788,13671,13762,1728,5669,9344,7615,1678,9.69,2.38,11.26,17.9,5.31,72.94,2.05,22.71,17.06,23.45,11.08,25.34,13.17,12.12,3.31,78.42,78.73,86.49,81.03,58.58,68.48,171,1.5,115,24.35,24.35,24.35,31.3,0.16,0.16,0.16,0.2,96.57,0.4,4.49,3.3,2.78,3.04,2.34,69.03,2.21,41.34,3,837,88.17,63.13,1.19,44.68,1977,4.44,0.83,53300,68300,86000,32700,236,298,381,145,355,20.9,17.1,14,14,0,0.65,36.22,40.09,73.77,84.46,13.4,1314.9,1.88,0
571.65,16797,2.54,1.3,97.48,0.54,1.18,18.56,31.87,19.59,15.06,0,0,22100,69.4,0.97,39.02,36.6,13.12,20.49,30894,10963,11062,6789,11869,5879,10776,2250,14.33,17.15,31.84,12.11,9.86,54.48,22.76,29.53,16.04,21.07,8.79,39.3,12.72,10.93,2.97,64.62,62.77,69.99,60.12,65.54,74.1,344,2.72,574,2.44,6.1,9.93,12.37,0.08,0.21,0.34,0.42,92.77,0.65,3.55,2.34,2.37,2.57,2.16,54.93,0.95,51.92,2,604,91.65,50.62,2.32,47.02,1939,5.03,1.26,68700,88900,113800,45100,196,294,381,185,363,27.3,19.2,13.6,0,0,3.42,80.36,53.72,84.08,92.56,21.2,793.1,1.84,0
188.13,13597,2.47,1.76,95.02,2.76,2.02,9.71,20.6,9.8,17.98,13597,100,55248,76.59,0.37,64.04,35.78,1.92,19.75,65437,27183,27254,19172,0,30577,14689,235,1.73,2.81,10.5,42.01,2.54,64.2,14.35,30.6,6.77,46.09,5.31,26.48,7.65,6.58,3.01,88.9,87.77,99.47,90.49,47.66,61.62,94,0.98,939,11.5,18.96,22.36,30.46,0.79,1.31,1.54,2.1,89.82,0.61,3.39,2.42,2.47,2.7,1.73,83.23,0.65,38.77,3,208,96.36,76.04,0.48,20.19,1952,0.29,0.09,181000,213500,252700,71700,416,627,829,413,663,24.4,21.8,15,0,0,6.91,67.89,70.4,87.35,93.06,2.9,4770.2,6.56,0
744.75,27925,3.56,26.72,64.71,0.93,13,24.38,45.9,31.62,6.02,0,0,17876,80.13,1.48,32.19,18.63,8.53,11.04,27646,9273,11386,5641,3681,6238,4447,5415,30,9.59,26.65,21.39,8.13,40.82,5.88,27.63,8.17,28.34,19.09,45.7,10.61,15.85,3.08,64.91,61.06,72.41,70.14,70.96,74.98,741,6.48,1453,13.63,18.17,35.51,53.34,0.71,0.95,1.85,2.78,85.84,2.32,5.13,2.71,2.33,2.5,2.23,39.19,7.18,66.65,2,1283,85.96,36.44,2.1,32.11,1973,10.77,0.44,39300,62700,82900,43600,259,331,398,139,389,32.4,18,16.4,3,0,5.2,70.24,30.03,47.8,92.78,21.7,1285.9,0.21,0
70.08,11127,2.8,0.08,99.14,0.24,1.33,14.72,25.34,11.93,9.95,11127,100,37500,81.76,0,45.85,24.52,5.26,20.14,41156,14710,14716,0,18404,11741,13641,937,8.54,5.48,19.1,16.87,4.74,64.3,28.87,22.66,19.26,22.96,8.67,23.61,10.32,9.52,3.19,83.28,79.61,87.85,90.12,67.88,70.04,59,0.71,293,3.07,9.9,14.68,17.41,0.08,0.26,0.39,0.46,96.32,0.31,4.63,3.6,2.77,2.89,2.44,76.46,1.74,32.04,3,393,91,73.33,1.27,70.99,1963,1.59,0.48,48400,64000,87900,39500,280,345,404,124,449,23.6,16.9,11.1,0,0,2.63,67.17,60.13,77.82,93.61,11.1,1004.2,0.13,0
290.39,29764,2.47,18.93,79.72,0.26,2.27,13.37,26.24,12.43,13.32,0,0,22532,73.05,0.41,34.14,32.21,8.34,18.77,28544,11620,12560,7800,6282,8998,6874,4524,15.4,8.92,28.83,9.53,8.71,58.39,28.31,20.64,23.83,17.79,12.93,29.29,15.74,14.45,3.11,62.66,59.05,76.72,70.49,71.61,74.72,1133,4.51,381,11.02,14.96,19.16,19.16,0.14,0.19,0.25,0.25,96.31,0.24,5.55,3.58,2.44,2.58,2.25,60.72,2.11,50.29,2,1357,89.89,57.48,0.81,46.06,1944,7.5,0.25,38200,48800,65300,27100,206,273,337,131,340,24.4,16.8,12.9,36,0,1.28,78.92,55.09,87.56,94.12,10.4,2862.4,0.29,0
881.06,20337,2.97,5.64,59.89,2.47,40.81,16.57,30.16,15.05,10.08,19935,98.02,17897,72.51,1.34,24.83,27.2,12.86,13.8,21433,8016,10163,5864,7912,9303,4142,6570,33.01,24.62,42.28,8.77,11.51,55.31,17.5,16.89,19.83,14.9,12.06,33.01,15.63,13.82,3.49,62.93,60.8,65.19,70.27,52.21,60.65,1225,7.41,4438,24.99,42.59,50.11,60.16,5.45,9.29,10.94,13.13,60.28,16.07,14.03,9.89,2.91,2.77,3.04,45.03,17.57,61.77,2,856,88.88,47.37,5.84,35.98,1964,12.69,0.87,33900,44100,56600,22700,178,228,281,103,284,27.7,18.5,12.4,60,13,21.82,39.42,34.23,59.74,75.41,23.6,860.9,1.54,0
669.02,16825,2.36,0.64,98.72,0.27,0.65,12.9,26.47,12.87,16.65,16825,100,24319,69.36,0.08,39.63,34.94,8.41,22.55,31576,12406,12455,11641,4751,4360,10731,2181,13.14,15.34,33.74,10.12,7.11,56.82,17.64,21.05,15.63,21.2,10.16,33.28,12.43,11.4,3.04,62.98,61.44,63.57,65.09,55.64,69.46,530,4.13,768,9.11,9.77,11.07,13.93,0.42,0.45,0.51,0.64,89.39,1.37,4.09,2.51,2.33,2.52,2.16,49.07,1.14,42.95,3,506,93.38,45.2,4.74,44.66,1939,4.95,0.2,73200,89300,109300,36100,193,291,368,175,380,25.4,20.3,14,0,0,4.56,86.74,55.3,82.64,95.42,3.9,4339.5,4.54,0
96.73,17655,2.75,0.14,98.91,0.66,0.78,13.65,23.26,12.34,16.04,17655,100,36418,74.04,0.87,53.54,38.1,4.36,24.36,42878,15030,14942,11920,0,28026,14341,611,3.49,16.38,30.13,21.2,6.26,61.9,19.66,27.8,13.33,27.03,5.1,26.73,6.74,5.96,3.1,84.45,80.65,90.66,83.75,75.33,80.98,110,0.77,1457,0.48,0.48,1.44,3.64,0.04,0.04,0.12,0.3,78.88,2.67,3.78,3.03,2.73,2.86,2.1,87.28,0.95,30.5,3,204,96.92,83.43,3.43,39.22,1956,0.56,0.2,117300,141400,167700,50400,256,441,544,288,513,23.1,17.8,13.1,0,0,8.25,79.21,78.11,95.74,96.64,8.4,2100.6,0.39,0
956.68,34378,2.45,21.82,75.5,1.7,1.34,13.65,25.55,12.19,15.4,34378,100,21881,71.57,0.31,34.9,32.24,9.39,20.27,26629,12169,14016,6172,4438,9772,5597,6571,19.64,12.12,29.65,16.72,7.83,54.05,7.73,25.23,11.27,25.95,13.01,27.19,16.99,15.18,2.98,63.04,57.54,62.69,67.75,62.56,68.48,1148,3.98,974,12.22,13.14,16.84,37.78,0.35,0.37,0.48,1.07,94.66,0.89,4.66,3.05,2.38,2.43,2.31,59.49,3.54,49.1,3,1875,88.23,58.3,1.92,38.61,1965,8.75,0.41,35000,49800,72500,37500,178,279,361,183,364,26.3,19.3,13.1,45,24,2.83,45.78,49.38,76.1,82.17,16,2144.9,0.05,0
962.82,18601,2.62,30.39,56.66,0.62,0.45,14.68,25.9,12.69,13.68,0,0,19030,71.8,1.18,23.83,30.69,17.99,12.13,24211,10704,14470,5079,7084,7591,12108,5235,29.1,17.8,38.36,18.49,8.66,53.71,27.92,24.59,21.56,28.3,10.4,32.25,15.84,13.48,3.09,54.71,48.06,46.85,57.85,70.06,71.93,1405,7.69,183,0,5.46,34.43,42.08,0,0.05,0.34,0.41,96.89,0.45,5.06,3.57,2.52,2.54,2.5,56.76,3.81,43.33,3,513,93.26,56.42,2.34,40.35,1966,10.14,0.34,32600,49800,77400,44800,112,184,259,147,286,27.8,21.3,15.7,2,0,0.98,80.78,57.46,85.75,92.75,12.5,1493.3,0,0
485.38,21756,2.42,0.22,91.62,1.04,8.6,12.82,23.96,11.63,15.36,0,0,22806,70.87,2.34,40.79,33.8,9.64,16.48,29345,12215,12815,17596,7780,9188,5040,4028,18.89,9.9,25.4,17.08,9.15,56.25,8.76,24.4,15.5,25.31,11.44,26.34,15.66,13.7,2.98,69.09,67.08,75.27,76.87,61.4,71.51,299,1.63,1370,12.48,27.45,31.02,45.4,0.79,1.73,1.95,2.86,89.21,2.92,4.89,3.1,2.36,2.49,2.2,58.17,4.2,54.22,2,467,95.06,55.13,3.43,29.12,1958,5.29,0.54,51300,66500,87200,35900,234,316,392,158,355,27.9,18.6,11,56,4,6.28,53.19,43.84,74.18,90.44,6.3,3438.1,0.17,0
3414.57,43467,2.6,45.63,53.11,0.91,0.78,16.06,28.38,15.86,13.9,43467,100,22423,72.68,0.56,30.21,30.57,12.23,14.93,29304,12142,16668,6880,10731,10761,10098,8946,21.79,14.51,34.09,23.43,6.9,56.69,26.46,25.81,22.01,26.08,12.81,35.33,15.54,14.35,3.11,52.37,45.59,53.81,49.56,64.81,72.6,4001,11.18,1029,21.28,25.95,30.42,39.07,0.5,0.61,0.72,0.92,95.89,0.68,5.94,3.86,2.45,2.51,2.4,49.38,3.89,51.94,2,1238,93.1,48.22,5.33,37.88,1962,10.32,0.76,37700,58300,83800,46100,149,257,346,197,341,25.7,19.7,12.7,120,5,2.37,74.55,52.4,83.84,89.8,18.7,2319,2.39,24.17
