murders,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
yes,33249,3.06,6.15,65.56,2.5,33.84,16.11,28.5,13.18,9.77,0,0,24686,73.83,1.13,23.78,25.76,21.26,12.26,26811,9878,11903,6396,6745,4965,6403,7032,21.36,18.79,39.19,8.39,9.11,55.73,16.93,20.99,19.74,17.38,9.85,27.91,14.91,12.54,3.45,67.17,61.84,69.02,71.53,47.48,59.6,1544,5.36,3989,15.32,26.55,33.47,46.75,1.84,3.19,4.02,5.61,69.92,7.48,10.16,7.99,3.04,2.96,3.14,55.53,12.01,46.43,3,457,95.96,56.97,1.97,30.63,1971,5.74,0.54,55600,70300,91500,35900,252,336,418,166,427,29.7,23.5,12.3,23,0,12,64.47,43.24,79.96,92.43,14.8,2253.3,0.21,0
no,15512,2.19,4.93,93.96,0.5,1.31,10.03,23.97,11.46,20.07,15512,100,32018,69.96,0.43,51.77,36.85,3.63,23.76,38998,20399,21100,10328,1908,9387,10136,1012,6.59,3.36,13.72,26.62,4.64,58.94,5.09,23.38,6.1,32.9,10.06,31.71,13.03,11.68,2.79,66.51,65.22,78.2,72.24,67.79,73.47,291,2.39,370,20,36.76,36.76,38.92,0.48,0.88,0.88,0.93,94.89,0.71,3.39,2.02,2.17,2.23,2.1,55.25,1.51,34.93,3,11806,37.47,53.73,0.18,70.51,1965,2.57,0.58,130600,176700,263700,133100,433,533,636,203,632,26.7,26,15.6,0,0,2.39,35.21,43.36,64.1,80.2,7.2,2164.1,2.8,0
yes,58724,2.63,42.19,49.31,4.81,8.22,13.98,24.99,11.71,15.39,58089,98.92,18548,65.65,0.54,28.39,35.92,11.56,17.38,23155,9706,12939,6940,6551,4222,6363,16344,28.12,16.7,34.55,10,12.78,47.42,17.69,23.08,18.56,17.46,12.31,28.73,15.36,13.95,3.23,61.16,57.16,65.77,65.58,59.48,63.92,2113,3.93,4018,12.69,17.77,28.5,41.59,0.87,1.22,1.95,2.85,84.32,3.38,8.34,5.76,2.6,2.65,2.51,66.27,6.47,56.65,2,3420,86.72,65.01,8.01,60.91,1956,9.37,0.78,19100,30400,45800,26700,130,226,297,167,320,26.9,18.1,13.5,21,1,6.84,63.61,61.64,89.39,94.5,80,734.1,1.07,5.56
yes,22814,2.94,2.72,93.82,1.69,6.08,15.77,25.37,11.34,5.03,22851,100,50492,89.48,1.49,53.18,13.55,1.82,12.6,55248,20409,20671,16936,10021,20990,15611,667,2.94,2.01,7.43,34.87,3.72,73.04,19.71,25.06,6.28,41.18,7.37,23.14,11.13,9.3,3.26,84.67,83.56,94.1,88.01,61.09,67.99,78,0.52,971,6.39,12.67,20.91,24,0.27,0.54,0.89,1.02,92.64,0.88,4.46,3.67,2.93,3.06,2.52,78.85,1.84,16.83,3,292,96.37,75.4,1.03,35.62,1976,0,0.16,63100,82700,114300,51200,386,477,589,203,607,24.7,20.1,12.3,0,0,4.25,54.63,50.32,69.13,90.54,21.5,1061.7,0.85,0
yes,99581,2.95,11.86,74.07,1.32,22.96,14.69,30.92,13.99,7.48,99581,100,35039,84.28,0.39,38.59,19.87,5.63,10.74,39941,13335,14977,8898,11838,14125,7938,10285,10.54,13.42,28.76,18.61,6.05,68.77,29.37,18.15,21.83,21.6,9.34,32.65,12.13,10.77,3.45,73.65,68.84,79.46,77.18,63.82,70.17,5151,7.25,11944,14.44,25.15,33.26,43.13,1.73,3.02,3.99,5.17,77.08,5.87,10.51,7.64,2.9,3.05,2.67,64.53,7.64,47.93,3,1911,94.64,61.42,6.96,23.55,1960,6.59,0.37,60900,81900,112600,51700,329,425,527,198,499,25.8,21.4,13.1,232,5,11.99,63.68,46.29,77.32,88.54,34.7,2870.1,3.37,0
yes,43264,2.5,7.67,91.48,0.43,0.65,13.3,27.87,12.92,12.54,43264,100,21003,71.92,0.33,30.29,32.08,9.97,14.09,26236,10293,10669,6166,6405,3763,11689,8334,19.83,17.48,37.55,9.81,7.63,56.91,17.18,18.85,18.03,18.69,15.39,32.29,17.15,16.34,3.19,61.07,56.51,63.26,64.5,59.72,68.19,2276,6.25,273,12.09,15.02,17.58,25.27,0.08,0.09,0.11,0.16,97.2,0.36,6.42,3.93,2.43,2.65,2.21,55.26,4.38,65.73,2,1798,90.59,50.78,11.12,47.55,1939,8.43,0.58,30500,41600,55800,25300,177,248,320,143,305,26.1,17.5,12.7,58,1,0.63,73.59,52.39,81.44,89.4,13.7,3156.1,6.97,0
yes,17363,2.39,43.56,55.6,0.35,0.7,13.19,26.16,12.06,15.14,0,0,19894,70.2,0.26,30.28,31.04,14.86,16.71,25102,10893,14477,6436,4748,2508,9853,3926,23.2,13.04,30.14,15.99,5.41,56.08,17.1,25.29,17.47,21.92,11.81,29.84,17.63,15.11,2.98,54.06,48.71,56.81,54.04,57.54,66.8,1276,8.2,309,20.71,22.65,24.92,33.01,0.37,0.4,0.44,0.59,96.94,0.4,4.29,2.75,2.33,2.45,2.21,53.37,2.85,52.11,2,760,90.53,50.78,4.87,39.34,1964,11.76,0.31,41900,55600,74500,32600,141,234,326,185,335,26.8,21.9,13.4,0,2,1.78,70.68,49.06,76.84,85.4,10.6,1639.9,0.35,0
no,21564,3.02,0.64,98.23,0.63,1.49,16.23,27.24,13,6.59,21564,100,41095,90.3,0.43,47.4,18.39,3.58,13.7,44221,14331,14402,12033,28576,5748,12427,874,4.1,4.92,20.93,14.1,4.15,70.97,24.68,17.85,17.71,21.08,7.42,26.04,8.68,8.06,3.31,84.45,82.29,96.98,83.25,64.64,70.24,116,0.75,548,0.73,4.01,5.29,5.84,0.02,0.1,0.13,0.15,95.85,0.3,5.71,4.75,2.98,3.06,2.54,87.71,1.29,20.11,3,153,97.91,85.6,1.96,28.1,1972,1.41,0.3,63600,78400,97100,33500,279,331,434,155,403,23.3,20.1,12.4,0,0,2.54,72.07,60.81,75.48,93.2,24.2,889.4,1.06,0
yes,13883,3,18.19,67.49,0.23,20.96,14.88,27.28,12.84,11.73,0,0,25679,75.39,1.35,28,30.9,8.31,11.95,29419,10459,12678,5469,39647,8400,6570,2220,16.54,18.52,38.51,10.94,6.75,59.92,29.15,18.11,25.31,16.72,9.36,25.52,11.3,10.4,3.41,73.79,66.66,84.24,71.92,62.38,72.12,387,3.21,927,11.65,15.86,40.45,60.09,0.78,1.06,2.7,4.01,77.67,4.15,9.25,7.09,2.92,2.91,2.95,63.98,8.78,44.74,3,427,91.54,64.33,2.58,44.26,1965,15.37,0.7,35700,52900,73900,38200,209,303,392,183,427,26.3,18.7,13.8,0,0,6.71,82.39,55.38,84.55,95.83,17.3,804.2,0,0
no,11354,2.41,0.24,98.74,0.54,0.47,13.26,23.23,10.89,16.88,0,0,20472,62.83,0.53,46.94,40,10.47,21.74,28264,11451,11522,0,6549,4101,8412,1512,13.45,11.96,25.5,13.06,9.29,51.64,18.1,27.49,16.83,25.14,9.13,26.79,11.77,10.56,3,71.39,70.75,81.59,77.2,60.03,68.64,164,1.42,147,0,0,4.76,13.61,0,0,0.06,0.18,95.94,0.47,3.22,2.14,2.36,2.49,2.08,72.64,1,39.74,3,288,94.24,68.92,0.69,38.89,1944,4.84,0.7,28300,37600,50500,22200,189,246,299,110,286,27.9,17.7,14.8,0,0,1.29,86.81,56.46,82.88,92.36,8.8,1289.1,1.07,0
no,18167,2.48,7.74,89.84,1.95,0.89,13.64,27.11,12.64,12.92,0,0,23420,74.52,2.08,39.33,28.43,7.79,20.29,30214,12955,13422,6294,8775,21443,11264,2584,14.7,13.85,25.81,19.9,6.32,58.75,15.28,25.24,13.87,30.77,10.38,24.84,15.08,12.93,2.97,70.52,67.87,79.74,71.96,55.97,69.12,349,2.37,374,28.61,28.61,29.68,36.36,0.59,0.59,0.61,0.75,95.96,0.78,2.74,1.87,2.41,2.57,2.15,65,2.04,46.65,3,593,92.51,60.84,1.01,29.51,1970,7.44,0.34,40700,59500,82900,42200,193,253,328,135,316,23.2,18.9,11.8,0,0,2.06,70.25,46.77,78.67,88.74,21.5,843.3,0.21,0
yes,30744,2.43,0.92,93.53,4.03,1.96,11.6,22.48,10.84,13.35,30744,100,40515,78.76,0.64,55.79,26.28,3.16,18.11,48440,20868,21045,15752,13999,20973,12023,1414,4.66,2.28,9.76,31.01,3.28,67.01,13.51,26.56,7.94,34.7,9.55,25,14.05,11.95,2.88,77.57,77.01,87.86,80.94,68.63,75.92,236,1.06,2490,9.32,13.78,17.59,23.01,0.75,1.12,1.42,1.86,92.46,1.2,2.75,1.92,2.41,2.57,2.08,71.47,2,40.76,3,317,97.55,66.99,0,20.5,1968,0.86,0.29,119100,160100,225000,105900,411,476,579,168,534,26.7,19.1,11.1,10,0,8.1,49.88,52.93,71.87,88.87,7.6,4064.5,5.89,0
yes,87425,2.67,43.76,36.18,11.83,14.52,13.22,26.57,12.67,10.49,87425,100,32165,76.1,0.48,33.3,23.99,15.69,17.29,36657,14630,20133,11156,11167,13797,10696,13909,16.1,9.43,23.31,22.15,9.43,58.46,11.16,26.97,12.34,27.63,13.3,36.25,18.5,16.07,3.22,54.71,49.56,64.48,57.97,60.93,67.87,5014,7.61,13613,14.69,25.29,35.8,49.9,2.29,3.94,5.57,7.77,77.6,5,8.56,5.77,2.63,2.68,2.58,55.41,9.88,60.13,2,1783,94.84,54.47,9.87,26.02,1957,3.37,0.66,101200,144300,194000,92800,371,506,645,274,566,29.6,24.3,12.1,186,130,15.57,50.88,51.11,74.41,91.6,30.8,2838.8,13.14,16.2
yes,24587,2.73,0.74,96.4,2.27,0.93,12.41,24.11,10.17,5.45,24587,100,48828,91.06,0.69,62.11,11.92,1.43,11.07,53840,20714,20606,18678,64751,20252,15482,679,2.77,1.49,4.99,42.14,2.45,78.95,22.3,26.03,7.72,40.47,6.75,25.74,10.28,8.57,3.17,86.44,86.68,95.81,79.78,71.82,77.85,167,1.03,665,18.65,28.27,32.18,32.18,0.5,0.76,0.87,0.87,95.53,0.58,2.94,2.26,2.73,2.84,2.02,89.55,1.02,33.49,3,289,96.89,85.93,0,38.41,1976,0.27,0.15,86200,109700,140200,54000,458,497,582,124,526,22.4,21.9,11.6,0,0,2.7,71.63,49.88,76.36,91.29,11.6,2120.4,1.51,0
no,25380,2.79,0.52,96.96,2.27,0.89,14.01,22.8,10.53,7.57,25380,100,54505,86.64,1.58,63.1,16.37,1.6,12.49,62686,24956,25195,50167,19742,13624,17107,395,1.58,1.33,4.96,51.3,2.27,71.22,15.31,23.8,4.06,43.77,5.36,22.36,9.41,7.49,3.18,88.24,89.3,96.65,85.87,54.22,65.59,36,0.21,888,13.29,26.24,36.15,46.62,0.46,0.92,1.26,1.63,94.03,0.87,3.27,2.56,2.75,3.06,1.99,79.15,0.47,31.52,3,534,94.46,71.23,0,12.73,1977,0.42,0.11,108000,142500,189300,81300,398,480,603,205,560,23,18.7,11.1,0,0,3.5,49.86,39.93,56.53,77.29,13,1945.1,0.27,0
no,17894,2.71,0.23,94.46,1.65,7.75,16.91,28.81,16.43,14.05,0,0,25878,71.32,1.03,46.28,31.76,6.54,17.22,31856,12434,12803,1739,7999,5288,6092,2172,12.92,7.67,19.31,19.17,4.83,58.83,19.49,24.52,16.08,23.42,9.08,29.34,12.61,10.95,3.03,71.84,71.47,71.96,75.62,55.62,65.9,319,2.3,1134,30.78,42.59,56.17,61.73,1.95,2.7,3.56,3.91,91.29,2.83,5.34,3.69,2.54,2.61,2.46,58.98,3.92,46.56,3,171,97.48,57.56,1.75,21.05,1972,4.99,0.38,52200,65700,84200,32000,248,328,391,143,373,26.2,19.5,11.9,14,69,6.34,45.89,39.52,67.97,82.1,8.8,2025.1,0.63,0
yes,72388,3.31,20.35,57.93,3.53,31.48,16.06,28.59,12.9,6.19,72388,100,36233,81.99,0.54,26.33,20.68,12.49,15.13,38483,11862,13152,11687,12335,9408,9020,8720,12.12,8.65,26.81,10.16,8.12,61.96,17.46,19.91,19.44,19.31,9.55,29.11,14.28,12.01,3.67,73.99,68.69,79.18,72.71,50.67,60.06,2791,5.08,9378,17.33,26.68,38.29,48.18,2.24,3.46,4.96,6.24,75.96,5.15,13.44,10.95,3.3,3.36,3.18,71.2,11.55,36.28,3,1943,91.85,70.04,2.32,25.48,1977,3.63,0.19,100700,125500,146600,45900,403,510,617,214,583,32.6,25,12.3,10,1,12.96,55.18,41.23,65.03,92.92,22,3288.6,0.82,0
yes,93613,2.56,2.57,73.69,18.6,15.23,12.82,31.54,15.24,9.11,93613,100,44707,84.92,0.62,49.09,18.5,5.81,13.36,49460,19676,21326,16199,16205,15061,13688,5657,6.23,6.55,16.45,30.77,4.43,70.44,37.74,17.29,9.93,34.44,11.11,40.54,14.67,12.87,3.06,72.88,69.03,86.38,74.03,63.37,70.9,1366,2.33,21501,18.48,29.18,42.02,54.75,4.24,6.7,9.65,12.57,69.77,5.24,6.08,3.82,2.49,2.65,2.35,50.13,9.29,57.35,2,1328,96.49,47.07,1.81,14.31,1964,0.64,0.27,224200,270400,323900,99700,608,737,913,305,779,25.8,22.5,11.3,114,0,22.97,43.7,44.67,74.36,83.76,19,4937.4,2.44,4.17
yes,219531,2.63,43.89,53.95,1.67,1.57,18.18,32.79,19.12,10.39,219531,100,21898,75.89,0.65,33.86,22.9,9.88,15.16,29024,12398,17592,6159,17787,9069,12527,54669,26.17,8.8,23.24,28.34,9.35,56.17,9.95,31.81,10.27,31.72,10.33,40.74,14.14,12.37,3.18,58.08,51.66,66.25,58.25,63.3,68.76,16228,9.92,6531,25.42,34.54,46.7,55.14,0.76,1.03,1.39,1.64,93.11,0.78,6.43,4.09,2.51,2.69,2.3,56.7,5.33,52.58,2,13775,85.82,52.83,13.02,54.72,1965,5.96,0.5,43000,67900,94700,51700,199,273,346,147,354,28.5,18.2,12.5,131,7,2.97,75.16,51.53,80.32,92.04,76.6,2865.6,1.88,3.38
yes,35761,2.7,10.14,69.66,4.53,28.46,12.7,28.61,13.22,9.73,35758,100,35684,78.51,0.87,37.31,23.06,8.38,11.53,40803,15495,17770,11696,17835,14352,8575,4384,12.37,9.43,22.7,19.72,6.2,65.73,17.95,22.88,12.8,27.64,11.82,34.57,17.34,14.69,3.23,67.59,63.13,75.88,68.21,55.76,63.9,1611,6.86,7066,24.12,35.71,44.64,53.96,4.76,7.06,8.82,10.66,71.75,8.48,9.51,6.41,2.68,2.65,2.72,46.36,11.95,67.05,2,702,94.97,46.99,2.28,18.95,1957,2.82,0.7,175500,234900,316600,141100,472,590,700,228,654,28.6,24.7,11.2,0,0,19.76,49.88,44.42,83.84,88.35,13.8,2582.4,3.44,0
yes,33284,2.35,1.3,96.06,2.23,1.97,8.29,29.53,12.09,14.95,33284,100,43490,79.12,0.78,59.34,27.31,4.89,17.3,49467,20382,20518,19823,0,16535,16690,1846,5.64,8.19,16.24,41.43,4.59,67.98,15.34,34.68,7.38,44.59,6.09,43.03,8.23,7.28,2.92,77.9,76.2,91.36,81.14,69.18,72.55,439,2.08,5562,10.5,16.97,22.71,30.19,1.75,2.84,3.79,5.04,78.29,3.75,3.3,1.91,2.3,2.45,2.17,48.89,1.35,60.9,2,558,96.22,45.85,1.25,39.43,1939,0.66,0.21,168100,196700,242300,74200,516,722,896,380,813,23.5,19.8,14.5,0,0,16.71,58.53,56.97,77.6,85.98,4.3,7816.8,16.45,0
yes,15392,3.2,4.17,59.91,31.11,12.16,16.96,29.17,15.75,5.24,15392,100,54364,90.63,0.86,50.34,12.22,3.2,12.34,56959,19337,21960,18848,40457,15184,14640,904,5.89,3.34,11.15,31.52,2.5,74.04,21.68,20.4,7.78,36.65,6.76,31.95,9.45,8.12,3.41,83.33,79.48,88.99,78.35,64.29,69.33,88,0.88,4251,15.08,18.96,32.35,42.98,4.16,5.24,8.93,11.87,63.94,6.41,6.93,5.92,3.2,3.3,2.91,76.5,8.29,26.48,3,120,97.57,74.18,0,15.83,1971,0.85,0.12,255600,306500,360500,104900,672,729,881,209,810,27.5,23,11.2,0,1,27.62,44.28,58.81,71.95,89.85,1.9,8169.9,0.67,0
yes,13739,3.13,59.87,39.16,0.82,0.49,28.09,41.12,30.07,12.96,0,0,22176,71.9,1.54,32.66,31.85,13.9,16.04,31318,9890,17465,4888,6412,13382,20168,2644,25,13.22,28.93,23.47,9.46,48,18.89,30.44,13.78,28.39,7.09,49.56,10.55,9.05,3.07,56.23,48.55,63.93,68.54,72.06,72.11,816,8.21,205,35.61,37.56,37.56,55.12,0.53,0.56,0.56,0.82,95.34,0.8,6.45,4.24,2.42,2.35,2.49,53.77,4.59,45.58,3,415,91.35,55.21,2.89,28.67,1963,12.64,1.92,43700,60100,81900,38200,126,212,297,171,311,24.1,15,12.4,0,0,1.49,74.01,42.05,68.87,89.14,7.7,1792.7,0,0
no,17592,2.5,0.07,98.16,0.38,0.28,14.1,25.74,12.41,14.54,0,0,20606,74.37,3.44,44.45,30.27,4.84,11.31,27585,10660,10873,0,3198,6002,4464,2322,13.44,14.04,23.65,14.08,5.53,64.36,22,23.74,17.18,21.37,7.25,26.84,8.78,8.07,3.11,78.98,79.82,83.44,83.72,78.86,84.77,177,1.16,115,16.52,24.35,38.26,38.26,0.11,0.16,0.25,0.25,96.71,0.51,4.62,3,2.44,2.69,2,70.28,1.73,49.93,3,588,92.29,63.78,0.34,56.97,1962,4.54,0.24,36400,51100,71000,34600,166,233,307,141,282,26.2,20.4,12.4,0,0,0.65,77.44,49.23,78.51,91.58,13.7,1286.7,0.06,0
no,27018,2.63,0.6,96.27,2.89,0.94,11.83,21.92,9.66,13.15,27018,100,47629,82.01,0.53,64.52,25.06,1.46,16.74,57136,24000,23630,29377,50353,31748,23418,541,2.07,2.74,10.13,37.68,3.03,64.04,17.66,28.58,6.02,44.01,6.74,25.48,8.17,7.5,3.15,89,89.17,97.29,90.77,53.9,62.37,64,0.32,1843,8.03,15.36,20.18,25.61,0.55,1.05,1.38,1.75,90.3,0.58,4.92,3.46,2.55,2.8,1.79,82.52,0.61,40.04,3,752,93.17,75.05,0.13,49.47,1976,0.34,0.14,92800,133400,187200,94400,465,554,654,189,624,21.7,20,11.4,0,0,6.82,67.47,54.66,84.79,91.89,16.5,1640.4,2.97,0
no,10830,3.06,1.18,90.88,7.64,2.22,12.83,21.65,10.96,8.92,3809,35.17,72369,87.41,1.19,62.31,20.96,1.28,14.89,78453,31664,31902,19141,0,32909,13426,78,0.73,3.41,10.09,43.21,4.11,66.35,14.03,24.63,4.48,44.45,4,25.99,4.95,4.48,3.25,93.24,88.88,99.31,90.73,47.25,63.23,38,0.51,1304,7.36,15.03,18.94,21.86,0.89,1.81,2.28,2.63,83.24,2.14,5.11,4.46,3.03,3.09,2.47,93,0.54,13.12,4,146,96.04,91.42,3.42,40.41,1965,0.23,0.62,238800,333700,460600,221800,530,729,1001,471,935,24.7,22.8,14,0,0,12.04,57.93,59.96,68.63,90.74,20.4,531.1,2.49,0
no,76060,2.59,2.42,95.08,1.77,2.01,11.26,24.23,11.85,16.87,76060,100,34528,74.33,0.64,49.37,35.27,6.39,19.61,41896,15922,16165,11458,7652,11421,8496,4715,6.52,8.52,26.03,21.11,5.96,58.19,19.16,24.21,11.88,28.84,8.3,31.6,10.94,9.69,3.02,78.22,75.87,86.2,77.97,55.3,66.56,1114,2.08,5586,4.87,9.38,15.04,22.11,0.36,0.69,1.1,1.62,86.28,1.92,3.3,2.31,2.46,2.71,1.97,73.09,1.04,46.14,3,1167,96.18,66.36,0.94,32.56,1955,1.68,0.37,105800,129700,161000,55200,335,461,562,227,534,27.1,22.4,14.6,84,0,7.34,76.62,63,88.23,93.89,29.6,2569.9,2.62,0
yes,23799,2.6,51.17,48.29,0.32,0.78,16.82,30.13,16.31,12.54,0,0,19030,70.06,0.65,26.9,32.6,16.98,13.88,24202,10188,14758,5934,7384,5656,6545,6584,28.63,14.83,35.08,18.92,9.19,55.44,24.87,22.25,19.33,22.43,11.39,34.57,14.58,13.21,3.19,51.94,43.75,63.55,52.59,66.8,71.17,2224,10.42,132,0,0,4.55,17.42,0,0,0.03,0.1,97.86,0.37,7,4.6,2.51,2.58,2.44,54.05,5.72,47.91,3,763,92.29,52.71,3.15,34.86,1964,11.82,1.45,32500,44900,61200,28700,147,238,333,186,328,26.4,18.4,13.3,12,0,0.55,72.04,53.4,82.97,89.77,11.9,2004,0.33,0
yes,606900,2.43,65.84,29.6,1.85,5.39,13.54,29.83,15.69,11.53,606900,100,30727,78.16,0.5,34.26,20.22,8.94,17.44,36256,18881,34563,12226,14095,16498,12525,96278,16.87,9.56,26.85,33.31,7.03,61.62,4.29,33.61,7.37,39.1,13.67,50.76,16.18,15.03,3.15,41.96,33.58,52.23,44.32,66.58,72.92,70523,18.2,58887,23.98,36.96,48.35,57.55,2.33,3.59,4.69,5.58,87.49,2.55,8.96,4.6,2.26,2.5,2.12,42.91,8.25,67.33,2,28855,89.64,38.9,17.4,44.05,1947,4.22,0.81,86700,123900,258700,172000,317,441,618,301,479,25.4,20.5,12.8,4682,131,9.7,39.34,53.49,76.61,76.61,63.6,9538.9,37.3,4.39
yes,14073,2.33,8.56,90.13,0.58,1.16,12.63,24.74,11.78,17.02,0,0,22193,68.88,0.77,34.66,38.01,6.77,21.29,28899,11563,11822,8345,10545,16123,11488,2232,16.07,14.44,32.13,16.72,8.38,53.53,20.2,28.63,20.7,25.03,13.34,27.62,14.38,13.91,2.98,67.54,63.24,77.37,71.41,63.97,71.63,413,3.86,238,7.98,15.97,25.63,31.93,0.14,0.27,0.43,0.54,96.07,0.52,4.29,2.63,2.3,2.43,2.16,55.2,1.74,51.41,2,630,90.55,52.32,3.65,37.46,1952,10.55,0.76,41500,57400,80000,38500,190,275,373,183,355,25.6,17.3,12.5,36,0,1.69,63.23,52.17,79.02,85.64,4.7,3009.6,2.03,0
no,18630,2.7,1.2,93.59,4.94,1.67,11.8,20.64,9.94,15.09,18630,100,83275,80.91,0.5,76.81,29.27,2.17,15.57,102529,52621,54572,17442,0,26403,38134,359,1.94,3.17,7.27,60.94,2.25,62.44,8.72,33.93,2.04,56.1,3.8,25.54,6.26,5.1,3.06,89.7,89.53,98.86,87.22,45.55,55.46,72,0.53,2477,11.51,17.12,20.79,27.49,1.53,2.28,2.76,3.66,83.99,1.23,3.16,2.48,2.68,2.85,1.92,86.96,0.54,20.15,3,199,97.2,81.76,1.51,37.69,1947,0.17,0.24,264600,382300,500001,235401,639,792,979,340,849,27.1,19.8,12.8,9,0,13.3,44.14,66.9,80.27,85.71,9.7,1915.8,17.53,0
yes,30495,2.86,24.96,71,0.77,1.41,14.7,26.81,12.76,10.83,30495,100,19397,69.39,0.58,29.9,29.68,12.93,14.56,23708,9790,11957,4412,3739,7951,8340,7908,26.41,19.02,37.41,12.55,8.38,49.62,6.09,26.11,16.34,23.43,10.45,28.56,13.2,11.92,3.33,67.57,60.66,65.9,68.82,45.83,52.3,1638,5.69,240,0,3.33,7.5,27.08,0,0.03,0.06,0.21,86.08,1.04,8.02,6,2.82,2.87,2.73,65.71,7.19,43.93,3,818,92.87,64.51,6.72,60.51,1962,8.66,0.64,37000,53700,74300,37300,148,218,293,145,319,28.6,20.9,13,58,0,0.79,87.5,58.39,92.72,96.99,14,2172,0.18,0
yes,97291,2.96,7.41,79.38,3.72,15.23,13.9,29.54,12.94,7.21,96687,99.38,38388,82.88,0.47,35.83,18.73,10.18,16.21,41339,14842,16005,10072,9788,14989,9296,9128,9.9,5.84,19.72,16.2,6.94,61.3,18.97,20.77,11.5,28.05,11.35,29.16,16.06,13.73,3.27,74.48,69.97,82.44,75.3,51.46,62.08,3214,4.7,8899,19.79,27.97,36.57,46.02,1.81,2.56,3.34,4.21,85.62,2.71,7.29,5.43,2.83,2.89,2.72,64.36,6.6,40.64,3,3316,90.84,62.94,1.72,18.06,1980,2.46,0.48,107100,133700,163700,56600,448,542,649,201,610,27.6,24.4,11.7,49,0,9.15,50.43,32.03,74.4,86.2,92,1057.6,1.04,0
yes,66473,2.66,0.63,97.81,0.83,2.58,12.06,23.58,10.75,15.97,66473,100,38742,73.79,0.39,48.04,34.09,3.6,22.5,44680,16523,16562,9763,14924,17930,13815,2470,3.74,5.59,20.23,16.51,5.55,60.08,12.53,21.8,11.95,24.31,6.22,25.37,9,7.69,3.1,84.22,82.61,92.92,84.33,54.19,64.45,502,1.03,3133,5.52,11.78,14.11,16.69,0.26,0.56,0.66,0.79,92.48,0.85,4.06,3.08,2.65,2.69,2.46,83.83,1.31,44.45,3,3878,86.55,82.54,0.72,60.24,1972,0.67,0.16,105300,133100,166800,61500,509,604,725,216,721,32.6,25.7,17.4,17,0,4.71,71.99,61.13,77.21,94.05,27.2,2441,1.75,0
no,14369,2.47,1.22,97.54,0.9,0.57,11.45,22.27,10.81,15.95,11935,83.06,32124,75.35,0.17,58.06,31.84,2.66,21.17,38492,15169,15328,10924,0,7002,7363,560,4.02,10.58,24.42,14.7,3.26,62.31,28.21,20.11,18.02,24.69,7.07,22.46,8.11,7.62,2.84,86,84.2,92.88,87.27,61.98,75.71,55,0.5,333,7.81,7.81,7.81,12.01,0.18,0.18,0.18,0.28,95.39,0.44,1.76,1.27,2.41,2.56,1.92,80.7,0.45,39.42,3,215,96.43,75.86,0.47,22.33,1966,0.88,0.2,65900,82700,99300,33400,316,441,513,197,518,23.9,20.2,11.9,0,0,2.32,84.48,60.62,89.92,93.82,20.8,691.2,0.85,0
yes,16829,3.17,12.78,39.81,43.31,10.45,13.76,24.66,10.4,4.26,16829,100,56098,94.82,0.45,50.35,7.45,4.63,8.85,57808,18948,21837,19592,15390,16455,14488,353,2.1,3.93,9.73,34.73,4.37,76.77,11.26,21.64,8.8,33.39,6.57,26.16,10.18,8.44,3.53,86.71,83.14,93.86,88.38,77.21,83.96,39,0.37,5242,8.62,15.19,26.63,36.46,2.69,4.73,8.3,11.36,59.71,4.56,9.46,7.69,3.17,3.16,3.25,86.9,7.87,35.54,3,344,93.91,87.25,0.58,15.41,1985,0.28,0.5,169600,224100,277000,107400,759,880,1001,242,983,26.8,27.7,12.4,0,1,31.15,47.75,37.51,61.82,91.39,5.7,2933.9,6.35,0
