gender,year_created,hour_created,tweet_count,retweet_count,user_timezone,name_nchar,name_male,name_female,descr_nchar,descr_male,descr_female,descr_sent,tweet_nchar,tweet_male,tweet_female,tweet_sent,linkcol_red,linkcol_green,linkcol_blue,sidecol_red,sidecol_green,sidecol_blue
female,2011,19,21244,0,-6,14,0,0,137,0,0,0.5,39,0,0,-2,0,0,0,94,212,220
female,2014,1,3962,0,0,7,0,0,67,0,1,0,58,0,0,0,0,0,0,192,222,237
male,2007,6,19768,0,1,14,0,0,134,0,0,2,117,0,0,2,153,0,0,223,223,223
female,2011,12,4102,0,0,9,0,0,114,0,1,1,60,0,0,1.6666666666666667,0,0,0,192,222,237
female,2010,18,53282,0,-6,14,0,0,77,0,1,-4,131,0,0,0,0,0,0,192,222,237
male,2011,5,2837,0,-6,15,0,0,118,0,0,0,97,0,0,1.5,0,0,0,192,222,237
female,2011,19,13344,0,-6,8,0,0,61,0,0,1,133,1,0,0,204,51,102,219,233,237
female,2010,12,9717,0,-7,14,1,1,13,0,0,0,70,0,0,-2,0,0,0,255,255,255
male,2009,13,74508,1,-8,11,0,0,47,1,0,0,137,1,0,-2,0,0,0,192,222,237
male,2013,11,31991,0,-7,14,0,0,87,0,0,3,100,0,1,2,221,46,68,0,0,0
female,2010,17,8399,0,-6,7,0,0,78,0,0,1,39,0,0,0,0,0,0,219,233,237
female,2009,10,719,0,-6,5,0,0,76,0,0,0,92,1,0,-2.5,0,0,0,168,199,247
female,2008,6,8196,0,-8,9,0,0,72,1,0,0,123,1,1,0,0,0,0,135,188,68
female,2014,11,79641,0,-8,13,0,0,27,0,0,3,137,1,0,2.3333333333333335,221,46,68,0,0,0
male,2010,16,3017,0,-8,15,0,0,22,0,0,3,130,0,0,0,161,51,51,255,255,255
female,2012,21,5838,0,-8,13,0,0,137,0,0,-2,108,0,0,0,74,145,60,0,0,0
female,2012,15,22672,0,-6,11,1,1,44,0,0,1.6666666666666667,89,0,0,2.3333333333333335,147,166,68,238,238,238
female,2009,17,14014,0,-3,8,0,0,121,1,1,2,135,1,0,1,47,194,239,0,0,0
male,2012,21,114955,0,-8,11,0,0,26,0,0,-2,135,0,0,-3,180,11,67,255,255,255
female,2012,19,19010,0,-4,12,0,0,16,0,0,0,134,0,0,3,0,0,0,255,255,255
male,2015,13,332,0,1,5,0,0,154,0,0,0,72,0,0,4,0,0,0,192,222,237
male,2008,9,15294,0,-5,12,1,0,155,0,0,0,118,1,1,0,47,56,239,255,255,255
female,2010,11,66049,0,-8,12,0,0,24,0,0,0,43,0,0,3,245,171,181,0,0,0
male,2011,14,27926,0,-5,6,0,0,9,0,0,0,40,0,0,-2,255,0,21,0,0,0
male,2009,21,10892,0,-5,11,1,0,83,0,0,0.5,126,1,0,0,0,0,0,192,222,237
male,2014,23,21024,0,-5,11,0,0,23,0,0,0,47,0,0,0,171,184,194,0,0,0
female,2011,20,11787,0,-6,15,0,0,7,0,0,0,116,0,1,2,245,171,181,192,222,237
male,2008,15,60212,0,-5,8,0,0,131,0,0,0,90,0,0,4,66,81,102,255,255,255
male,2013,5,111700,0,-8,14,0,0,90,0,0,3,89,0,0,3,0,0,0,255,255,255
female,2009,13,60323,0,0,14,0,0,130,0,0,2,56,0,0,2,0,0,0,192,222,237
female,2011,19,2127,0,-6,9,0,0,64,0,0,0,135,0,0,-0.25,245,171,181,0,0,0
male,2009,6,31319,0,-7,12,0,0,145,1,0,0,89,0,0,0,0,0,0,255,255,255
female,2011,20,19109,0,-4,8,0,0,20,0,0,0,75,0,0,1,56,84,48,255,255,255
male,2011,16,38600,0,2,7,0,0,47,0,0,0,83,0,0,3,0,0,0,255,255,255
female,2009,23,1048,0,2,8,0,0,147,0,0,0.3333333333333333,116,1,1,0,115,122,121,0,0,0
male,2010,21,23224,0,-5,13,1,1,144,0,0,-1.5,113,0,0,2,0,0,0,192,222,237
female,2011,12,938,0,-8,10,1,0,98,0,0,2,119,0,0,0,0,0,0,255,255,255
female,2015,18,179918,0,-6,5,0,0,123,0,0,0,110,0,0,0,0,0,0,192,222,237
female,2009,21,17634,0,-6,10,0,1,144,1,0,-0.5,129,1,1,0,0,0,0,255,255,255
female,2009,11,113945,8,0,11,0,1,150,0,1,1.5,138,0,0,0,171,184,194,255,255,255
female,2012,16,9683,0,-4,10,0,0,17,0,0,0,92,1,1,-3.5,0,0,0,255,255,255
female,2013,22,25641,0,-5,15,0,0,131,0,1,3,74,0,0,0,205,32,214,255,255,255
female,2012,19,35432,0,-5,10,0,0,25,0,0,0,108,0,1,4,146,102,204,0,0,0
male,2009,18,43697,0,-6,10,0,0,43,0,0,-2,135,0,0,-2,45,54,54,238,238,238
female,2009,12,47947,0,0,10,0,1,6,0,0,0,76,0,0,0.5,50,89,255,0,0,0
male,2014,10,25105,0,-5,11,0,0,152,0,0,0,104,0,0,2,0,0,0,255,255,255
male,2014,17,29699,0,1,9,0,0,34,0,0,0,122,0,0,-3,0,0,0,192,222,237
male,2012,8,3112,0,1,13,0,0,159,0,1,2,54,1,0,2,0,0,0,192,222,237
female,2013,16,106970,0,-4,13,0,0,150,0,0,2,138,0,0,0,136,37,48,211,210,207
female,2013,22,8176,0,-7,8,0,0,132,0,0,2,140,0,0,0,136,37,48,211,210,207
female,2011,12,3060,0,-8,12,1,1,150,0,0,2,117,0,0,0,171,184,194,0,0,0
female,2011,10,174607,0,-6,15,0,0,109,0,0,-1.75,70,0,0,0,0,0,0,255,255,255
male,2008,8,2871,0,-5,9,0,0,103,1,1,1,68,0,0,0,46,138,203,223,223,223
female,2012,9,29870,0,-7,13,1,1,33,0,0,2,83,0,0,1,0,0,0,192,222,237
male,2009,7,199474,0,-6,6,0,0,55,1,0,0,138,0,0,3,0,0,0,192,222,237
male,2011,16,8034,0,-8,12,1,0,153,1,0,2.5,126,0,0,1.3333333333333333,0,0,0,255,255,255
female,2014,9,5468,0,-4,11,0,0,79,0,0,0,135,0,0,2,245,171,181,255,255,255
male,2014,1,4855,0,-8,11,0,0,33,0,0,0,140,0,0,-1,0,0,0,192,222,237
male,2014,15,2406,0,-5,12,1,0,47,0,0,0,64,1,1,0.6666666666666666,0,0,0,0,0,0
female,2014,5,13854,0,2,14,0,0,157,0,0,0,114,0,0,3,56,84,48,238,238,238
female,2009,9,20741,0,-5,12,0,0,133,0,0,3,137,0,0,0,0,0,0,192,222,237
male,2012,9,77943,0,1,11,0,1,37,0,0,0,67,1,1,1.6666666666666667,108,75,181,255,255,255
male,2012,12,38422,0,1,13,1,1,58,0,0,-2.6666666666666665,52,0,0,0,245,171,181,255,255,255
female,2015,3,23,0,-8,11,0,1,32,0,0,1,123,0,0,1.75,148,212,135,0,0,0
male,2009,6,20729,0,-5,14,0,0,131,1,0,0,56,1,0,0,0,0,0,192,222,237
male,2009,2,135833,0,-5,14,0,0,147,0,0,-1.8,109,1,1,0,47,194,239,255,255,255
female,2012,8,8546,0,-4,11,0,0,21,0,0,0,58,0,0,0,0,0,0,255,255,255
male,2009,17,6961,1,-6,12,0,0,32,0,0,1,133,1,0,1,47,194,239,0,0,0
female,2014,9,46088,1,2,10,0,0,23,0,0,0,58,1,1,0,0,0,0,0,0,0
female,2013,9,2898,0,-8,11,0,1,91,0,0,0,97,1,0,-4,147,166,68,238,238,238
female,2013,3,176057,0,1,8,0,0,116,0,0,0.8,59,1,0,3,167,188,204,255,255,255
male,2009,8,333181,0,-6,14,0,1,64,1,0,0,139,0,0,2.6666666666666665,0,0,0,255,255,255
male,2010,13,107333,0,-5,15,0,0,48,0,0,0,52,0,0,2,146,102,204,0,0,0
female,2012,18,45179,0,-6,14,0,0,21,0,0,0,60,0,0,4,0,0,0,255,255,255
female,2015,17,267,0,-8,12,0,0,66,0,0,-1,112,0,0,-1,0,0,0,192,222,237
female,2011,19,1977,0,-10,14,1,1,18,0,0,0,46,0,0,0,137,201,250,0,0,0
male,2014,13,20898,0,-8,12,0,0,106,0,0,0,94,0,0,0,0,0,0,192,222,237
male,2011,10,27011,0,-7,14,1,1,123,0,1,-3,40,0,0,-0.5,0,0,0,0,0,0
female,2009,4,25372,0,0,10,0,0,114,1,0,0,79,0,0,-1,0,0,0,94,212,220
female,2015,14,109543,0,-8,6,0,0,8,0,0,0,119,0,0,4,0,0,0,192,222,237
male,2011,5,582,0,-5,11,0,0,152,1,0,-2,140,1,0,0,0,0,0,168,199,247
male,2012,22,37334,0,3,13,0,0,107,1,0,0,123,0,0,0,0,0,0,192,222,237
female,2011,9,5498,0,-5,12,1,1,146,0,0,2,121,0,0,-2.5,56,84,48,238,238,238
male,2014,17,37293,0,-5,12,1,0,87,0,0,-1,54,0,0,-2.5,0,0,0,192,222,237
female,2013,7,81876,0,-6,14,0,0,98,0,0,2.5,98,1,0,3.5,0,0,0,192,222,237
female,2010,21,10327,0,-6,15,0,0,96,0,0,1.5,18,0,0,3,0,0,0,192,222,237
male,2010,11,43743,0,-1,10,0,0,160,0,1,0,136,0,0,-1.3333333333333333,59,148,217,134,164,166
male,2009,5,15718,0,-6,11,1,1,7,0,0,0,87,0,0,1,153,153,0,255,255,255
male,2013,11,59376,0,1,11,0,0,74,1,0,2,105,1,1,0,0,0,0,255,255,255
male,2010,13,18552,0,-5,12,1,0,153,0,1,0,84,1,0,3,59,148,217,0,0,0
female,2012,18,837,0,-6,8,0,0,79,1,1,0,84,0,0,2,0,0,0,0,0,0
female,2009,0,9660,0,-6,10,0,0,19,0,0,0,140,0,0,2.5,102,90,110,255,255,255
female,2013,19,34852,0,-6,15,0,0,32,0,0,0,70,0,0,-3,74,145,60,0,0,0
female,2012,15,17452,0,-8,9,1,0,5,1,0,0,84,0,0,0,56,84,48,238,238,238
male,2009,10,609,0,-5,6,0,0,103,0,0,2,94,0,1,0,0,0,0,192,222,237
female,2012,16,44142,0,1,15,0,0,23,0,0,0,76,0,0,0,0,0,0,192,222,237
male,2009,22,388,0,-6,8,0,0,44,0,0,0,106,1,0,0,0,0,0,189,220,173
male,2011,17,9074,0,-6,10,0,0,102,1,0,0.25,136,0,0,-1.6666666666666667,153,153,0,238,238,238
male,2012,6,2112,0,0,11,1,0,153,1,0,3,116,0,0,-2.5,221,46,68,0,0,0
female,2008,11,144918,0,-7,13,1,1,53,0,0,0,117,0,0,3,202,39,132,248,241,50
male,2009,4,20709,0,0,15,0,0,133,1,0,1.6666666666666667,76,0,0,2.5,186,170,110,81,108,103
female,2009,20,40554,0,-5,11,0,0,138,0,0,0.3333333333333333,74,0,0,0,0,0,0,0,0,0
male,2013,13,2131,0,-6,9,0,0,86,1,1,2,66,0,0,-1,59,148,217,255,255,255
female,2012,11,64726,0,1,15,0,0,72,1,0,3,119,0,0,2,171,184,194,0,0,0
male,2011,11,6071,0,-5,9,0,0,110,1,0,-4,55,0,0,-3.5,0,0,0,192,222,237
male,2011,13,1560,0,-4,14,0,0,80,0,0,2,65,0,0,1.5,0,0,0,255,255,255
male,2013,12,953,0,0,14,1,0,37,0,0,0,123,0,0,0.3333333333333333,59,148,217,0,0,0
female,2013,9,795,0,0,10,0,0,51,0,0,0,112,0,0,-2,250,116,62,0,0,0
female,2011,17,31631,0,-5,10,1,0,12,0,0,0,24,0,0,-2,146,102,204,192,222,237
female,2014,21,288,0,-6,11,0,0,3,0,0,0,90,0,0,2,186,186,186,255,255,255
male,2012,9,28099,0,1,8,0,0,39,1,0,0,28,0,0,0,0,0,0,255,255,255
male,2009,21,16380,0,-7,11,1,0,93,0,0,0.25,140,0,0,-2,74,145,60,255,255,255
female,2010,12,2042,0,-6,15,0,0,125,0,1,0,66,0,0,0,153,68,136,0,0,0
female,2011,11,108817,0,1,10,0,0,31,0,0,0,129,0,0,0.5,0,0,0,255,255,255
female,2012,22,37263,0,7,8,0,0,75,1,0,2,95,0,0,3,180,11,67,0,0,0
female,2009,12,40237,0,-5,6,0,0,142,0,0,0,92,0,0,1.6666666666666667,0,0,0,192,222,237
female,2013,18,15047,0,-6,8,0,0,85,0,0,0,36,0,0,0,0,0,0,192,222,237
female,2010,2,22603,0,-8,10,0,0,131,0,0,2,108,0,0,-1,0,0,0,192,222,237
female,2015,5,1285,0,-8,15,1,0,160,0,0,2.5,138,0,0,-2,59,148,217,0,0,0
female,2011,13,1398,0,-5,10,0,0,80,0,0,-0.5,134,0,0,0,255,0,0,255,255,255
female,2014,5,52012,0,0,9,0,0,152,0,1,-1,137,0,0,0,0,0,0,192,222,237
female,2015,15,26381,0,-8,13,0,1,71,0,0,2,96,1,0,1,0,0,0,0,0,0
male,2011,14,7714,0,-5,13,0,0,83,0,0,0,71,0,0,-1,47,194,239,0,0,0
male,2010,3,36124,0,0,8,0,0,38,1,0,0,137,0,0,0,0,0,0,255,255,255
female,2010,2,9731,0,1,10,0,0,15,0,0,0,99,0,0,2,0,0,0,255,255,255
female,2011,11,4069,0,-6,8,0,0,43,0,0,4,110,0,0,-1,39,12,59,255,255,255
female,2009,12,40022,0,-5,9,0,0,132,0,0,1.5,86,0,0,0,0,0,0,192,222,237
female,2009,7,28688,0,0,11,1,0,140,0,0,0,139,0,1,2,56,84,48,255,255,255
female,2009,23,5948,0,1,11,1,1,104,0,0,0,70,0,0,2,0,0,0,192,222,237
male,2009,19,7789,0,-8,12,0,0,160,0,0,-1,101,0,0,3,56,84,48,255,255,255
male,2010,10,46570,0,-5,14,0,0,27,1,0,0,45,0,0,0,153,153,0,238,238,238
female,2015,19,34903,0,-5,9,0,0,19,0,0,0,140,0,0,-3,245,171,181,0,0,0
female,2008,13,100161,0,-6,8,0,1,137,0,0,2,58,0,0,1,80,80,80,0,0,0
female,2012,8,41552,0,-6,10,0,0,43,0,0,1,77,0,0,2,240,9,9,0,0,0
female,2009,18,37964,0,-5,8,0,0,157,1,1,2.75,109,1,0,3,148,212,135,0,0,0
male,2007,20,148106,1,-8,11,1,0,137,0,0,0,99,0,0,0,30,185,203,255,255,255
male,2011,13,17248,0,-6,5,0,0,50,0,0,0,137,0,0,1.6666666666666667,255,0,0,101,176,218
female,2009,0,474,0,0,9,0,0,88,1,0,3,122,0,1,3,255,0,0,101,176,218
female,2013,15,11820,0,-6,7,0,0,154,1,0,-4,68,0,0,-3.5,221,46,68,192,222,237
male,2015,18,641,0,-8,15,1,0,73,1,0,2.3333333333333335,134,1,0,-1,137,201,250,0,0,0
male,2013,1,402,0,2,7,0,0,54,0,0,0,88,0,0,0,0,0,0,192,222,237
female,2013,6,60646,0,3,12,0,0,37,0,0,-3,123,0,0,-3,122,0,49,255,255,255
female,2008,0,242,0,0,12,0,0,119,0,0,1,135,0,0,4,0,0,0,192,222,237
female,2010,0,47180,0,-6,15,0,0,56,0,0,-1,83,0,0,0.3333333333333333,136,37,48,255,255,255
female,2012,4,39857,0,0,10,0,0,114,0,0,0,140,1,0,0,0,0,0,192,222,237
male,2011,17,32856,0,-8,15,1,0,72,0,0,0,110,0,0,-1,171,184,194,192,222,237
female,2012,14,42680,0,-5,11,0,0,99,0,0,2.3333333333333335,125,0,1,3,255,0,101,0,0,0
male,2013,13,46301,0,-5,9,0,0,31,0,0,3,67,0,0,-3,56,84,48,0,0,0
male,2010,12,11574,0,-8,10,0,0,56,1,0,0,75,1,0,2.75,0,0,0,192,222,237
female,2010,16,1524,0,-6,15,0,0,114,0,0,2.3333333333333335,140,0,0,4,198,92,214,238,238,238
female,2009,22,34591,0,-7,9,0,0,136,0,0,2.5,58,1,0,0,146,102,204,0,0,0
female,2010,21,4706,0,-8,12,0,0,21,0,0,1.5,104,0,0,1,93,94,94,255,255,255
female,2011,3,508,0,-8,6,0,0,139,0,0,0.25,124,0,0,3,255,51,0,134,164,166
female,2011,10,45945,0,0,9,0,1,134,0,0,0,132,1,1,0.5,0,0,0,255,255,255
female,2011,15,45763,0,-7,15,0,0,24,0,0,-1,94,1,0,2.5,0,0,0,80,80,0
female,2012,5,53187,0,3,10,0,0,22,0,0,0,75,0,0,-2,153,153,0,238,238,238
female,2013,10,47275,0,-3,15,0,0,31,0,0,2,64,0,0,0,80,0,80,255,255,255
female,2012,19,21270,0,-6,11,0,0,40,0,0,0,117,0,0,-0.25,212,26,19,255,255,255
female,2012,11,10411,0,-7,15,0,0,31,0,0,0,69,0,1,0,0,0,0,255,255,255
female,2009,12,7544,0,-5,12,1,1,23,0,0,0,126,1,0,0,255,0,0,101,176,218
female,2013,21,12900,0,-4,12,1,0,31,0,0,0,138,0,1,1.5,0,0,0,255,255,255
female,2011,10,812,0,-5,11,0,0,66,0,0,0,124,0,0,0,0,0,0,192,222,237
female,2010,0,38135,0,-6,10,0,0,26,1,0,0,135,0,0,-1.6666666666666667,180,11,67,204,51,102
male,2012,11,73913,0,0,14,0,0,91,0,0,-4,60,0,0,0,0,0,0,192,222,237
female,2011,21,3597,0,1,10,0,0,98,0,0,3,55,0,0,2,171,44,171,238,238,238
female,2011,4,22881,0,-5,13,0,1,99,0,0,2,105,0,0,-0.5,0,0,0,94,212,220
male,2008,7,4881,0,-5,8,1,0,92,0,0,0,136,1,1,0,47,194,239,0,0,0
male,2012,23,58741,0,-7,13,1,1,97,0,0,0,51,0,0,2,153,153,0,255,255,255
female,2010,23,13259,0,-5,12,0,1,23,1,0,0,73,0,0,-1,130,98,199,255,255,255
female,2012,17,72128,0,-5,12,0,0,54,0,0,2,128,0,0,1.3333333333333333,0,0,0,255,255,255
female,2012,16,3010,0,-5,9,0,0,87,0,0,2,138,0,0,2,59,148,217,0,0,0
male,2011,13,4165,0,0,7,0,0,160,0,1,-0.5,95,0,0,0,59,148,217,0,0,0
male,2010,6,14129,0,1,11,0,0,61,0,0,1,124,0,0,0,56,84,48,238,238,238
male,2011,20,23956,0,0,9,1,0,66,0,0,1,116,0,0,-2,0,0,0,192,222,237
female,2010,3,40497,0,-8,12,0,0,155,0,0,2,136,0,0,2,245,171,181,255,255,255
male,2015,13,4871,0,-8,11,1,0,129,1,0,2,115,0,1,0,74,145,60,0,0,0
male,2013,15,5395,0,1,13,0,0,18,0,0,0,104,0,0,-1,0,0,0,192,222,237
female,2010,12,41114,0,2,9,0,0,15,0,0,0,66,0,0,0,211,167,220,34,34,34
female,2011,13,919,0,0,12,1,1,66,0,0,2,131,0,0,3,74,102,193,74,102,193
female,2011,8,11062,0,-7,6,0,0,14,0,0,0,80,0,0,0,47,194,239,0,0,0
female,2012,11,203546,0,-11,13,0,0,107,0,1,1,137,0,0,-3,221,46,68,0,0,0
male,2014,8,118905,0,-8,9,0,0,59,0,0,0,137,1,0,-2,0,0,0,255,255,255
female,2013,13,5696,0,-7,8,0,0,12,0,0,0,72,0,0,1,153,153,0,238,238,238
female,2013,6,23966,0,1,12,0,0,131,1,0,1,135,0,1,2,0,0,0,192,222,237
female,2011,16,3037,0,-6,9,0,0,28,0,0,0,39,0,0,0,230,16,130,0,0,0
male,2012,10,3615,0,-6,15,0,0,151,1,0,1.5,105,0,0,4,171,184,194,0,0,0
male,2009,10,112747,0,-5,15,0,0,37,0,0,-5,35,0,0,3,47,194,239,0,0,0
female,2013,0,312,0,3,12,0,0,18,0,0,0,121,1,0,-2.3333333333333335,137,201,250,0,0,0
male,2009,12,17977,0,0,10,0,0,131,1,0,-0.6666666666666666,142,1,1,-2.75,0,0,0,192,222,237
female,2011,9,1215,0,0,15,0,0,159,1,0,1.1666666666666667,108,1,0,0,0,0,0,192,222,237
male,2010,20,4664,0,-8,13,1,0,53,0,1,0,83,0,0,1,0,0,0,189,220,173
male,2015,5,113,0,0,7,0,0,62,0,0,0,118,0,1,3,0,0,0,192,222,237
male,2013,3,465,0,3,12,0,0,44,0,1,2,46,1,0,0,0,0,0,192,222,237
female,2012,22,6288,0,-4,10,1,1,5,0,0,0,65,0,0,0.5,208,43,85,130,157,94
male,2013,16,1735,0,-8,9,0,0,44,0,0,0,53,1,0,0,59,148,217,255,255,255
male,2014,8,9841,0,-8,15,0,0,58,1,0,0,40,0,0,0,0,0,0,192,222,237
male,2014,14,47477,0,-4,7,0,0,64,0,0,0,63,0,0,0,0,0,0,255,255,255
male,2013,21,1062,0,-8,11,0,0,125,0,0,0,136,0,0,0,59,148,217,0,0,0
female,2012,16,3819,0,-7,15,0,0,156,0,1,2.5,122,1,0,0,0,0,0,255,255,255
male,2010,8,34184,0,3,11,0,0,115,0,0,0.6666666666666666,132,1,1,-1,0,0,0,255,255,255
female,2012,13,177818,0,0,9,0,0,24,0,0,0,138,1,0,2,64,80,0,255,255,255
male,2009,22,66840,0,-5,11,0,0,101,1,1,0,123,0,0,0,0,0,0,238,238,238
female,2013,7,9872,0,0,14,1,0,156,1,1,0,98,1,1,2.5,59,148,217,0,0,0
female,2012,11,6976,0,-5,15,0,0,24,0,0,2,73,0,0,-2,0,0,0,192,222,237
female,2014,5,1363,0,0,15,0,1,61,0,0,-2.5,52,0,0,-2,171,184,194,0,0,0
male,2009,7,7211,0,-5,9,0,0,147,0,0,0,125,0,0,0,221,46,68,0,0,0
female,2014,8,59798,0,0,15,0,0,94,0,0,-0.6666666666666666,37,1,1,3,67,70,92,0,0,0
female,2013,5,3649,0,1,11,0,0,86,0,0,0,93,1,0,0,146,102,204,0,0,0
female,2011,20,53712,0,-9,8,0,0,8,0,0,0,21,0,0,0,0,0,0,255,255,255
male,2010,16,14880,0,7,11,0,0,6,0,0,0,86,1,0,2,209,155,209,163,140,163
male,2009,13,9803,0,1,15,0,0,156,0,1,1.3333333333333333,129,0,0,3,0,0,0,192,222,237
male,2011,22,10775,0,-6,14,0,0,31,0,0,0,77,0,0,-3,0,0,0,0,0,0
male,2015,12,4492,0,0,14,0,0,110,1,1,2,135,0,0,1.5,255,0,0,101,176,218
male,2012,16,3431,0,-10,10,0,0,112,0,0,1,71,0,0,3,74,145,60,0,0,0
female,2010,8,294196,0,-5,12,0,0,150,1,1,1.5,119,0,0,-0.5,0,0,0,108,166,60
male,2009,17,13049,0,-5,15,1,0,104,0,1,1,95,0,0,2,0,0,0,0,0,0
female,2009,8,25686,0,-9,11,1,1,48,0,0,-2,103,0,0,0,148,212,135,255,255,255
male,2015,23,13263,0,-8,13,0,0,52,0,0,1,137,1,0,1,59,148,217,0,0,0
female,2012,19,546,0,-4,12,0,0,31,0,0,0,139,0,0,2,245,171,181,0,0,0
male,2009,13,14189,0,-6,10,0,0,129,1,0,2.25,119,0,0,0,0,0,0,255,255,255
male,2008,21,2073,0,-7,12,0,0,144,1,0,0,97,0,0,0.5,0,0,0,0,0,0
female,2012,23,16580,0,-10,11,0,0,18,0,0,0,41,0,0,0,255,0,0,242,225,149
female,2010,9,30740,0,0,12,1,1,14,0,0,0,130,0,0,3,56,84,48,238,238,238
female,2013,20,52158,0,-4,8,0,0,54,0,0,-1.5,41,0,0,3,47,194,239,0,0,0
male,2013,22,9244,0,1,8,0,0,79,1,0,-0.5,85,0,1,0,100,25,107,255,255,255
female,2008,16,56827,0,-5,11,0,0,134,0,0,3,139,0,0,-1,0,0,0,168,199,247
male,2012,9,10568,0,-5,14,0,0,21,0,0,0,120,0,0,0,0,0,0,0,0,0
female,2012,15,9210,0,-7,11,0,0,49,0,0,2,117,0,0,0,0,0,0,192,222,237
female,2011,18,2435,0,-5,8,0,0,16,0,0,2,128,0,0,3,56,84,48,238,238,238
female,2009,23,2120,0,-5,14,0,1,49,0,0,0,139,0,0,-0.5,153,0,0,255,255,255
female,2013,16,13468,0,-5,10,0,0,43,0,0,3,88,0,0,2,0,0,0,192,222,237
female,2011,15,25797,0,1,13,0,0,82,0,0,0,71,0,0,-3.5,55,7,7,255,255,255
female,2011,21,29456,2,-6,10,0,0,11,0,0,0,41,0,0,3,47,194,239,0,0,0
female,2008,16,118470,0,-5,6,0,0,159,0,1,1.6666666666666667,56,0,0,2,0,0,0,0,0,0
male,2011,21,8471,1,-8,8,0,0,39,1,0,0,60,0,0,0,245,10,41,0,0,0
male,2010,3,2555,0,0,10,0,0,86,0,1,3,55,0,0,3,0,0,0,255,255,255
male,2011,17,1839,0,-4,9,0,0,23,0,0,1,109,0,0,2.5,0,0,0,255,255,255
female,2009,16,33676,0,0,11,0,0,158,0,0,2,72,0,0,2,153,153,0,238,238,238
male,2014,7,4986,0,-1,14,0,0,82,1,1,0,112,1,0,-2,137,201,250,0,0,0
male,2011,14,8334,0,0,8,0,0,10,0,0,0,112,0,0,2,0,0,0,192,222,237
female,2010,16,5396,0,-8,9,0,0,131,0,0,2,124,0,0,-1,146,102,204,255,255,255
male,2014,11,94642,0,-8,10,1,1,150,0,0,-2,45,0,0,2,0,0,0,192,222,237
female,2011,16,48077,0,-5,11,0,0,42,0,0,0,50,1,1,-1,53,175,180,255,255,255
male,2007,13,114,0,-5,9,0,0,36,0,0,1,129,0,0,-2,0,0,0,0,0,0
male,2009,2,102853,1,-6,9,0,0,158,1,1,-2,119,0,1,3,56,84,48,255,255,255
female,2009,14,31274,2,0,11,0,0,145,0,0,0,76,0,1,3,79,5,34,0,0,0
female,2009,16,4766,0,-10,15,0,0,76,0,0,0,130,0,0,-1,0,0,0,255,0,0
female,2013,14,89822,0,-7,8,0,0,25,1,1,0,85,0,0,-3,0,0,0,192,222,237
male,2014,7,36385,0,0,9,0,0,149,1,0,2,136,0,1,-5,136,37,48,211,210,207
male,2013,4,6459,0,2,11,1,0,127,1,0,0,50,0,1,1,221,46,41,0,0,0
male,2014,10,52489,0,2,13,0,0,44,1,1,3,139,0,1,3.25,141,226,166,0,0,0
female,2012,13,19451,0,-7,13,0,0,46,0,0,0,70,0,0,2.5,0,0,0,255,255,255
female,2011,15,6491,0,-7,11,0,0,22,0,0,0,109,0,0,-0.3333333333333333,196,42,134,255,255,255
female,2012,20,3614,0,-7,12,0,0,55,1,0,3,48,0,0,0,0,0,0,192,222,237
female,2009,8,9853,0,0,15,0,0,153,1,0,1,124,0,0,0,255,0,0,255,255,255
male,2011,20,52055,0,-5,12,1,0,3,0,0,0,57,0,0,-3.5,0,0,0,192,222,237
female,2011,12,8515,0,0,9,0,0,59,0,0,0,137,0,0,2,180,11,67,204,51,102
male,2012,15,4002,0,-4,14,0,0,67,0,0,0,131,0,0,0,0,0,0,192,222,237
female,2014,2,8797,0,10,12,0,0,87,0,0,-5,36,0,0,0,59,148,217,0,0,0
female,2014,15,28366,0,-8,12,0,0,129,0,0,3,81,0,0,3,0,0,0,192,222,237
female,2011,18,3602,0,0,13,0,0,156,1,1,2,65,1,0,2,0,0,0,255,255,255
female,2009,12,1644,0,0,9,0,1,155,1,0,0,87,0,0,-1,153,0,0,223,223,223
female,2008,9,33565,0,-6,8,0,0,43,0,0,0,118,1,0,-1.25,0,0,0,94,212,220
male,2011,20,2399,0,-8,13,1,0,143,1,0,-2,140,1,0,-1.6,59,148,217,238,238,238
female,2011,18,93024,0,-5,12,0,0,136,0,0,0.6666666666666666,93,0,1,0,59,148,217,0,0,0
female,2012,10,18467,0,-6,13,0,1,40,0,0,2,45,0,0,2,0,0,0,192,222,237
female,2009,14,85994,0,-5,7,0,0,23,0,0,-1.6666666666666667,83,1,1,-1,0,0,0,0,0,0
female,2009,9,19551,0,-5,13,0,1,130,0,0,-2.6666666666666665,71,0,0,-2,0,0,0,94,212,220
female,2010,13,22171,0,0,10,0,0,86,0,0,3,79,0,0,2,255,0,0,255,255,255
male,2013,10,123964,0,-4,15,0,0,159,0,0,2,105,0,0,-2,0,0,0,192,222,237
female,2012,10,5430,0,-10,15,1,0,139,0,1,3,105,0,0,3,0,0,0,192,222,237
male,2009,4,32264,0,0,13,0,0,74,0,0,0,64,0,0,0,31,152,199,198,226,238
male,2009,5,21262,1,-6,9,0,0,148,1,1,2,124,0,0,4,47,194,239,0,0,0
male,2011,13,23166,0,-4,14,0,0,63,0,0,3,49,0,0,0,51,51,51,255,255,255
male,2011,7,33193,0,-6,8,0,0,140,0,0,2,45,0,0,0,0,0,0,192,222,237
