BALANCE,BALANCE_FREQUENCY,PURCHASES,CREDIT_LIMIT,ONEOFF_PURCHASES,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
935.167278,0.636364,1757.91,1800,672,1396.253288,0,12
5.196923,0.545455,68.02,4000,0,97.363421,0.5,12
5543.972323,1,0,6000,0,1978.26824,0,12
77.684147,1,431.28,1000,0,108.523334,0.333333,8
226.78538,1,210.64,3500,210.64,176.886468,0,12
41.643083,1,212,1200,212,47.139699,0.083333,12
291.663664,1,129,5500,129,200.845446,0,12
1437.977941,1,229.94,1800,229.94,394.172631,0,12
213.205306,0.818182,2536.27,6000,370.5,154.476891,0.666667,12
2063.855487,1,220.4,2500,220.4,441.951462,0,12
13.649888,0.363636,129.16,15000,129.16,135.625973,1,12
8477.970766,1,4837.88,15500,2945.5,2794.373573,0,12
1117.00354,1,240,1200,240,1020.099462,0,12
198.815177,1,247.5,4000,0,249.335824,0,12
472.61828,1,4626.36,3800,2974,176.856716,1,12
1534.16579,1,0,1800,0,439.318862,0,12
2092.971853,1,0,2500,0,217.425205,0,6
1116.944017,1,182.64,1500,182.64,347.685591,0,12
2006.680789,1,121.93,4000,78.81,412.394326,0,10
251.715214,0.909091,2722.34,1200,1744.63,167.725809,0.777778,12
3334.683766,1,0,6000,0,1166.814409,0,12
1868.523786,1,27.89,2000,27.89,517.115912,0,12
1000.235038,1,79.41,6500,79.41,264.329249,0,12
1046.952264,1,504,1000,0,845.861144,0,12
1832.539694,1,1311.8,2500,1076.16,652.773095,0,12
59.35799,0.454545,608.8,6000,608.8,133.914917,1,12
48.068313,0.7,788.08,13000,448,85.608786,0.555556,10
570.657071,1,950.39,4000,540.36,254.640736,0,12
8040.732429,1,0,12000,0,2044.554634,0,12
1121.44991,1,219.4,1200,85,747.662321,0,12
1168.844004,0.454545,1310.31,3500,1310.31,1227.013099,0,12
12596.42194,1,0,14000,0,2946.488163,0,12
1000.931473,1,0,1200,0,290.949378,0,12
10.564262,0.545455,240.25,2700,240.25,110.128101,1,12
13.07784,0.454545,69.5,400,69.5,62.529499,0.1,12
2891.926512,1,561.25,7700,561.25,962.397668,0,12
1832.940008,1,1839.69,5000,914.19,602.380043,0,12
13.713339,0.636364,504.08,4500,137.9,76.110182,0.4,12
128.25396,0.818182,1105,2500,0,132.96663,0.636364,12
589.682566,0.909091,6398.73,10500,6398.73,183.239025,1,12
16.379412,0.454545,178.15,5000,0,89.613822,0.181818,12
492.265287,1,424.5,4000,0,292.596739,0,12
3458.708146,1,0,6000,0,752.177841,0.1,10
3285.196786,1,2830.48,8500,1182.2,856.787065,0.166667,12
1733.972492,1,147.96,1900,0,670.323657,0,12
577.30163,1,3702.79,5000,2940.9,183.73478,0.166667,12
19.548437,0.727273,266.56,4500,84,199.880942,0.857143,12
75.11232,1,0,7000,0,96.03536,0,12
420.215198,1,1681.1,2400,834.8,156.101823,0.181818,12
1396.800164,1,210.62,1500,210.62,442.117237,0,12
31.944612,1,408.01,7500,408.01,175.422323,0.909091,12
5693.979714,1,1338.72,9500,1338.72,1290.972218,0,12
1983.111978,1,1119.56,7000,1119.56,467.408433,0,12
490.157047,1,0,1200,0,183.96848,0,12
306.115129,0.454545,0,1200,0,155.681898,0.2,12
2001.407378,1,4793.35,2700,1131.42,4623.542177,0,12
10.386311,0.818182,171.6,4000,0,82.263245,0.454545,12
434.02839,0.636364,0,1800,0,122.902765,0.083333,12
1084.218952,0.909091,0,2000,0,366.406015,0.111111,12
79.345909,1,906.5,6000,0,180.755765,0.916667,12
2.872146,0.181818,37,3000,37,82.249496,0,12
2004.816462,1,20747.34,10000,13007.07,410.800069,1,12
2339.037958,1,1823.56,1800,0,16638.3541,0,12
4709.342642,1,1614.27,7500,1193.06,1207.45351,0,12
531.615661,1,3196.22,4000,2098.97,289.062155,0.166667,12
1017.086549,1,0,3500,0,309.461738,0.083333,12
2436.843864,1,2647.9,9000,2495,883.173758,0,12
1430.209699,1,1123.59,5000,361,438.620932,0,12
237.393795,1,1294.97,2500,0,166.187653,0.166667,12
639.73038,1,951.05,2600,785.05,227.955037,0,12
674.119098,1,3146.25,4000,449.1,189.152731,0,12
1049.768556,1,171.65,1200,55,381.650944,0,12
876.839962,1,147.82,1000,0,355.119488,0,12
31.870629,0.818182,192.92,5500,139.7,92.360868,0.090909,12
4931.203112,1,0,6500,0,1683.087205,0,12
5740.590335,1,8218.32,12000,8218.32,1338.187189,0,12
258.223705,1,2391.44,5000,1203.18,210.770458,0.333333,12
5686.466725,0.909091,177.35,8000,177.35,1724.337874,0,11
4988.093733,1,8581.29,10500,4640.84,1133.733957,0,12
84.377933,1,270,1200,0,175.78115,0,12
1234.235139,1,594.95,5000,509.95,368.290985,0.333333,12
931.866057,1,0,3700,0,252.620346,0,12
1281.936062,1,43,1500,43,287.394907,0,12
1032.812458,1,995.07,1400,806.07,340.568669,0,12
529.415371,0.5,0,1500,0,59.169474,0.142857,8
5850.1729,1,393.87,6000,0,2668.340809,0,12
5.761614,0.181818,75,3400,75,130.752133,0,12
34.017341,0.272727,494.6,4000,494.6,19.131945,0,12
81.311082,0.727273,851.38,8500,851.38,71.093469,0.25,12
152.758442,0.727273,276,1200,81,132.449236,0.142857,12
7659.19151,1,0,8000,0,2710.882339,0,12
2947.426082,0.888889,2257.28,8500,1179.8,717.268682,0,9
1371.488874,1,0,3500,0,413.345954,0,12
57.937789,1,450,4000,450,181.630966,0.25,12
3376.946886,1,0,9500,0,684.16893,0,10
5824.000984,1,1501.08,8500,0,2330.665551,0,12
2286.673155,0.818182,0,3000,0,648.459886,0,12
2608.512452,1,64.2,3000,64.2,957.631664,0,12
355.323994,0.636364,284.11,1500,284.11,265.343044,0.181818,12
907.680311,1,0,1200,0,229.658625,0,12
2493.134397,1,253,2900,28,1146.800921,0,12
231.90824,0.818182,711.8,8500,497.8,146.809491,0.111111,12
88.13353,0.909091,1400,7500,0,138.94938200000001,0.727273,12
1068.985549,1,0,1200,0,319.230878,0,12
722.689568,1,6493.25,3200,6454.25,221.688527,0.75,12
62.759232,0.545455,311.55,1200,311.55,86.934441,0,12
852.001697,0.727273,372.36,4000,0,262.219868,0,12
473.599403,1,524.7,1200,150.32,144.171824,0.25,12
567.055953,0.727273,0,6000,0,162.659753,0.6,12
597.416499,1,175.4,1200,0,201.610785,0.181818,12
3.005343,0.333333,0,1200,0,1.334075,0,9
2224.000236,1,2276.41,4500,1787.77,685.860574,0,12
83.564804,1,616,1000,0,135.473963,0.833333,8
19.589561,0.545455,299.84,3000,299.84,116.058011,0.8,12
1193.682005,1,445.18,1200,445.18,775.381032,0,11
2701.880978,1,0,10000,0,686.833751,0,12
8.820992,0.7,91.46,1500,91.46,46.086964,0,10
566.383268,1,1454.16,3000,1043.25,208.822523,0,12
7369.794134,1,411.2,8000,0,2670.980121,0,12
31.856254,0.545455,241,1200,0,101.527469,0,12
63.615822,0.545455,970.57,7200,970.57,123.734011,0.75,12
1172.183909,1,1700,8000,900,360.944075,0,12
374.405467,0.636364,1034.4,1200,249,174.443043,0,12
4.054657,0.727273,264.02,7000,264.02,55.272081,0.111111,12
1739.13388,1,191.98,2000,96,634.093114,0,12
229.667169,1,0,3000,0,131.179377,0.1,12
5259.14039,0.888889,2659.35,6000,813,4538.542583,0,9
1975.349966,1,1749.72,6000,1300.48,734.982596,0.083333,12
4265.241202,1,1499.12,4500,119.12,2439.534576,0,12
1488.113177,1,0,2500,0,549.725344,0,12
136.323936,1,289.9,9500,0,209.589155,0,12
69.795639,1,1293.04,7500,67.86,92.437942,0.7,12
28.59068,1,367.44,5700,0,151.126893,0.8,12
331.503219,1,332.74,2500,0,173.571302,0,11
4282.043906,1,1974.04,7000,1326,1942.567564,0,12
2083.9000809999998,1,0,5500,0,602.277885,0,12
1052.799075,1,0,1500,0,351.642621,0,12
2871.611936,1,2216.6,3500,0,4010.894978,0,12
1096.994956,1,0,2500,0,404.435634,0,12
1087.574994,1,0,1200,0,226.855527,0,12
3541.769505,1,0,15500,0,773.302151,0,12
339.566873,0.818182,2956.2,5500,1398.57,181.388411,0.375,12
1992.650296,1,20,7500,0,539.15281,0,12
1451.584485,1,1216.58,4000,561.9,318.083871,0,12
1107.099917,1,473.64,1200,0,556.905288,0,12
9061.787692,1,0,14500,0,2529.713215,0.083333,12
54.738397,0.909091,1326.75,1500,0,134.186632,0.818182,12
986.457953,1,1073.5,4000,101.85,264.908262,0,12
3277.092999,1,3936.51,10000,3249.14,812.766517,0,12
1496.580949,1,0,1600,0,1223.070301,0,12
30.350623,1,341.48,4000,0,178.836103,0.916667,12
208.707195,0.545455,2351.58,4500,2351.58,162.638519,1,12
1639.513143,1,1225,1900,651,1476.718269,0,12
10571.41107,1,7739.48,8000,0,76406.20752,0,12
1236.018537,0.909091,0,3000,0,359.715011,0,12
640.394092,1,2476.9,7000,2324.38,298.614416,0.083333,12
339.956112,1,2199.65,6000,815.15,242.28511,0.2,12
506.470396,0.555556,0,8500,0,183.18233,0.333333,9
42.075054,1,421.2,2000,0,177.457989,1,12
5118.492838,1,3848.92,12000,3247.26,1246.026053,0,12
2228.47847,1,979.11,2900,197.05,1330.385356,0,12
2679.811246,1,0,3000,0,1013.177624,0,12
37.427412,1,31.23,2500,0,82.129945,0.2,12
64.491497,1,855.99,3000,0,122.65321900000001,1,10
2070.627593,1,2564.08,8500,1165,628.433833,0,12
1607.053725,1,451.9,2500,335,482.831701,0,12
5088.216894,1,4381.86,7000,2825.56,1205.692287,0,12
937.086541,1,79,1500,79,213.991077,0,12
48.926154,0.272727,305.79,3000,305.79,41.54037,0,11
497.919885,1,1186.09,500,397,769.568121,0,12
1862.566976,1,1847.57,3350,841.59,624.9314,0,12
1893.053845,1,746.31,4200,487.27,735.695479,0,12
10.05473,0.454545,530,1000,0,49.080612,0,12
7677.565407,1,1240.04,8000,1240.04,2726.278972,0,12
1403.574083,1,1831.57,8000,697.94,325.34638,0,12
1425.175936,1,49.89,1500,49.89,330.552082,0,10
2019.768435,0.727273,326.64,3000,326.64,589.095389,0,12
1961.246269,1,0,2000,0,415.210454,0,10
1191.955492,1,0,1500,0,276.874306,0,12
344.543487,1,2219.53,5700,1432.86,183.251598,0.333333,12
1080.852036,1,0,1200,0,254.04276,0,12
12.597034,0.181818,99,1500,99,13.60646,0,12
5019.019126,1,1517.85,6000,1517.85,1085.111218,0,11
14.281926,0.875,245.85,1500,0,65.920948,0.25,8
1381.27484,1,71.8,3500,71.8,415.236204,0,12
229.461086,1,3669.72,13000,3669.72,217.919829,1,12
1307.177673,1,0,3000,0,375.080858,0,12
4408.242337,1,324.3,7000,324.3,1302.96803,0.166667,12
785.429991,1,0,1200,0,168.363818,0,12
1064.872909,0.363636,0,10500,0,671.319778,0.25,12
24.389998,0.181818,0,3000,0,54.765004,1,12
2739.711796,1,847.66,7500,765.8,718.558976,0,12
4.908888,0.454545,133.16,6500,0,111.554771,0.5,12
1471.640654,1,285.69,3000,285.69,421.667803,0,12
1241.882057,1,94,1400,94,456.550057,0,12
7496.171727,1,0,10500,0,3178.835456,0,12
49.074293,0.818182,330.25,2500,330.25,134.968858,0,12
1494.221853,1,356.62,1600,308.26,663.87709,0,12
1317.547661,1,1987.76,6000,1062.44,306.442797,0,12
158.919439,1,0,4400,0,173.790575,0,12
1908.403984,1,657.05,2000,0,915.822464,0,12
3632.344231,1,83.45,7000,0,1596.597441,0,12
9699.252383,1,0,10000,0,3897.073997,0,12
66.066065,0.818182,995.62,7500,402.79,133.12165100000001,0.5,12
700.100691,1,7244.98,6200,2457.47,197.28441,0.75,12
1215.047947,1,0,1500,0,315.206825,0,12
148.180803,0.818182,1200,8000,0,129.321856,0.714286,12
508.598624,1,0,11500,0,217.361776,0,12
480.596706,1,757.8,8000,0,166.714261,0,12
1869.125099,0.545455,158.2,6500,158.2,559.387332,0.090909,12
1654.369427,1,736.24,7000,480,518.201767,0.083333,12
1537.935236,0.818182,68,3000,68,709.872779,0,12
2543.005761,1,1900.63,4000,1900.63,786.205716,0,12
11206.78624,1,1257.77,15000,540.65,2522.629723,0.090909,11
308.769481,1,489.24,1000,0,207.644586,0.166667,12
3014.625246,1,0,6500,0,938.580888,0,12
1360.590356,1,2834.03,6000,1972.22,301.821505,0,12
62.440728,1,709.01,2000,709.01,170.422207,0.916667,12
2024.263677,0.875,56,2500,56,413.255193,0,8
2610.997575,0.818182,328.7,8000,328.7,935.303835,0,12
1592.354384,1,736.26,6000,425.62,336.850732,0,12
1689.238956,1,261.89,1700,139.19,1196.937133,0,12
203.499251,1,2115.76,4000,530,172.233875,1,12
1791.85654,1,71.38,3000,0,647.111708,0,12
5.626795,0.818182,374.4,1000,0,2.891346,0.090909,12
2305.006202,1,0,2500,0,699.416582,0,12
1138.014732,1,1170.48,4500,1170.48,247.32444,0.083333,12
80.762254,0.636364,861.9,6000,150,147.707838,1,12
814.085729,0.818182,0,3000,0,292.838637,0,12
444.630038,1,0,500,0,231.115707,0,12
5402.993017,1,0.01,12000,0.01,1998.26387,0,12
1237.510447,0.555556,0,3000,0,473.168189,0,9
289.512368,1,4185.94,6000,898.14,175.475265,0.909091,12
404.182321,1,3682.11,10000,2473.8,218.502255,0.833333,12
1714.896284,1,2000,2000,2000,348.836471,0,9
388.132417,1,0,1050,0,225.711121,0.083333,12
162.027905,0.818182,1045.84,1850,1045.84,171.522214,0.125,12
1801.084627,0.833333,0,10000,0,216.751158,0,6
4976.028578,1,900.87,5500,0,50260.75947,0,12
24.831137,0.636364,1909.13,2000,30,21.095616,0,12
3682.667737,1,2214.64,9000,1250.3,930.608759,0,12
629.946336,1,1832.92,6500,1832.92,231.1444,0,12
568.060722,1,1799.03,10000,1799.03,215.536534,0,12
300.395286,1,394.95,6000,277.95,175.28579,0,12
898.253159,0.857143,165.5,1200,165.5,481.804214,0,7
919.799915,0.857143,320.01,1200,69,673.698985,0,7
368.367166,1,1121.86,3500,169.2,195.611673,0.416667,12
25.950664,0.636364,231.25,4000,0,94.901424,0.090909,12
1817.618232,1,623.19,2800,0,867.218309,0,12
24.569042,1,532.93,3000,0,150.108154,0.8,12
5256.69533,1,188.6,9000,188.6,1452.249653,0,12
117.706441,1,718.44,3000,0,174.343817,0.333333,12
2707.058356,1,2018.13,7000,1545.23,661.487315,0,12
4917.162359,1,0,5000,0,1977.876309,0,12
272.717108,1,227.44,4500,227.44,191.312297,0,12
4708.26338,1,0,10000,0,1227.092304,0,12
82.029477,1,1126.32,9000,580.44,177.605867,0.5,12
9919.456275,1,740.75,14000,0,2912.794724,0,12
3258.237364,1,921.12,6200,521.14,1011.025921,0,12
61.115414,0.909091,239.71,700,0,130.741607,0.090909,11
1002.791997,1,0,1200,0,225.238271,0,12
2951.220065,1,0,8500,0,685.291892,0,12
1248.903628,1,518.31,1200,113.31,980.845115,0,12
793.167009,1,433.31,1000,200,430.485462,0,7
2368.338673,1,1307.18,9000,762.5,539.880492,0,12
7287.084204,1,0,7500,0,5255.006819,0,12
3764.89205,1,898.43,4500,479,1116.032132,0,12
14.775035,1,80.44,3000,0,81.263818,0.083333,12
306.460387,1,0,7000,0,171.809634,0.083333,12
1499.689937,1,159.96,4000,0,522.252346,0,12
2778.220254,1,0,3000,0,1449.354152,0,12
56.149055,0.909091,493.32,5000,149.93,153.842106,0.75,12
1924.657194,1,0,2500,0,715.614697,0,12
72.425884,1,655.68,1000,0,162.732686,0.333333,12
653.88103,0.909091,0,1400,0,271.728487,0,12
579.243601,1,505.48,1950,505.48,302.43456,0,12
95.259372,0.727273,43.3,7000,0,207.134146,0,12
551.580225,1,2955.91,8000,952.51,209.435975,0.25,12
1181.767566,1,153.95,6500,153.95,365.472319,0,12
11.834127,0.166667,272.9,6000,69.9,81.433073,1,6
1138.554361,1,831.89,1200,831.89,457.75848,0,12
9962.070262,1,7465.91,18500,6075.62,2207.068883,0,12
6416.448101,1,0,7500,0,2302.022679,0,12
2762.340044,1,2372.98,4500,2372.98,874.537967,0,12
926.458992,0.818182,6200.71,7000,5742.61,271.788449,0.142857,12
7474.408678,1,0,10000,0,1918.555864,0,10
287.884126,1,1545.03,6500,124.72,187.489659,0.25,12
170.617046,0.727273,350,3000,350,175.629153,0.142857,12
86.661044,1,709.98,1000,0,168.805075,0.166667,12
1541.743608,1,0,1600,0,428.150067,0,12
7558.010921,1,365.26,8000,188.56,4903.859993,0,12
6956.37654,1,11500.94,14000,3091.01,1617.014574,0.166667,12
99.256215,0.636364,1554.39,6000,1174.39,139.902685,0.5,11
376.15858,1,2724.76,8500,572.76,190.766768,0,12
380.517893,1,2590.27,2500,2102.46,173.164117,0.090909,12
1311.952719,0.909091,2092,5181.818182,1242,330.828719,0,12
548.252892,1,208.41,3000,208.41,154.96528,0,12
3.691925,0.363636,27.99,6500,27.99,56.066059,0.5,12
49.911409,1,178.4,2500,0,166.81518,0,12
18.549421,0.090909,132,19500,0,66.187935,0,12
4251.411617,1,0,5000,0,1322.626868,0,12
32.229139,0.727273,145.85,1000,0,130.725349,0.125,12
1226.152097,1,0,1200,0,1026.510864,0,12
1238.140283,1,56.38,1600,0,422.371745,0,12
153.643158,1,0,300,0,148.87441,0.083333,12
200.580245,0.727273,354,1200,354,217.875105,0.142857,12
2329.869472,1,1497.2,7000,1301.26,632.472511,0,12
5090.523925,1,1689.09,6000,0,2256.318292,0,12
2996.761878,1,3644.35,3500,3610.6,864.045134,0,12
1103.834373,0.363636,0,7000,0,410.666163,0,12
72.679836,0.545455,800.55,7000,586.55,147.859998,0.666667,12
4995.229116,1,1580.34,5500,1364.34,1485.721729,0,12
300.427627,1,443.71,1000,0,228.365901,0,12
1521.763256,1,312.15,1500,0,1458.363763,0,12
16.742181,0.545455,320,2500,0,65.554557,0.25,12
757.964752,0.875,157.4,1200,157.4,2638.59841,0,8
8315.894044,1,8391.55,8500,0,7912.050279,0,12
476.728349,1,462.75,5500,462.75,170.274498,0,12
776.919827,1,11522.9,4500,11146.28,237.006434,0.916667,12
245.336939,0.363636,909,3000,909,55.410769,0,12
18.745682,0.363636,872.7,2500,872.7,44.981723,1,12
7.106669,0.333333,27.98,2500,27.98,154.349034,0,9
1632.421395,1,993.96,6000,245.59,489.842903,0.090909,11
2439.976275,1,499.59,2700,0,617.276328,0,12
1315.478789,1,88.08,1500,0,321.319929,0,12
1454.09973,1,0,1500,0,493.392656,0,12
1695.40481,1,1641.48,7000,1377.06,629.237655,0,12
19.991586,0.875,144,1500,0,96.495473,0.8,8
3219.604215,1,4126.75,10500,4126.75,1113.256834,0,12
337.178513,1,3809.71,16500,3809.71,238.075524,0.916667,12
217.10156,0.818182,2953.03,5000,2953.03,118.209566,0.125,12
2124.826298,1,967.61,5000,397.61,477.542826,0,12
313.13311,1,49.09,6500,49.09,189.159601,0.166667,12
154.271153,1,1498.28,12000,667,189.406063,0.583333,12
7934.946009,1,1792.15,11500,1792.15,2184.394699,0,12
4183.77248,1,511.12,4500,278.6,2569.377585,0,12
4187.550741,1,0,4500,0,935.585513,0,12
58.565355,0.833333,386,1000,0,65.250637,1,6
8363.401152,1,1076.01,9500,1076.01,2608.291402,0,12
45.171225,0.636364,160,500,160,94.411065,0,12
440.676765,0.666667,0,1200,0,113.220269,0,6
7867.660015,1,507,8500,507,8644.138069,0,12
731.222335,1,0,1500,0,236.90696,0.090909,12
39.523885,0.727273,592.88,12000,451.18,120.742325,0.833333,12
1996.785925,1,212.64,2000,212.64,2669.122014,0,12
3114.988266,1,453.12,5000,453.12,1067.666256,0,12
2341.401664,1,0,3000,0,553.243869,0,12
2819.630553,1,0,3000,0,1147.376672,0,12
147.085066,0.818182,1381.14,2500,1027.14,128.626652,1,12
152.459665,1,1248.09,5000,829.45,210.906103,0.166667,12
1998.15597,1,348,9000,348,419.016946,0,12
290.246277,1,2617.61,2500,1342.69,164.864181,0.916667,12
2074.364799,1,1500,2200,1500,1436.215703,0,12
1773.323689,1,1423.71,5000,1423.71,423.078833,0,12
12.540151,0.363636,201,2500,104.5,142.198683,1,12
5796.622219,0.875,423.38,8000,223.38,1523.155003,0,8
3261.241461,1,0,6500,0,1588.441785,0,12
4228.71103,1,923.99,8500,0,1134.632482,0.25,12
8033.907466,1,159,9000,159,2568.327034,0,12
11.902047,0.818182,0,3000,0,5.03821,0.142857,12
7789.190958,1,1307.39,8500,84.45,2983.977594,0,12
8465.740449,1,1345.81,9500,226,2410.701385,0,12
151.194794,0.818182,2634.7,7500,2411.53,103.773786,0.5,11
3212.963003,1,0,3500,0,1044.358428,0,12
149.59894,1,2009.64,16500,206,150.495102,0.636364,12
39.718404,0.363636,525.17,8500,525.17,37.409861,0,12
99.523071,0.818182,955.87,13500,955.87,99.945036,0.666667,12
1837.047378,1,0,2000,0,599.972398,0,12
28.90195,0.363636,169.24,1200,169.24,42.777345,0,12
133.68751,1,1139.2,3000,0,116.355394,0.833333,8
1922.943603,1,110.8,3000,110.8,565.627471,0,12
653.931902,1,0,1200,0,274.518511,0.1,12
25.178303,0.727273,283.15,5000,0,101.894341,0.454545,12
3049.215189,1,390,3200,390,2729.078978,0,12
8073.983031,1,2153.11,9500,1326,2764.780103,0,12
1731.459785,1,288.47,1700,0,1361.538435,0,12
1150.724569,1,797.27,6000,482.31,261.521082,0,12
5376.083101,1,0,5500,0,12449.67391,0,12
992.615052,1,162.28,1000,0,462.345834,0,12
1360.029064,1,75.87,1500,75.87,544.816677,0,12
167.244974,0.272727,0,3000,0,248.788237,0.25,12
24.382156,1,366.6,2000,0,164.248719,1,12
1001.129965,1,0,1200,0,469.620367,0,12
108.766657,0.857143,750.19,2500,750.19,95.901909,0,7
3106.853852,1,0,6000,0,1069.874481,0,12
787.341687,1,2732.66,16500,2548.47,388.363232,0.166667,12
1075.768647,1,200,1200,200,290.977264,0,12
2270.22733,1,0,2400,0,974.797056,0,12
38.994955,1,431.52,7000,431.52,182.596244,1,12
1154.381343,1,2421.85,9000,468.65,422.043729,0,12
126.098257,0.8,387.66,1200,387.66,174.40662,0,10
61.657184,1,338.4,1000,0,135.392627,0.1,12
6371.35328,1,0,7000,0,3654.599824,0,12
6057.280526,1,2235.12,10500,1102.4,1494.385566,0,12
7005.310696,1,0,10500,0,1571.575974,0,12
4.598902,0.363636,51.16,3000,0,166.879157,1,12
59.264067,0.909091,203.08,2000,0,204.315088,0.272727,12
953.772248,1,747.62,2500,747.62,215.80096700000001,0,12
22.187914,1,0,3000,0,155.060934,0.083333,12
2118.77868,1,62.46,4000,0,448.013699,0,12
21.345298,0.727273,1019,4500,119,161.692199,1,12
4817.148022,1,0,8000,0,2642.808941,0,12
452.951976,0.454545,3649.83,7500,3649.83,164.503829,0,12
41.25567,0.454545,297.4,6000,297.4,173.255085,0.333333,12
107.600851,1,1461.15,7500,1034.03,193.531249,0.833333,12
9.431309,1,80.44,2500,0,67.789985,0.5,12
4768.062736,1,374.81,7000,333.2,1589.293892,0,12
244.653051,1,1181.03,4500,607.4,181.476998,0.5,12
268.966315,0.727273,784,10500,659,159.17308,0.166667,12
1411.914825,1,0,1500,0,423.779107,0,11
183.992665,0.818182,1402.4,7200,1140.5,239.059144,0.142857,12
19.491307,0.363636,0,1200,0,9.550733,0.5,12
3153.251957,1,3398.12,3000,95.84,4255.297059,0.166667,12
534.168335,0.909091,3916.8,3000,2170.37,144.195071,0.571429,11
6313.362606,0.909091,0,10000,0,1246.208875,0.090909,11
531.269205,1,33.4,3700,0,170.113751,0,12
3699.694691,1,0,4000,0,1698.5381,0,12
451.23106,1,1293.7,1200,725.6,204.619343,0,12
591.103032,1,626.69,2500,626.69,311.637186,0,12
253.640197,0.909091,2607.88,4000,1142.96,154.583752,0.583333,12
4222.928545,1,0,8000,0,1295.228551,0,12
884.230978,1,0,1200,0,216.195821,0,12
237.344299,1,1266.03,1800,170,189.433393,0.5,12
398.726283,1,393.49,600,393.49,213.548011,0,12
6991.964344,1,1384.92,13000,0,2308.020257,0,12
38.792757,0.636364,1115.92,3500,0,85.99372,0.272727,12
200.988312,0.181818,0,2500,0,332.480788,1,12
2173.970603,1,0,2400,0,1043.148468,0,12
158.878732,1,738.65,7500,0,170.492035,0.166667,12
1464.636143,1,0,1500,0,477.001326,0.090909,12
190.962339,1,2161.22,5000,2161.22,148.790482,0.222222,12
6983.408463,1,0,7700,0,25697.63772,0,12
58.83251,1,551.93,2500,0,194.026175,0.75,12
3046.937141,1,0,5000,0,673.513777,0,12
1396.279238,1,3380.44,3500,1449.92,385.003688,0.083333,12
975.252077,1,1146.74,1000,796.74,252.66907,0,7
1622.84216,1,248.74,2500,0,384.449529,0,12
3899.763741,1,0,6500,0,1454.215974,0,12
2719.639153,1,715.81,10000,715.81,724.758705,0,12
347.226798,1,1535.49,1000,1203.69,149.966517,0.25,10
8.172299,0.636364,114,2700,0,44.25482,0.545455,12
8248.178009,1,1788.84,18000,0,2149.990102,0.166667,12
289.353197,1,461.68,4500,201,183.50739,0,12
38.91624,1,358.49,2500,0,141.652641,0.3,12
810.739995,1,86.9,7500,86.9,210.961925,0,12
438.337653,1,1867.9,6500,1424.87,204.87751600000001,0.083333,12
101.083401,0.909091,553.36,3000,140,56.937337,0,12
1300.793883,1,1282.2,1200,0,1230.452069,0,12
1418.838078,1,0,1500,0,519.49072,0,12
2042.585017,0.857143,498.96,2500,0,1517.202791,0,7
218.948323,1,1858.33,4500,1380,177.124786,0.5,12
115.467669,0.545455,354,16500,354,211.04268,0,12
199.462047,1,1296.2,1800,745.82,110.486344,0,12
143.737177,1,1456,2500,361,139.685178,0.818182,12
45.45702,0.909091,175,1200,175,223.193529,0,12
1089.795044,1,0,1200,0,331.10383,0,12
19.946102,1,450,1000,0,131.349565,1,10
626.213492,1,0,1200,0,473.448279,0.25,12
1849.017387,1,0,2500,0,837.7785,0,12
2992.591246,1,0,3500,0,825.529474,0,12
2021.514867,1,1582.84,2500,1554.89,486.702058,0,12
2122.066396,1,0,3000,0,515.520727,0,12
4.417273,0.181818,27.42,1800,0,175.836378,1,12
825.347767,1,0,1200,0,217.958559,0,12
87.462633,0.454545,0,2000,0,114.91159,0.333333,12
1223.909602,1,607,1200,607,906.697643,0,12
83.930127,0.727273,1027.64,6000,1027.64,106.407569,0.5,12
1241.025652,1,0,1800,0,405.72085,0,12
268.797746,1,70,1000,0,229.157988,0,12
451.404363,1,2196,1800,2154.34,184.805024,0.166667,12
160.873814,0.666667,480,1500,480,86.542118,0,6
982.566805,1,282.39,1000,0,935.878792,0,12
4070.500764,0.833333,710.8,4900,140,3231.905456,0,6
1048.892643,1,0,1100,0,598.910658,0,12
507.076999,0.857143,0,1500,0,257.650259,0.25,7
158.634812,0.909091,1765.38,9500,84.8,135.26688,0.666667,12
976.370187,1,0,1600,0,429.217423,0.166667,12
5.336222,0.272727,57,5000,0,124.16248,1,12
3363.288511,1,1123.42,4500,865.78,948.702747,0,12
1475.396878,1,5055.77,1900,2931.91,1879.122243,0,12
15155.53286,1,717.24,18000,717.24,3843.924668,0,12
782.392041,1,8168.9,16500,3000.97,232.694923,0.916667,12
3157.715309,1,548.79,3500,548.79,852.200705,0.083333,12
872.07108,1,853,4000,0,276.484296,0,12
1904.495561,1,4044.14,6700,2961.8,520.454965,0,12
1186.287841,1,115.5,1200,115.5,356.432463,0,12
3838.312836,1,0,9500,0,1076.233929,0,12
5975.063353,1,345.3,6500,345.3,2784.103858,0,12
2005.438728,1,956.05,2500,818.73,592.444909,0,12
6749.994904,1,0,11500,0,4974.373221,0,12
6.127959,0.636364,82.85,3500,0,108.827629,0.4,11
1994.694769,1,248.75,6000,248.75,562.654151,0,12
7404.850748,1,0,11500,0,1633.85526,0.083333,12
6950.583049,1,400.98,12500,0,1704.533297,0,12
5976.796897,1,1194.52,6000,0,2670.210603,0,12
19.846569,1,0,1200,0,97.986182,0,7
