nonViolPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
3635.21,19478,2.55,4.59,94.24,0.88,0.3,12.75,25.3,11.55,12.42,0,0,29032,76.51,1.01,43.23,28.76,5.61,18.56,35363,12800,12986,8650,11563,17089,15636,1885,9.83,7.74,23.52,16.92,4.52,63.18,35.67,20.19,19.39,26.79,10.05,23.16,13.65,11.97,3.06,75.67,73.5,81.63,77.69,61.32,70.5,296,1.99,261,37.93,37.93,40.23,44.44,0.51,0.51,0.54,0.6,96.67,0.44,3.38,2.39,2.51,2.63,2.31,65.83,1.14,41.36,3,357,95.54,62.83,2.52,33.05,1957,6.14,0.29,47200,60300,80500,33300,218,303,371,153,387,24.4,16.1,12,0,0,1.34,78.51,54.12,84.38,93.15,8.9,2189.3,0.55,0
5411.19,13800,2.54,12.49,78.85,6.59,4.64,12.83,29.41,14.12,9.56,13800,100,36864,83.23,0.15,49.32,22.02,2.13,16.48,42844,17679,18609,13072,22807,17274,10591,672,5.14,5.91,14.77,26.1,4.16,70.74,12.04,22.04,8.47,33.61,8.25,33.04,12.57,10.45,3.05,81.05,81.36,94.51,76.37,54.36,66.99,270,3.29,1448,13.26,24.31,39.64,45.37,1.39,2.55,4.16,4.76,84.49,2.19,3.57,2.28,2.39,2.67,2.16,50.37,2.74,66.14,2,651,89.32,45.11,0.77,26.27,1966,0.51,0.26,136900,166700,210100,73200,476,558,631,155,613,25.1,24.1,14.7,51,1,10.49,46.01,42.34,68.54,74.09,6.1,2251.7,2.34,0
4399.57,10733,2.52,4.7,94.74,0.35,0.41,13.16,24.8,11.99,17.32,0,0,16810,63.09,1.63,31.86,39.39,13.24,15.65,23064,10109,10255,7738,8318,5313,1598,2162,22.25,31.9,43.59,14.98,5.82,45.7,15.18,26.89,13.76,24.74,10.31,29.12,14.13,12.45,2.89,66.1,63.17,73.48,76.31,45.8,62.06,198,1.95,42,0,9.52,11.9,35.71,0,0.04,0.05,0.14,98.58,0.32,2.91,1.9,2.29,2.36,2.19,58.97,1.39,52.62,2,376,91.88,57.22,0.53,46.01,1959,10.45,0.67,26900,40900,61800,34900,137,197,245,108,247,25.5,16.1,12.1,6,0,0.39,80.01,53.86,86.1,94.01,10,1074.2,1.05,0
5753.71,69101,2.67,9.93,85.14,4.12,1.31,26.06,45.3,32.02,7.48,69101,100,22059,82.93,1.76,45.96,16.91,4.87,10.49,34598,12452,13355,6933,11495,7637,9915,13195,22.42,5.02,12.8,44.98,4.91,60.7,6.25,44.51,7.78,35.91,7.46,50.96,10.34,8.97,2.93,70.25,67.89,82.87,62.6,69.78,74.98,1903,5.69,4162,40.92,55.89,62.88,71.48,2.46,3.37,3.79,4.31,91.64,1.57,3.23,1.83,2.27,2.54,2.06,48.96,2.44,55.05,2,1710,93.79,43.76,2.92,26.67,1969,3.85,0.16,54200,73400,101600,47400,234,306,378,144,382,29,17.9,11.9,57,3,6.02,59.86,27.44,52.34,80.9,45.9,1504.7,1.29,0
2248.71,19564,2.49,3.91,90.9,3.35,3.99,11.41,25.94,11.05,8.67,19564,100,45303,86.57,1.02,58.19,17.18,1.48,19.69,52913,20032,20343,17082,25788,16632,15190,809,4.18,1.93,8.47,35.22,3.59,70.1,27.24,21.1,6.18,42.35,8.46,24.7,11.14,9.82,2.95,84.17,81.74,95.99,83.15,55.75,67.8,90,0.68,1011,8.8,12.46,18.79,28.29,0.45,0.64,0.97,1.46,91.51,0.78,2.65,1.89,2.47,2.72,2.03,69.7,1.73,34.79,3,514,93.86,63.13,0,18.09,1978,1.72,0.08,69000,85000,106700,37700,344,412,536,192,483,19.9,17.9,11.6,0,0,5.17,50.07,48.61,71.51,82.27,11.8,1662.5,0.05,0
1885.01,23648,2.68,1.21,96.68,1.64,1.15,12.98,23.98,11.43,9.26,23654,100,53768,85.12,0.5,64.57,21.25,1.98,18.35,62589,24403,24669,4637,57733,18023,26592,335,1.44,2.24,10.92,35.87,3.91,68.2,26.51,25.89,8.2,38.05,7.11,26.86,8.1,7.61,3.09,90.06,89.41,97.91,90.54,60.55,66.3,60,0.37,1019,7.46,9.22,12.27,13.84,0.32,0.4,0.53,0.6,94.81,0.7,2.95,2.26,2.64,2.84,1.75,88.01,0.66,32.55,3,396,95.7,81.93,0.25,19.19,1971,0.2,0.09,95400,127200,185400,90000,438,479,525,87,517,25,18.2,14.5,0,0,4.31,73.18,55.97,85.18,93.96,16.5,1433.9,0.25,0
5030.12,41832,2.57,0.92,97.32,0.43,3.8,12.82,26.11,11.91,13.48,41832,100,30638,74.92,0.34,39.64,32.94,7.2,23.56,36016,13338,13338,12804,12085,6830,12954,3557,8.53,10.39,32.44,6.77,7.78,57.41,26.53,17.79,22.69,14.58,10.39,28.63,12.81,11.67,3.1,74.68,72.53,83.69,81.52,54.94,64.36,496,1.47,1659,2.89,3.68,6.15,9.76,0.11,0.15,0.24,0.39,92.33,0.68,4.37,3.12,2.57,2.68,2.16,81.89,2.18,41.67,3,506,96.98,78.45,1.19,23.52,1953,1.94,0.2,36800,44500,54800,18000,302,370,430,128,432,23.8,16.3,13.8,0,0,3.97,74.22,64.78,93.89,96.19,6.1,6903,1.21,0
2084.49,35308,2.87,0.78,96.6,2.36,0.95,14.25,23.88,11.21,7.39,35308,100,50916,88.65,0.87,60.49,18.87,1.77,12.92,56332,20217,20093,25393,6755,24115,14683,810,2.3,2.44,10.46,30.22,3.59,70.84,21.26,23.15,9.04,35.96,6.04,23.62,7.46,6.77,3.25,89.99,89.26,95.83,92.84,55.86,66.02,191,0.79,1911,7.74,15.02,18.16,22.14,0.42,0.81,0.98,1.2,92.14,0.93,4.1,3.32,2.87,3.07,1.93,88.1,0.72,24.91,3,815,93.78,82.36,1.96,13.25,1975,0.48,0.19,94600,117300,144300,49700,365,414,472,107,457,24.6,20.2,11.6,0,0,5.41,72.95,55.44,83.04,90.47,25.5,1382.8,2.9,0
5011.24,90454,4.05,54.83,10.58,1.93,43.68,18.39,33.51,16.8,5.42,90454,100,24971,75.99,0.49,10.1,20.57,23.3,13.91,25699,7842,6065,9881,7329,5246,5097,24460,27.5,25.38,48.77,6.16,14.33,50.57,29.44,19.62,29.42,13.13,9.79,42.87,16.19,13.12,4.31,55.63,47.16,60.35,63.49,46.33,53.92,9449,12.5,24239,17.5,28.64,40.16,57.02,4.69,7.68,10.76,15.28,58.36,16.67,27.96,23.55,4.02,3.87,4.21,54.77,35.26,62.79,2,916,96.06,56.84,10.59,36.14,1955,8.07,1.27,86200,108000,133600,47400,371,477,586,215,549,34.8,27.1,13.2,39,82,26.8,48.01,54.33,91.3,92.7,10.5,8588.5,6.38,9.52
3130.42,45532,2.85,2.65,95.72,1.04,2.28,11.86,27.51,12.36,9.76,43944,96.51,44635,84.94,0.71,50.24,24.74,3.78,18.37,48757,16723,17014,8297,13171,12425,11655,1262,2.89,6.55,21.62,17.59,4.01,68.24,26.12,16.06,13.94,24.73,7.02,32.45,9.76,8.38,3.13,81.96,79.92,91.04,80.39,63.59,75.19,413,1.3,2377,9.38,11.7,17.12,27.01,0.49,0.61,0.89,1.41,90.41,0.92,4.08,3.15,2.73,2.86,2.29,79.94,1.23,32.43,3,629,96.21,76.15,0.16,29.89,1960,0.89,0.13,128000,143400,164700,36700,394,563,676,282,668,24.8,22.6,13.1,8,1,5.22,47.43,60.3,83.68,88.85,34.6,1314.3,1.28,0
2302.85,13243,2.81,15.02,79.03,0.72,14.12,12.24,26.41,11.93,11.84,13243,100,32633,75.17,0,37.44,29.38,6.96,18.85,38709,13541,14604,9636,20999,9435,9376,1492,11.46,12.85,29.68,15.87,7.29,57.89,22.99,20.38,14.85,22.37,8.68,36.32,12.17,10.45,3.21,68.63,65.04,82.08,66.17,60.87,67.45,704,7.22,923,8.56,22.21,28.17,33.91,0.6,1.55,1.96,2.36,83.49,2.71,6.15,4.38,2.68,2.81,2.49,62.42,4.24,46.54,3,318,93.69,59.52,4.4,48.74,1943,6.97,0,101100,119500,142000,40900,300,440,554,254,501,27.1,24.8,15.3,48,0,6.97,76.87,55.49,78.8,93.03,4.9,2699.3,4.14,0
5127.6,44962,2.41,8.9,89.54,0.68,1.73,13.66,26.91,12.51,12.11,44962,100,26272,74.48,0.58,37.7,28.81,8.04,21.93,32084,12619,12735,11641,9515,14163,7417,7268,16.45,9.51,25.97,13,8.22,57.67,33.01,19.79,20.35,20.46,13.22,25.45,17.49,15.55,2.98,65.16,62.3,67.5,68.28,59.71,67.18,1096,2.83,645,5.58,7.29,9.92,17.83,0.08,0.1,0.14,0.26,96.39,0.63,3.5,2.3,2.37,2.47,2.21,65.28,1.87,51.24,2,1676,91.76,62.74,5.19,43.44,1954,7.65,0.29,31200,42400,58900,27700,209,276,340,131,357,26.1,15.3,12.7,69,0,1.43,74.52,53.78,86.28,93.2,14.9,3013.5,0.12,8
2121.46,24825,2.67,0.44,98.58,0.82,0.76,11.38,24.48,11.5,13.95,24825,100,43960,79.37,0.62,53.39,29.94,5.4,16.68,51815,19009,18976,14491,60121,27053,22771,1025,4.16,4.36,13.31,26.03,6.39,65.88,16.68,26.72,8.68,33.73,5.79,31.81,8.44,7.2,3.16,83.67,83.39,92.16,81.37,61.2,70.55,96,0.53,1131,0.53,2.12,5.39,10.26,0.02,0.1,0.25,0.47,94.28,0.86,4.47,3.25,2.64,2.89,2.01,78.05,0.69,38.31,3,224,97.65,71.22,1.34,24.55,1945,0.24,0.34,164800,190600,230800,66000,442,607,722,280,673,24.9,22.5,14.7,0,0,4.56,82.44,70.63,90.24,95.7,7.7,3208.9,7.37,0
4498.47,51555,2.63,0.38,92.74,1.23,11.09,13.28,25.97,11.43,8.66,51524,100,32534,83.17,1.11,43.44,20.12,4.42,12.66,37968,14037,14483,11807,10866,9799,7202,3984,7.82,6.1,15.48,20.45,5.98,68.92,23.61,18.79,13.99,26.2,10.78,25.04,14.55,12.75,3.11,76.18,74.61,82.98,79.27,62.01,70.8,641,1.68,1970,14.01,24.16,32.89,45.03,0.54,0.92,1.26,1.72,91.09,1.66,4.25,3.04,2.61,2.74,2.39,65.38,2.89,40.55,3,910,95.56,62.23,1.1,21.43,1973,3.95,0.32,70800,85900,102400,31600,322,392,490,168,466,25.5,22.6,13.7,0,0,3.82,39.89,43.09,74.15,83.89,13.6,3786.4,1.68,0
3804.64,44822,1.96,2.31,95.96,0.89,5.44,5.29,14.64,6.73,44.41,44822,100,26703,51.4,0.33,54.87,61.12,3.32,23.59,31567,18012,18207,14211,5975,11321,12623,2580,5.79,7.18,24,14.2,5.82,39.44,9.43,18.97,7.36,25.27,6.8,16.96,8.48,7.72,2.37,76.36,72.93,90.65,71.86,61.01,71.06,198,0.51,6075,5.76,9.83,12.53,17.65,0.78,1.33,1.7,2.39,84.55,1.68,0.96,0.61,1.94,1.91,2.08,76.73,1.51,81.47,2,3235,87.62,78.25,0.4,31.93,1978,0.86,0.16,63000,77600,99100,36100,496,557,644,148,633,29.3,23.3,12.4,0,1,13.55,8.6,47.15,72.91,77.64,11.9,3765.3,0.69,0
4510.59,37649,3.01,7.85,70.52,5.42,26.83,12.41,27.18,11.59,7.86,37649,100,31702,79.69,0.97,35.24,20.36,11.15,17.83,35321,13384,14655,17088,9983,10533,8647,5275,15.07,8.98,21.56,14.22,7.34,58.67,16.04,18.09,12.66,21.47,13.2,31.24,16.55,14.78,3.28,69.23,65.94,75.68,69.62,54.79,64.36,1288,4.9,5057,23.12,30.93,37.83,50.07,3.1,4.15,5.08,6.73,77.2,6.6,8.45,6.13,2.81,2.75,2.88,50.72,10.88,50.63,2,757,94.29,51.86,0.26,17.17,1969,4.54,0.35,122500,144600,172100,49600,377,463,579,202,514,28.7,24.3,11.6,21,119,13.43,46.28,35.92,74,84.82,11.6,3233.3,0.41,0
5117.28,19801,2.87,1.4,97.26,0.59,1.28,26.77,42.55,30.67,11.83,0,0,22550,74.96,0.14,41.8,30.83,8.94,16.15,31760,10033,10174,4948,7439,9750,5006,3365,20.2,8.31,24.93,21.78,6.3,52.39,21.08,35.45,15.74,28.72,9.37,46.72,10.42,9.96,3.02,67.16,65.24,68.15,69.92,62.26,71.03,303,2.49,664,11.14,13.55,18.83,21.23,0.37,0.45,0.63,0.71,94.09,0.63,3.84,3.17,2.41,2.59,2.25,49.13,1.46,49.62,3,368,94.94,45.64,3.8,33.15,1939,8.35,0.11,52900,67000,83500,30600,245,326,397,152,390,29.3,19.8,15,43,0,3.35,81.57,41.64,66.23,94.42,4.1,4879.5,0.96,0
3813.53,53418,2.76,0.82,97.6,1.26,1.86,14,24.96,14.22,15.01,49020,91.77,55752,78.41,0.75,64.8,30.55,2.55,20.14,65070,26895,27083,17948,17288,17807,18958,1837,3.61,5.24,13.43,40.91,4.16,61.91,16.45,28.67,6.37,42.91,5.29,31.6,8.23,6.86,3.04,85.36,84.54,96.21,80.48,49.2,62.96,176,0.46,4215,9.44,13.59,18.24,22.75,0.75,1.07,1.44,1.8,89.65,0.7,3.3,2.69,2.63,2.69,2.38,82.21,0.64,26.09,3,833,95.88,80.31,0.36,51.02,1954,0.18,0.09,203100,253600,360700,157600,570,769,1001,431,895,26.6,23.5,15.1,22,8,7.89,51.13,63.77,83.14,85.58,31.1,1716.6,7.24,1.01
3488.61,21744,2.54,2.87,95.01,1.76,0.75,23.78,40.9,28.8,11.64,0,0,20646,76.16,1.5,35.02,27.15,6.06,12.98,29465,11852,12110,6430,3780,7612,11597,3609,18.95,17.77,30.36,24.39,6.58,56.55,19.84,25.94,15.43,26.68,8.51,42.81,12.23,10.4,2.82,73.55,71.23,86.57,78.14,63.64,72.4,178,1.35,624,31.57,40.06,51.28,60.1,0.91,1.15,1.47,1.72,95.08,0.44,2.18,1.37,2.23,2.37,2.09,53.42,1.38,48.33,3,721,92.23,50.29,0.83,27.32,1971,5.97,0.42,45300,62000,89200,43900,188,246,315,127,317,26.3,17.9,11.8,0,0,2.87,68.69,36.93,61.48,88.19,21.3,1022.8,0.12,0
3668.03,23330,2.94,7.36,88.58,2.67,3.69,17.84,34.05,18.86,6.76,14937,64.02,41944,87.6,0.57,36.52,18.29,3.11,12.87,45986,16302,16234,17942,15871,16840,12351,927,4.35,5.04,18.12,20.42,4.1,69.92,5.53,17.93,9.45,23.81,8.22,36.33,10.33,9.3,3.13,79.01,75.91,88.27,78.78,63.41,71.3,330,2.48,970,6.08,13.09,25.46,28.87,0.25,0.54,1.06,1.2,90.82,1,4.35,3.14,2.69,2.8,2.45,71.76,2.19,47.98,3,932,89.49,68.94,0.86,38.3,1982,1.68,0.42,86200,111300,142800,56600,548,619,675,127,727,24.3,23.1,12.8,0,0,4.16,62.31,40.26,66.89,88.65,93.6,249.1,1.66,0
5314.62,18458,2.52,26.61,69.13,3.82,1.07,22.18,42.14,28.41,7.93,0,0,16749,81.7,1.37,36.5,16.88,8.9,9.93,28109,10198,12492,4851,22680,4799,7358,5935,33.53,8.08,20.46,41.21,6.7,56.26,12.23,43.25,9.76,36.6,5.28,50.13,10.1,7.7,3.03,63.87,59.44,75.51,62,66.54,70.57,1336,11.52,842,50.83,68.05,80.05,87.17,2.32,3.1,3.65,3.98,93.55,1.61,4.44,2.56,2.4,2.61,2.24,46.87,4.23,52.15,2,444,94.29,43.07,13.51,38.06,1973,7.74,0.19,43000,59600,81000,38000,176,259,329,153,332,34.9,17.5,12.2,0,0,4.56,68.93,38.8,61.1,84.2,13.3,1384.9,0.62,0
4193.25,26540,3.62,6.85,86.16,3.44,8.26,23.9,45.2,31.94,11.86,26540,100,47790,71.68,1.19,61.52,30.93,4.04,25.71,58074,21972,23701,10450,11328,12798,13588,688,4.07,2.13,5.88,39.25,1.71,75.39,8.47,27.71,3.93,43.73,7.79,55.51,13.95,9.8,2.79,80.21,80.06,92.05,75.41,60.56,70.42,62,0.49,2368,20.02,28.67,42.02,48.27,1.79,2.56,3.75,4.31,87.14,1.29,3.17,2.02,2.28,2.29,2.26,50.42,2.39,54.77,2,1818,80.12,50.16,0.17,28.88,1966,0.42,0.07,337500,452500,500001,162501,581,746,1001,420,805,27.9,27.6,11.4,0,0,8.92,20.38,26.25,43.63,53.27,8,3324.1,6.26,0
5090.9,30771,2.54,1.18,96.5,1.09,2.78,13.03,26.38,12.74,12.56,30771,100,36526,78.12,0.38,48.72,31.6,3.58,21.39,42390,15485,15455,20241,11287,14832,13480,1405,4.62,9.21,26.23,9.53,6.09,60.66,28.36,15.96,19.63,19.64,9.6,29.12,11.04,10.35,3.09,80.05,77.41,90.06,80.11,59.18,67.07,239,0.97,1709,5.5,7.31,12.35,13.17,0.31,0.41,0.69,0.73,90.79,1.13,3.89,2.7,2.52,2.82,1.8,78.71,2.02,43.99,3,376,96.99,70.24,0.27,11.17,1959,0.78,0.06,47000,58700,72100,25100,384,447,503,119,503,21.8,16.4,13.4,0,0,5.55,75.09,64.4,93.82,96.57,7.1,4331.5,0.96,0
11175.31,54827,2.54,2.4,82.55,1.28,16.26,13.62,26.63,13.18,14.18,54831,100,22189,69.5,1.1,37.63,32.55,11.54,16.27,27723,11593,12836,8180,7747,5612,4690,10742,20.18,14.07,29.06,16.5,9.92,53.41,13.01,26.58,16.04,24.98,12.05,29.5,16.22,14.25,3.09,65.71,62.77,66.84,75.64,56.05,66.47,1693,3.64,4844,21.37,34.54,42.84,52,1.89,3.05,3.78,4.59,84.2,4.83,6.65,4.3,2.47,2.53,2.4,54.65,6.81,56.36,2,1372,94.03,53.29,5.39,27.41,1958,7.59,1.1,40900,56700,76300,35400,221,283,352,131,346,26.8,17.6,12.4,129,10,8.83,53.63,44.13,81.32,89.01,15.5,3538.1,1.43,0
3927.92,10704,2.61,0.74,98.63,0.36,0.71,12.74,26.37,11.77,13.85,0,0,30650,80.25,1.11,51.28,28.78,3.54,14.16,35818,13273,13322,5847,18000,7070,2651,546,5.22,16.88,25.05,14.01,3.64,66.79,31.38,19.05,24.54,20.52,7.29,24.89,9.07,8.24,3.12,81.77,82.09,85.6,83.23,82.87,79.76,65,0.73,101,52.48,52.48,52.48,52.48,0.5,0.5,0.5,0.5,97.31,0.26,4.51,3.2,2.55,2.73,2.14,74.13,1.66,45.25,3,239,94.49,69.16,1.67,28.87,1960,1.68,0.39,50800,63600,83000,32200,218,286,357,139,378,21.9,19.7,11.7,0,0,0.94,85.3,53.15,80.28,93.95,7,1519.6,0.29,0
6622.58,11216,2.4,2.89,93.58,0.8,5.59,12.94,26.86,12.6,13.3,11216,100,26179,72.43,0,31.85,32.4,9.7,22.55,30172,12785,12732,17757,12891,17728,7852,1354,12.12,11.85,37.57,5.39,8,54.62,24.94,14.91,23.73,14.19,14.59,31.45,15.85,15.25,3.02,63.7,63.09,71.22,67.93,45.93,62.45,385,4.29,686,14.43,16.91,18.08,22.74,0.88,1.03,1.11,1.39,91.09,1.95,4.55,2.96,2.4,2.61,2.04,69.36,3.38,54.16,2,232,95.27,63.9,2.16,34.48,1952,4.09,0.14,30900,37600,45700,14800,269,342,400,131,416,25.7,15.3,14.3,0,0,6.12,70.82,60.46,92.82,94.74,2.9,3905.3,1.63,0
2316.86,27291,2.43,5.93,93.13,0.74,0.69,10.59,19.79,8.65,15.95,27291,100,42113,77.21,0.67,64.46,32.88,1.6,20.23,51118,22058,22812,10865,37107,15428,14510,760,2.82,5.18,11.77,42.87,3.12,63.68,15.37,32.46,6.02,42.65,7.38,24.35,11.62,9.71,3,81.26,80.46,94.64,70.38,58.62,67.7,139,0.66,577,7.45,8.84,13.34,25.65,0.16,0.19,0.28,0.54,95.61,0.62,3.73,2.55,2.41,2.55,1.9,82.6,0.78,39.64,3,487,95.84,77.96,1.64,34.09,1955,0.12,0.03,77400,100500,148300,70900,376,469,542,166,558,22.9,17.6,11.8,0,0,2.11,66.64,62.96,84.26,91.96,9.3,2921.9,1.54,0
3029.39,23788,2.57,1.82,95.3,1.85,0.95,10.97,26.07,11.27,11.6,23788,100,37093,84.49,0.68,50.33,24.37,2.93,17.4,40764,15820,15988,13191,15546,9965,14860,906,3.85,3.86,13.24,17.42,4.76,70.8,24.19,21.56,14.87,24.42,8.26,28.55,11.44,9.9,2.97,79,78.3,91.9,80.7,73.19,80.17,169,0.9,580,14.48,17.07,19.31,29.31,0.35,0.42,0.47,0.71,95.27,0.42,3.19,2.32,2.55,2.72,1.95,82.63,1.76,40.5,3,269,97.18,77.33,0.74,14.5,1958,0.22,0.23,67000,78000,91300,24300,422,478,551,129,504,24.5,20.3,11.8,0,0,2.44,75.74,61.47,86.26,93.36,6,3993.4,3.31,0
2489.79,12805,2.53,1.07,92.13,5.3,7.3,11.64,27.15,12.11,13.45,12805,100,43365,83.54,0.45,55.41,27.84,4.94,17.24,50622,19197,19387,20251,14046,17467,17276,428,3.34,7.1,21.14,22.81,5.37,67.87,21.31,21.63,14.26,27.32,6.89,33.96,9.46,8.23,3.1,82.35,80.46,95.56,81.89,52.96,66.5,84,1.02,1826,11.34,21.52,30.94,39.81,1.62,3.07,4.41,5.68,78.45,2.82,4.58,3.14,2.53,2.87,2.04,66.93,2.92,47.31,3,161,96.92,58.97,1.86,32.92,1947,0.47,0.78,136200,160100,181600,45400,558,621,690,132,651,24.4,23.3,15.6,0,0,14.26,68.67,59.82,82.97,92.69,1.3,10108.1,6.71,0
5919.23,11005,2.3,1.39,95.12,1.48,5.27,9.53,23.37,10.74,19.66,11005,100,33120,73.27,0.54,49.22,38.12,6.08,17.47,43414,19038,19070,32182,8797,17713,9812,726,6.64,5.66,20.55,15.4,3.35,62.77,3.7,16.61,5.35,23.7,8.86,33.67,12.3,10.72,2.87,70.2,67.74,78.66,68.74,40.73,62.99,176,2.09,884,4.64,12.1,14.25,19.23,0.37,0.97,1.14,1.54,85.96,0.75,3.57,2.28,2.3,2.42,2.12,63.37,2.11,43.32,3,2473,65.92,60.32,0.57,62.96,1952,1.28,0,106000,137700,187100,81100,452,580,680,228,652,28.9,22.8,16.3,0,0,8.03,45.5,61.34,85.42,90.1,2.2,4955.4,12.79,0
8097.01,18296,2.33,22.25,76.07,1.3,0.63,12.87,21.56,10.59,19.46,0,0,19110,58.89,0.32,35.58,43.82,9.96,25.07,27945,12371,13544,5952,16291,45598,24086,3780,21.38,13.48,28.37,19.3,8.32,44.61,3.86,36.21,7.18,34.57,11.47,25.96,14.16,13.02,2.93,63.68,60.89,68.5,73.67,47.56,64.18,589,3.54,348,4.31,6.03,9.2,11.78,0.08,0.11,0.17,0.22,95.85,0.46,3.52,2.2,2.25,2.31,2.17,63.13,1.63,48.48,3,1069,88.01,61.65,3.93,65.86,1953,8.12,0.38,36100,50800,71900,35800,164,239,317,153,312,28.6,19.8,12,9,0,1.9,78.34,59.55,85.47,92.28,9.3,1963.1,0.06,0
3860.52,16117,2.2,1.38,91.58,4.83,6,9.28,20.97,9.42,16.42,16117,100,33385,73.64,1.2,54.45,28.43,4.19,19.64,40156,19533,19921,17079,22376,16544,18348,1001,6.31,3.76,10.76,35.8,3.63,64.86,6.49,31.03,6.02,38.64,12.91,29.35,18.97,16.22,2.74,70.01,69.02,86.47,72.13,63.43,75.89,156,1.42,1668,12.05,15.17,21.52,28.12,1.25,1.57,2.23,2.91,86.54,1.99,2.28,1.32,2.16,2.3,2.04,50.82,2.59,62.58,2,574,92.75,47.78,0.52,15.33,1954,0.64,0.48,205300,262000,335900,130600,560,670,892,332,730,30.7,26.5,12.2,0,0,10.35,47.74,49.82,72.94,86.74,2.9,5596.2,1.75,0
3623.5,13950,3.33,0.07,98.05,0.58,1.85,18,30.75,14.39,9.41,13950,100,25341,79.22,1.89,38.51,24.83,7.5,18.08,28303,9512,9613,512,5187,843,7445,1797,12.97,2.54,14.49,19.34,4.52,60.48,22.72,26.9,16.42,23.68,6.04,22.59,7.53,6.81,3.75,85.71,85.78,90.52,85.89,50.13,60.13,79,0.63,194,9.79,13.92,16.49,19.59,0.14,0.19,0.23,0.27,96.01,0.36,17.21,14.24,3.31,3.45,3.01,71.18,6.16,36.25,3,170,96.1,68.34,1.18,40.59,1962,3.01,0,50600,63500,81100,30500,221,270,330,109,347,23.8,20.5,11.3,0,0,1.39,75.3,53.98,81.62,88.11,10,1392.8,0.5,0
5175.75,17894,2.71,0.23,94.46,1.65,7.75,16.91,28.81,16.43,14.05,0,0,25878,71.32,1.03,46.28,31.76,6.54,17.22,31856,12434,12803,1739,7999,5288,6092,2172,12.92,7.67,19.31,19.17,4.83,58.83,19.49,24.52,16.08,23.42,9.08,29.34,12.61,10.95,3.03,71.84,71.47,71.96,75.62,55.62,65.9,319,2.3,1134,30.78,42.59,56.17,61.73,1.95,2.7,3.56,3.91,91.29,2.83,5.34,3.69,2.54,2.61,2.46,58.98,3.92,46.56,3,171,97.48,57.56,1.75,21.05,1972,4.99,0.38,52200,65700,84200,32000,248,328,391,143,373,26.2,19.5,11.9,14,69,6.34,45.89,39.52,67.97,82.1,8.8,2025.1,0.63,0
6652.17,75491,2.5,7.58,81.61,1.79,16.27,13.43,30.11,15.54,15.26,75491,100,30121,74.42,0.37,43.44,31.61,9.08,21.2,35711,14715,16016,10826,27465,12313,7224,9289,12.8,15.44,35.25,16.67,7.84,60.21,22.94,21.22,17.58,22.55,9.17,39.17,12.33,10.84,3.01,61.37,56.8,70.46,60.88,59.38,67.98,3152,5.99,12444,12.83,21.27,27.53,33.93,2.11,3.51,4.54,5.59,63.18,7.68,4.49,2.84,2.4,2.5,2.33,44.91,4.15,61.41,2,2165,93.3,43.11,2.73,30.81,1951,5.34,0.45,117100,139200,164800,47700,298,427,530,232,512,24.8,24.4,14.9,62,10,16.48,55.48,51.71,82.73,87.94,13.8,5462.9,3,7.04
